n_policy,pack_PPO_BipedalWalker1_relative_perc_criteria_best,pack_PPO_BipedalWalker2_relative_perc_criteria_best,pack_PPO_BipedalWalker3_relative_perc_criteria_best,pack_PPO_BipedalWalker4_relative_perc_criteria_best,pack_PPO_BipedalWalker5_relative_perc_criteria_best,pack_PPO_BipedalWalker6_relative_perc_criteria_best,pack_PPO_BipedalWalker7_relative_perc_criteria_best,pack_PPO_BipedalWalker8_relative_perc_criteria_best,pack_PPO_BipedalWalker9_relative_perc_criteria_best,pack_PPO_BipedalWalker10_relative_perc_criteria_best,pack_PPO_BipedalWalker11_relative_perc_criteria_best,pack_PPO_BipedalWalker12_relative_perc_criteria_best,pack_PPO_BipedalWalker13_relative_perc_criteria_best,pack_PPO_BipedalWalker14_relative_perc_criteria_best,pack_PPO_BipedalWalker15_relative_perc_criteria_best,pack_PPO_BipedalWalker16_relative_perc_criteria_best,pack_PPO_BipedalWalker18_relative_perc_criteria_best,pack_PPO_BipedalWalker19_relative_perc_criteria_best,pack_PPO_BipedalWalker20_relative_perc_criteria_best,pack_PPO_BipedalWalker23_relative_perc_criteria_best
22,0.0227713555227092,1.0,0.8882100194599035,1.0,1.0,0.37979878483339,0.2407435244972495,0.8872146395440177,1.0,0.7785333762653136,1.0,1.0,0.9086457872778586,0.7750709010993118,0.0147540974016447,0.9653480732469842,1.0,1.0,1.0,1.0
23,0.2639586607679173,0.0143611916477407,0.2731162434323607,0.96686141862158,1.0,0.5953730733393338,0.1630456311969706,0.426644492265881,0.0733339718219189,0.9340209894426036,1.0,1.0,0.8505933217187316,0.5094825157991247,0.0444839649957717,0.9572148014978906,0.7385329313161695,1.0,1.0,1.0
24,0.9358214383657764,1.0,1.0,1.0,1.0,0.527760073783686,0.063533682986783,1.0,0.0670933997681522,0.964435733391932,0.8636070170094898,1.0,0.9404459482258848,1.0,0.0502329787573466,0.9595134439653356,0.7523320189727548,1.0,0.983572755697137,0.6380691369156927
25,0.763259907204915,0.1377332761699824,0.9700714592333703,0.9786470143833752,0.962241187117848,0.2602589177681835,0.2189057784284227,0.310377730590221,0.0575695328587146,0.9779541605638724,0.995616350207396,1.0,1.0,0.5450024779537905,0.0254285363395825,0.848485005945175,0.8707530242106802,1.0,1.0,0.7823238909675128
26,0.7375912133526791,1.0,0.8444046578733714,1.0,0.9819459494269376,0.434889063098707,0.257378923433563,0.233025613369468,0.0358929437947325,1.0,0.94854205791871,1.0,0.0781553775714109,0.1487467248789443,0.0136060254626136,0.8593058090451513,1.0,1.0,1.0,1.0
27,0.0279733063296662,0.9423716985950537,0.8800302521911297,0.8187495646929911,1.0,0.5129567759901482,0.066706108839846,0.0974495873739672,1.0,0.980164123036476,0.9501532343591108,0.983705847051842,0.9503009389547464,0.1675263848199049,0.0471642847227884,0.9207022105389268,0.9431269141268084,1.0,0.8970434964196929,1.0
28,0.5743968074610796,1.0,0.7061934936072674,1.0,0.0319464456087167,0.2794894108350048,0.3770959823771694,0.259700962241489,1.0,1.0,0.981017174247925,0.973542261235196,0.7939496827020621,0.0964322079988046,0.0438155934342301,0.7357289963419872,1.0,1.0,1.0,0.8681432202546302
29,0.1379753277072971,1.0,0.6634878140915512,1.0,1.0,1.0,0.921870135832202,0.5084573101496962,1.0,1.0,0.9575801561495412,0.972138224995332,0.3696077754053806,0.1345385571508953,0.2506969999847842,0.4166705582024806,1.0,1.0,1.0,1.0
30,0.3620432286859859,0.0122226217210548,0.617943249048953,1.0,1.0,0.4120179626769299,0.5207682340419444,0.7602643420667761,1.0,0.9096622135469098,0.9500287109893032,0.944698046235926,1.0,0.1396105362660745,0.0151311845061728,0.451701119990287,0.9995830883515928,1.0,0.8307098534485732,1.0
31,0.3949917785250844,0.0851155689004601,0.4870242770846391,1.0,1.0,0.1181984663973906,0.942731469119929,0.9640159957786112,0.8707431893429654,1.0,0.7985229327630808,0.9755488187725454,0.7384899442568496,1.0,1.0,0.6127574165128157,1.0,0.9393876895542678,1.0,1.0
