n_policy,HalfCheetah1_500,HalfCheetah2_500,HalfCheetah3_500,HalfCheetah4_500,HalfCheetah5_500,HalfCheetah6_500,HalfCheetah7_500,HalfCheetah8_500,HalfCheetah9_500,HalfCheetah10_500,Walker2d1_500,Walker2d2_500,Walker2d3_500,Walker2d4_500,Walker2d5_500,Walker2d6_500,Walker2d7_500,Walker2d8_500,Walker2d9_500,Walker2d10_500,Ant1_500,Ant2_500,Ant3_500,Ant4_500,Ant5_500,Ant6_500,Ant7_500,Ant8_500,Ant9_500,Ant10_500,Humanoid1_500,Humanoid2_500,Humanoid3_500,Humanoid4_500,Humanoid5_500,Humanoid6_500,Humanoid7_500,Humanoid8_500,Humanoid9_500,Humanoid10_500,HumanoidStandup1_500,HumanoidStandup2_500,HumanoidStandup3_500,HumanoidStandup4_500,HumanoidStandup5_500,HumanoidStandup6_500,HumanoidStandup7_500,HumanoidStandup8_500,HumanoidStandup9_500,HumanoidStandup10_500,Walker2d1_100,Walker2d2_100,Walker2d3_100,Walker2d4_100,Walker2d5_100,Walker2d6_100,Walker2d7_100,Walker2d8_100,Walker2d9_100,Walker2d10_100,Ant1_50,Ant2_50,Ant3_50,Ant4_50,Ant5_50,Ant6_50,Ant7_50,Ant8_50,Ant9_50,Ant10_50,Humanoid1_25,Humanoid2_25,Humanoid3_25,Humanoid4_25,Humanoid5_25,Humanoid6_25,Humanoid7_25,Humanoid8_25,Humanoid9_25,Humanoid10_25
52,1223.7239931339998,846.6598963899999,965.20367216,1113.6268047540002,1256.6877809,1275.222401592,904.386158266,1266.567406874,1306.358269614,837.034433916,1275.3191861720002,2535.366443932,1887.53667315,2734.365884776,2555.498911152,2632.1968905480003,1691.176637036,2492.083504688,1711.84470906,2214.37101145,134.91591770399998,73.09865669199999,51.035449526,105.763441606,176.672348742,77.13735931400001,103.168316236,106.83511808,145.963484306,189.465339748,369.178716236,473.767026236,341.804243152,424.049430436,478.41698185,561.0611389820001,348.778806262,415.390477646,443.08740226800006,383.034922224,73820.39989849001,77046.115041054,71091.486715024,78725.619749686,76713.016967372,83185.304348412,67093.022526962,98629.662128708,74869.17788047799,84904.157343932,1275.3191861720002,2465.002811436,1887.53667315,2734.365884776,2281.207742128,2518.808754254,1691.176637036,2492.083504688,1711.84470906,2214.37101145,134.91591770399998,73.09865669199999,51.035449526,74.733746416,165.49083331799997,79.23995362800001,103.168316236,106.83511808,145.963484306,189.465339748,369.25446992799993,352.581950554,340.21939292400003,411.805666636,478.41698185,554.558284378,345.323313904,441.8399245,443.08740226800006,364.120884476
53,1237.1971441719998,883.690451262,1015.136854888,1158.6675329180002,1285.88523594,1264.0422944660002,950.437353084,1306.924485614,1357.322136794,857.0813674880001,1669.90839606,2605.1232851260006,2316.0064731740003,2775.873974642,2484.0845326320004,2712.716932786,1310.4332287459997,2569.714961228,2686.2689752600004,2169.20628716,154.246880912,82.39222093400001,54.420303096000005,105.271198486,176.672348742,92.061428396,103.168316236,112.055534354,135.599959186,187.843907726,369.178716236,473.767026236,341.804243152,424.049430436,478.41698185,561.0611389820001,348.778806262,415.390477646,457.97146844,383.034922224,74585.049356794,75123.699888078,71091.486715024,78725.619749686,74154.594416416,83185.304348412,67093.022526962,88646.77373940399,72201.64463364,86836.35184254199,1669.90839606,2605.1232851260006,2316.0064731740003,2734.365884776,2484.0845326320004,2518.808754254,1310.4332287459997,2569.714961228,2686.2689752600004,2169.20628716,154.246880912,73.09865669199999,54.420303096000005,74.733746416,165.49083331799997,79.23995362800001,103.168316236,106.83511808,135.599959186,189.465339748,367.717660372,352.581950554,340.21939292400003,411.805666636,478.41698185,554.558284378,345.323313904,441.8399245,443.08740226800006,364.120884476
54,1231.932007286,933.83892861,1055.555257188,1201.219295146,1288.359356394,1304.680249756,1018.294506476,1309.141725116,1375.831366006,883.0287905019999,1714.0748201919998,2656.1068638280003,2060.749066506,2895.498448284,2549.081647584,2653.430699436,1342.62031527,2542.9541614,2724.816691116,2193.6269011400004,171.69609980799996,82.39222093400001,54.420303096000005,143.131456794,144.07446547599997,104.887199302,113.390211048,118.177893456,137.796952904,213.02698088,330.437124124,473.767026236,403.844341408,424.049430436,502.688948738,572.309216844,358.061068792,480.42343062,457.97146844,383.034922224,75037.16517974,74680.45861134601,71741.87459826202,81245.182951492,75132.364691172,83185.304348412,67093.022526962,101491.343634978,71049.576141628,87640.560243626,1714.0748201919998,2605.1232851260006,2316.0064731740003,2734.365884776,2549.081647584,2653.430699436,1342.62031527,2542.9541614,2686.2689752600004,2193.6269011400004,171.69609980799996,73.09865669199999,54.420303096000005,74.733746416,144.07446547599997,79.23995362800001,113.390211048,118.177893456,137.796952904,189.465339748,367.717660372,352.581950554,340.21939292400003,411.805666636,478.41698185,554.558284378,345.323313904,441.8399245,443.08740226800006,364.120884476
55,1264.8279975919995,1032.748978828,1076.541684564,1218.91883152,1264.6241178859998,1340.570232822,1027.257031246,1330.8241583840002,1373.21565248,889.4598886140001,1538.1449561020002,2704.940512238,1697.591770328,2957.189436682,2739.841614364,2737.334919326,1519.803500342,2120.286500608,2742.3314738419995,2204.71198076,155.870222888,101.827200902,53.996602286,143.131456794,151.62731424199998,90.667355888,115.327035844,133.9262374,137.796952904,228.008115948,330.437124124,473.767026236,383.915156942,424.049430436,502.688948738,572.309216844,358.061068792,480.42343062,429.34027739400005,383.034922224,75947.23051168799,75464.82182225799,68266.438980848,81245.182951492,75361.95876593,83185.304348412,67093.022526962,111247.448302264,72342.920314526,89303.93065360999,1538.1449561020002,2605.1232851260006,2316.0064731740003,2734.365884776,2549.081647584,2737.334919326,1519.803500342,2542.9541614,2742.3314738419995,2193.6269011400004,171.69609980799996,101.827200902,54.420303096000005,74.733746416,144.07446547599997,79.23995362800001,113.390211048,118.177893456,137.796952904,189.465339748,367.717660372,333.45806535,340.21939292400003,411.805666636,478.41698185,554.558284378,362.434657438,429.202868318,443.08740226800006,364.120884476
56,1282.955059098,1027.87853386,1144.83493923,1256.58338008,1242.412360248,1396.1163098,1037.115920556,1405.75437721,1430.690595394,909.183561772,2330.53103474,2741.404331298,1546.90994749,3049.783276444,2739.841614364,2674.6032044780004,1810.786366668,2081.434393946,2767.53769313,2181.193761324,154.544425684,93.703246506,58.26208568199999,195.061873264,151.62731424199998,115.305082074,113.555904082,133.29694854399995,157.38391441,225.594993702,345.71478213200004,308.87609433,379.24273339,424.049430436,502.688948738,549.5247579119999,358.061068792,460.146197144,433.607966242,383.034922224,76008.58660219601,75464.82182225799,69220.477966312,81245.182951492,75958.888608466,84537.15833542398,67093.022526962,88512.968927972,74341.189347788,87079.764183312,2330.53103474,2605.1232851260006,1546.90994749,2734.365884776,2549.081647584,2737.334919326,1519.803500342,2542.9541614,2767.53769313,2181.193761324,171.69609980799996,93.703246506,54.420303096000005,195.061873264,144.07446547599997,79.23995362800001,113.390211048,118.177893456,157.38391441,225.594993702,345.71478213200004,333.45806535,340.21939292400003,411.805666636,478.41698185,554.558284378,362.434657438,429.202868318,443.08740226800006,364.120884476
57,1320.727745224,1095.106928538,1170.453178198,1323.9945056020003,1251.745752686,1471.8666824400002,1064.790604838,1414.063196024,1471.14442977,928.176688002,2386.506104022,2416.375045644,1546.90994749,3127.520431626,2773.207412438,2724.770154522,2171.615982,2081.434393946,2749.390183552,2200.759552396,162.830800656,95.431436392,58.26208568199999,210.594348028,225.869615902,106.493105992,123.39753344199998,156.21677416600002,144.556570764,251.930999366,348.19940949600004,433.908308756,379.24273339,424.049430436,460.779725944,545.7237876959999,358.061068792,460.146197144,433.607966242,449.68474218,76008.58660219601,74679.97329517001,68285.21810944601,81245.182951492,75981.267981792,84537.15833542398,71182.261474924,88512.968927972,74341.189347788,85801.86971926001,2386.506104022,2416.375045644,1546.90994749,2734.365884776,2773.207412438,2724.770154522,2171.615982,2542.9541614,2749.390183552,2200.759552396,162.830800656,93.703246506,54.420303096000005,210.594348028,144.07446547599997,79.23995362800001,113.390211048,118.177893456,144.556570764,225.594993702,345.71478213200004,333.45806535,340.21939292400003,411.805666636,478.41698185,554.558284378,395.528297834,429.202868318,443.08740226800006,449.68474218
58,1324.416791364,1163.8418587520002,1219.788122484,1371.43006531,1285.5906565179998,1546.808160538,1121.035122162,1462.7092829860003,1491.311849562,937.6595228,2421.156558552,2799.240358426,1528.568543412,3078.746528166,2574.2307472200005,2816.277631606,2171.7107205140005,2081.434393946,2701.594285782,2197.936152586,184.1649651,114.887738706,58.26208568199999,210.594348028,191.786187596,120.318484804,123.39753344199998,133.244407908,152.817793496,284.97592645000003,348.19940949600004,433.908308756,379.24273339,482.22462987,460.779725944,545.7237876959999,358.061068792,460.146197144,433.607966242,449.68474218,76008.58660219601,74679.97329517001,68812.898361992,81245.182951492,75981.267981792,84537.15833542398,71182.261474924,73696.381918722,74341.189347788,82768.60662039199,2421.156558552,2799.240358426,1546.90994749,2734.365884776,2773.207412438,2724.770154522,2171.7107205140005,2542.9541614,2701.594285782,2197.936152586,184.1649651,114.887738706,54.420303096000005,182.79805645,191.786187596,79.23995362800001,132.020696108,118.177893456,144.556570764,284.97592645000003,345.71478213200004,359.157532028,340.21939292400003,482.22462987,478.41698185,554.558284378,395.528297834,429.202868318,443.08740226800006,449.68474218
59,1339.655751594,1192.788544096,1273.341604888,1415.698936396,1278.770838904,1596.659176762,1188.314990236,1531.540780784,1543.717833926,951.539211278,2499.976110888,2840.783251668,1597.754113802,3117.752825762,2574.2307472200005,2428.598340594,2188.475603684,2081.434393946,2691.625265336,2211.4006281580005,156.591530048,105.173363974,62.531608536,181.696211876,191.786187596,128.254494852,153.534318762,147.39715639000002,178.241421156,285.091326822,348.19940949600004,433.908308756,379.24273339,482.22462987,460.186847618,501.61394863,358.061068792,460.146197144,433.607966242,449.68474218,76008.58660219601,74679.97329517001,67973.90007437399,81245.182951492,74846.69623868799,84537.15833542398,68344.742087958,72967.66690764201,74292.18012918001,86325.203806448,2499.976110888,2840.783251668,1546.90994749,3117.752825762,2773.207412438,2724.770154522,2188.475603684,2542.9541614,2701.594285782,2211.4006281580005,156.591530048,114.887738706,62.531608536,182.79805645,191.786187596,128.254494852,153.534318762,147.39715639000002,178.241421156,285.091326822,345.71478213200004,359.157532028,340.21939292400003,482.22462987,478.41698185,554.558284378,382.726693368,429.202868318,443.08740226800006,449.68474218
60,1356.85399039,1209.2967164420002,1325.509768606,1506.973748818,1334.2356722880002,1568.947524316,1252.8684376340002,1559.065006062,1572.969286968,934.46763161,2381.515789906,3063.079543918,1817.026394758,3195.242934688,2680.6208011680005,2428.598340594,2067.5208177880004,2081.434393946,2711.813816416,2231.315957298,156.591530048,105.173363974,66.38768344399999,198.369947726,274.63901158399995,131.047113376,146.198418298,152.452880952,168.583295324,317.515434806,348.19940949600004,433.908308756,379.24273339,482.22462987,488.631655918,501.61394863,394.510445192,460.146197144,433.607966242,449.68474218,76008.58660219601,74679.97329517001,69051.35428348601,81245.182951492,75731.78929555,84537.15833542398,68952.09294553999,72967.66690764201,74049.122608492,83922.21765607601,2381.515789906,2840.783251668,1546.90994749,3117.752825762,2680.6208011680005,2724.770154522,2188.475603684,2542.9541614,2701.594285782,2231.315957298,156.591530048,114.887738706,62.531608536,198.369947726,274.63901158399995,128.254494852,153.534318762,152.452880952,168.583295324,317.515434806,345.71478213200004,359.157532028,340.21939292400003,482.22462987,478.41698185,464.30437679,382.726693368,429.202868318,443.08740226800006,449.68474218
61,1393.8015004499998,1269.069304574,1371.2575197340002,1540.51579449,1340.8603377759998,1633.1739325179997,1291.4033970439998,1595.403913522,1601.2535888819998,962.2002565,2474.849511866,3063.079543918,1817.026394758,3226.813740734,2589.08897506,2428.598340594,1253.3584370899998,2081.434393946,2955.357041432,2214.815927382,167.24475942799998,142.076773662,66.38768344399999,198.369947726,279.25679261999994,156.823116866,173.05858506999996,159.69359618200002,178.10566516999998,330.400307364,348.19940949600004,433.908308756,379.24273339,482.22462987,462.901022622,498.399090338,394.510445192,460.146197144,433.607966242,442.240726332,76008.58660219601,74679.97329517001,68563.03533935199,81245.182951492,75723.693421086,84537.15833542398,68952.09294553999,72967.66690764201,73456.56908087799,86499.116636134,2381.515789906,2840.783251668,1546.90994749,3226.813740734,2589.08897506,2724.770154522,2188.475603684,2542.9541614,2701.594285782,2231.315957298,156.591530048,114.887738706,85.625887684,198.369947726,274.63901158399995,156.823116866,153.534318762,152.452880952,168.583295324,317.515434806,345.71478213200004,359.157532028,340.21939292400003,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,443.08740226800006,449.68474218
62,1398.78476383,1325.144431974,1389.0236486499998,1571.336362824,1350.646443432,1652.874694046,1330.940039114,1658.4393399220005,1637.413495624,976.353412234,2482.976854794,3063.079543918,1307.304851168,3264.115038322,1938.641990374,2428.598340594,1718.817148864,2081.434393946,2888.555748512,2145.8163825700003,196.1753691,115.977806204,66.38768344399999,198.369947726,311.75224934,154.89052399399998,166.011790656,156.68155973,184.206065306,424.804868298,348.19940949600004,417.900496082,379.24273339,482.22462987,462.901022622,498.399090338,390.148095376,427.569203596,497.725293952,408.658634068,76008.58660219601,74679.97329517001,69873.669551186,78140.66942090202,77830.8329883,84537.15833542398,69518.65783714199,72967.66690764201,78474.04082117,86561.65814850999,2482.976854794,2840.783251668,1546.90994749,3264.115038322,2589.08897506,2724.770154522,2188.475603684,2542.9541614,2888.555748512,2231.315957298,156.591530048,114.887738706,78.797933276,198.369947726,274.63901158399995,156.823116866,153.534318762,152.452880952,168.583295324,424.804868298,345.71478213200004,359.157532028,340.21939292400003,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,443.08740226800006,449.68474218
63,1422.801935056,1393.161368966,1462.04318724,1616.8573146,1359.364996608,1715.374597188,1323.428703422,1700.116152288,1683.518246856,992.947499042,2633.61637411,3063.079543918,1092.63574353,3310.475625736,1938.641990374,2428.598340594,1718.817148864,2081.434393946,2919.261780368,2270.435584574,226.56657872,115.433156344,122.76355238,208.299277628,326.82063347,142.791802226,166.011790656,177.636955804,212.561311428,376.585244768,348.19940949600004,417.900496082,379.24273339,453.022497966,462.901022622,498.399090338,384.880302956,427.569203596,497.725293952,408.658634068,76008.58660219601,74679.97329517001,69873.669551186,80514.08497759399,80730.14332191,84537.15833542398,69337.30863648599,72967.66690764201,78543.22223160401,83639.570729974,2633.61637411,2840.783251668,1092.63574353,3264.115038322,2589.08897506,2724.770154522,2188.475603684,2542.9541614,2919.261780368,2270.435584574,156.591530048,115.433156344,122.76355238,198.369947726,326.82063347,156.823116866,153.534318762,177.636955804,212.561311428,376.585244768,345.71478213200004,359.157532028,418.10425882,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,443.08740226800006,449.68474218
64,1437.441937356,1427.68296404,1491.2435856459997,1688.330818192,1368.456256962,1741.324094814,1340.6251362859998,1729.041166722,1737.0807477739995,1019.5763903639998,2687.856230586,2480.533291128,1166.9279831400002,3379.256081452,1934.461485844,2428.598340594,1718.817148864,2081.434393946,2818.221604642,2199.751419406,217.873843992,167.882620544,106.65309404,194.951032748,326.23694589800004,151.40865320399996,184.381925224,195.008380582,209.26573401,382.60703565,348.19940949600004,417.900496082,379.24273339,453.022497966,462.901022622,498.399090338,384.880302956,346.231483276,484.71795495,408.658634068,76008.58660219601,74679.97329517001,69873.669551186,78799.470547308,80730.14332191,84537.15833542398,69337.30863648599,72967.66690764201,74978.884726106,84562.49064982,2687.856230586,2840.783251668,1092.63574353,3264.115038322,1934.461485844,2731.357975334,2188.475603684,2542.9541614,2818.221604642,2199.751419406,217.873843992,115.433156344,106.65309404,198.369947726,326.23694589800004,151.40865320399996,184.381925224,177.636955804,209.26573401,382.60703565,345.71478213200004,359.157532028,418.10425882,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,484.71795495,449.68474218
65,1432.421366922,1486.297676106,1523.2505542279998,1760.7702110660002,1347.311740846,1783.520702682,1359.536163786,1778.930656054,1739.3253055039995,1019.576442336,2841.35986688,2379.313915584,1470.579973666,3388.550923734,2131.672313258,2777.687825738,1718.817148864,1440.662352082,2738.9225244940003,2270.985411098,245.78627814,178.00566374599998,111.445917552,252.779366246,341.901370626,170.55082054399998,214.41463062800003,193.533554432,211.045912386,412.389141612,348.19940949600004,417.900496082,379.24273339,453.022497966,462.901022622,498.399090338,384.880302956,346.231483276,484.71795495,443.70935819,76008.58660219601,74679.97329517001,69873.669551186,80363.26375759201,80730.14332191,84537.15833542398,71975.663170522,72967.66690764201,74978.884726106,84142.955183786,2687.856230586,2379.313915584,1092.63574353,3388.550923734,1934.461485844,2777.687825738,2188.475603684,2542.9541614,2818.221604642,2199.751419406,245.78627814,115.433156344,111.445917552,198.369947726,326.23694589800004,151.40865320399996,214.41463062800003,177.636955804,211.045912386,412.389141612,345.71478213200004,379.598249262,418.10425882,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,484.71795495,449.68474218
66,1446.1346022879998,1530.096269244,1559.2868277480002,1822.09195348,1364.424778074,1839.080178072,1392.67208382,1779.14220663,1784.734766204,1030.261180966,2899.8752504960003,2379.313915584,1461.338327212,3426.6281958060003,2131.672313258,2881.974822432,1718.817148864,1407.811695234,2768.282572264,2347.079476962,249.652920716,187.360911956,111.445917552,254.775225142,327.832154766,180.831253924,215.80789596,202.416860794,253.202706444,424.963036192,382.951541116,422.19831879,434.977939452,441.103116554,480.076636032,498.399090338,518.6263126599999,346.231483276,484.71795495,443.70935819,76008.58660219601,74679.97329517001,69873.669551186,80363.26375759201,77201.01924141601,84537.15833542398,73927.45665942,72967.66690764201,75694.555947514,84142.955183786,2687.856230586,2379.313915584,1461.338327212,3426.6281958060003,1934.461485844,2777.687825738,2188.475603684,2542.9541614,2768.282572264,2199.751419406,249.652920716,115.433156344,111.445917552,254.775225142,326.23694589800004,151.40865320399996,215.80789596,202.416860794,211.045912386,412.389141612,345.71478213200004,379.598249262,434.977939452,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,484.71795495,449.68474218
67,1447.264305472,1580.64727747,1560.113584718,1889.648327238,1371.943435042,1845.415769622,1393.439159488,1819.252579394,1848.634183498,1045.701922778,2899.8752504960003,2379.313915584,1550.983564518,3456.616200734,2131.672313258,2841.069804174,1718.817148864,1407.811695234,2613.89810392,2331.4042783180003,226.153075148,198.184611732,111.445917552,263.13175639400004,377.933512954,165.547428544,214.278087878,229.416966568,348.883538542,498.202610998,401.81872928,422.19831879,434.977939452,418.564843074,480.076636032,480.096485142,518.6263126599999,346.231483276,484.71795495,443.70935819,76008.58660219601,74679.97329517001,69873.669551186,80363.26375759201,76790.56941019,84537.15833542398,74962.47442434599,72967.66690764201,76157.685874546,96053.827047206,2687.856230586,2379.313915584,1461.338327212,3456.616200734,1934.461485844,2777.687825738,2188.475603684,2542.9541614,2768.282572264,2199.751419406,249.652920716,198.184611732,111.445917552,263.13175639400004,377.933512954,165.547428544,214.278087878,202.416860794,348.883538542,412.389141612,345.71478213200004,415.553165132,434.977939452,482.22462987,462.901022622,464.30437679,382.726693368,429.202868318,484.71795495,449.68474218
68,1460.644311596,1632.851114674,1592.524974502,1952.201887196,1388.349465138,1858.518854808,1429.990851072,1887.552732424,1854.936519316,1054.054531366,2768.797205014,2379.313915584,1714.246132838,3444.274174682,2055.364609612,2705.128239806,1718.817148864,1303.392196336,2539.2655006140003,2471.711249244,300.52938032800006,182.74609124200003,130.406812324,273.679608364,364.808342186,176.51620217,210.620106052,231.564876942,336.454411048,524.017884978,403.95344062,482.262413276,434.977939452,447.09164333600006,480.076636032,384.257668956,518.6263126599999,346.231483276,484.71795495,443.70935819,76008.58660219601,74679.97329517001,69873.669551186,87517.570225156,76790.56941019,84537.15833542398,73407.055064288,72967.66690764201,75814.977087548,84779.695079852,2687.856230586,2379.313915584,1714.246132838,3456.616200734,1934.461485844,2777.687825738,2188.475603684,2542.9541614,2768.282572264,2199.751419406,249.652920716,198.184611732,130.406812324,263.13175639400004,364.808342186,176.51620217,210.620106052,231.564876942,336.454411048,412.389141612,403.95344062,482.262413276,434.977939452,482.22462987,462.901022622,464.30437679,529.931345812,429.202868318,484.71795495,449.68474218
69,1470.1272968,1657.971555286,1613.37849638,1952.344351568,1406.139181638,1913.534603258,1434.316462548,1889.067278396,1919.716889352,1059.794453506,2795.877148062,2195.043111926,1821.025426986,3471.704255796,1918.160131438,2651.059884398,1718.817148864,1465.975377706,2814.278445106,2471.711249244,329.21664556400003,201.99419887200003,152.87062478199996,291.87137031000003,366.115950678,188.01490663,221.881918998,195.624468948,352.13787458,515.8244017479999,391.714499504,482.262413276,434.977939452,447.09164333600006,530.51789063,414.1193618440001,465.11030688000005,346.231483276,482.229378574,443.70935819,76008.58660219601,74679.97329517001,69230.443517118,86921.406927894,76790.56941019,84537.15833542398,73101.687392094,72967.66690764201,76465.241494386,85639.102476636,2795.877148062,2379.313915584,1714.246132838,3456.616200734,1934.461485844,2651.059884398,2188.475603684,1465.975377706,2768.282572264,2199.751419406,249.652920716,201.99419887200003,152.87062478199996,291.87137031000003,366.115950678,176.51620217,221.881918998,231.564876942,352.13787458,515.8244017479999,403.95344062,482.262413276,420.084692214,417.14200975,462.901022622,414.1193618440001,529.931345812,429.202868318,484.71795495,449.68474218
70,1456.842664266,1687.71374007,1646.7026757140002,1999.400377672,1409.48127698,1958.163862246,1438.45877758,1934.77286506,1941.773210746,1070.757199514,2817.415106832,2440.529731152,1772.35877908,3594.6490582720003,1844.20854802,2705.131745292,1718.817148864,1421.105560576,2749.969280794,2471.711249244,280.497489596,199.701482422,145.75228787,313.64895344,408.459028582,188.01490663,244.477088676,177.916047462,464.891041128,602.644380156,391.714499504,482.262413276,418.825791636,447.09164333600006,530.51789063,401.101602578,465.11030688000005,311.110655814,482.229378574,500.47495994799993,76008.58660219601,74679.97329517001,69475.31514062999,87055.33299711,76790.56941019,84537.15833542398,72708.492750992,72967.66690764201,76339.719745916,90135.6286598,2817.415106832,2379.313915584,1772.35877908,3456.616200734,1934.461485844,2705.131745292,2188.475603684,1465.975377706,2749.969280794,2199.751419406,280.497489596,199.701482422,152.87062478199996,313.64895344,408.459028582,176.51620217,221.881918998,177.916047462,352.13787458,602.644380156,403.95344062,482.262413276,420.084692214,417.14200975,462.901022622,414.1193618440001,509.20356545,429.202868318,484.71795495,449.68474218
71,1466.3805973800002,1690.555097172,1689.683747006,2076.113916328,1415.6763896999998,2004.4301145,1444.1197514540002,1972.116782396,1978.680986192,1097.462158634,2833.402492876,3002.598199326,2025.911196804,3594.6490582720003,2004.322170058,2623.308017698,1718.817148864,1210.474239324,2682.8491868080005,2620.32337259,353.718979252,233.337236094,151.139245668,298.764791072,393.095146144,203.458929592,256.71804224600004,187.14741347600005,487.502184544,509.323740434,394.061403668,489.68786197,429.406827694,447.09164333600006,530.51789063,401.101602578,465.11030688000005,311.110655814,482.229378574,427.1777011740001,76008.58660219601,74679.97329517001,69475.31514062999,87055.33299711,76790.56941019,84537.15833542398,72708.492750992,72967.66690764201,76500.60650829201,85981.91318448201,2833.402492876,3002.598199326,2025.911196804,3456.616200734,1934.461485844,2705.131745292,2188.475603684,1465.975377706,2682.8491868080005,2199.751419406,353.718979252,199.701482422,151.139245668,313.64895344,408.459028582,203.458929592,256.71804224600004,177.916047462,352.13787458,509.323740434,403.95344062,482.262413276,420.084692214,417.14200975,462.901022622,414.1193618440001,509.20356545,429.202868318,484.71795495,449.68474218
72,1472.130131692,1695.5124264500002,1732.879865518,2141.150728092,1444.167651214,2058.351319364,1471.593840614,1965.858939274,2014.967715388,1124.43551696,2760.4672245340003,3121.2924972,2160.9336057860005,3594.6490582720003,2224.472460992,2623.308017698,1136.109700952,1210.474239324,3131.2376354259995,2630.217651828,363.72481154,224.578926644,160.295484272,349.71049708999993,489.5511510580001,256.57189309800003,254.11726325,213.639291244,539.705096628,536.3985701560001,405.695729108,489.68786197,429.406827694,447.09164333600006,530.51789063,401.101602578,535.1288355300001,309.18694434,482.229378574,427.1777011740001,76008.58660219601,74679.97329517001,69475.31514062999,86594.214051088,76790.56941019,85115.45107431599,72708.492750992,72967.66690764201,76537.785305364,87075.704782738,2833.402492876,3121.2924972,2160.9336057860005,3456.616200734,2224.472460992,2705.131745292,1136.109700952,1465.975377706,3131.2376354259995,2630.217651828,363.72481154,199.701482422,151.139245668,313.64895344,489.5511510580001,256.57189309800003,254.11726325,177.916047462,352.13787458,536.3985701560001,403.95344062,482.262413276,420.084692214,417.14200975,462.901022622,414.1193618440001,535.1288355300001,429.202868318,484.71795495,449.68474218
73,1495.327194116,1721.50804203,1764.990141154,2149.118903212,1442.822543526,2003.96867333,1527.633802534,2001.242723644,2030.853551954,1135.983689756,2748.587560968,3121.2924972,2384.402841778,3594.6490582720003,2405.548878678,2623.308017698,1136.109700952,1376.1979293600002,3118.716139352,2676.90890511,344.160578732,210.097761278,190.470412818,334.49621987,489.5511510580001,261.93045077200003,267.74638212,210.669102836,535.57647423,543.357344698,405.695729108,438.050349776,429.406827694,447.09164333600006,530.51789063,401.101602578,482.072561986,309.18694434,482.229378574,442.737273152,76008.58660219601,74679.97329517001,69475.31514062999,85298.69245433199,78197.93525543601,84977.750262666,74725.905524834,72967.66690764201,77306.926834438,82115.100648212,2833.402492876,3121.2924972,2160.9336057860005,3456.616200734,2405.548878678,2705.131745292,1136.109700952,1465.975377706,3131.2376354259995,2676.90890511,344.160578732,210.097761278,190.470412818,313.64895344,489.5511510580001,261.93045077200003,254.11726325,177.916047462,535.57647423,543.357344698,403.95344062,482.262413276,420.084692214,417.14200975,462.901022622,414.1193618440001,535.1288355300001,429.202868318,484.71795495,449.68474218
74,1507.270014434,1745.14398956,1770.81473105,2257.155992108,1474.8982971179998,2061.654372236,1613.76132347,2023.436179982,2021.971052098,1163.64317267,3120.6017977740003,3121.2924972,2383.782427162,3594.6490582720003,2258.6329839780005,2623.308017698,1136.109700952,1160.8177578359998,3084.778683496,2556.69289422,377.08865674,268.657015846,197.963378558,334.858663514,531.793278294,275.99257300600004,258.623073022,240.11484113800003,597.9529442779999,537.561981628,405.695729108,438.050349776,412.951856394,447.09164333600006,451.024032914,401.101602578,482.072561986,319.517460678,482.689922888,442.737273152,76008.58660219601,74679.97329517001,71226.725800144,85298.69245433199,79594.029265276,85271.053317766,74461.656550324,72967.66690764201,77443.00229880601,83051.694069046,2833.402492876,3121.2924972,2160.9336057860005,3456.616200734,2405.548878678,2705.131745292,1136.109700952,1465.975377706,3084.778683496,2556.69289422,344.160578732,210.097761278,197.963378558,334.858663514,531.793278294,275.99257300600004,258.623073022,240.11484113800003,535.57647423,543.357344698,403.95344062,527.39416111,420.084692214,417.14200975,462.901022622,400.442348614,525.993230878,319.517460678,484.71795495,449.68474218
75,1531.586165922,1782.729364424,1820.586846734,2335.98165732,1486.860414158,2154.357777516,1636.039367276,2070.280470478,2108.5209462860003,1181.575374918,3082.950861614,3121.2924972,2192.321044832001,3594.6490582720003,2258.6329839780005,2623.308017698,1496.897043848,1175.9381468739998,3171.364267508,2581.680856878,432.848772668,284.21911748799994,220.9140881,345.577417204,586.722827882,275.99257300600004,278.23072072800005,291.986140914,600.70406629,524.0222948580001,405.695729108,438.050349776,412.951856394,447.09164333600006,451.024032914,382.463143926,482.072561986,319.517460678,488.343164606,442.737273152,76008.58660219601,74679.97329517001,71226.725800144,83717.086681716,80073.46435588399,86231.950563222,73395.52223178999,72967.66690764201,78117.761370516,83051.694069046,2833.402492876,3121.2924972,2192.321044832001,3456.616200734,2405.548878678,2682.190688766,1496.897043848,1465.975377706,3171.364267508,2556.69289422,344.160578732,284.21911748799994,220.9140881,334.858663514,531.793278294,275.99257300600004,258.623073022,291.986140914,600.70406629,543.357344698,403.95344062,527.39416111,420.084692214,417.14200975,462.901022622,400.442348614,525.993230878,319.517460678,484.71795495,449.68474218
