n_policy,HalfCheetah1_500,HalfCheetah2_500,HalfCheetah3_500,HalfCheetah4_500,HalfCheetah5_500,HalfCheetah6_500,HalfCheetah7_500,HalfCheetah8_500,HalfCheetah9_500,HalfCheetah10_500,Walker2d1_500,Walker2d2_500,Walker2d3_500,Walker2d4_500,Walker2d5_500,Walker2d6_500,Walker2d7_500,Walker2d8_500,Walker2d9_500,Walker2d10_500,Ant1_500,Ant2_500,Ant3_500,Ant4_500,Ant5_500,Ant6_500,Ant7_500,Ant8_500,Ant9_500,Ant10_500,Humanoid1_500,Humanoid2_500,Humanoid3_500,Humanoid4_500,Humanoid5_500,Humanoid6_500,Humanoid7_500,Humanoid8_500,Humanoid9_500,Humanoid10_500,HumanoidStandup1_500,HumanoidStandup2_500,HumanoidStandup3_500,HumanoidStandup4_500,HumanoidStandup5_500,HumanoidStandup6_500,HumanoidStandup7_500,HumanoidStandup8_500,HumanoidStandup9_500,HumanoidStandup10_500,Walker2d1_100,Walker2d2_100,Walker2d3_100,Walker2d4_100,Walker2d5_100,Walker2d6_100,Walker2d7_100,Walker2d8_100,Walker2d9_100,Walker2d10_100,Ant1_50,Ant2_50,Ant3_50,Ant4_50,Ant5_50,Ant6_50,Ant7_50,Ant8_50,Ant9_50,Ant10_50,Humanoid1_25,Humanoid2_25,Humanoid3_25,Humanoid4_25,Humanoid5_25,Humanoid6_25,Humanoid7_25,Humanoid8_25,Humanoid9_25,Humanoid10_25
229,2031.611198322,3876.135074038,4789.800092966,4993.726835322,1998.282369276,4015.153032618,4950.88445455,4186.702567692,4702.907826292001,1875.374466134,4059.476139372,4629.346353062,4377.917721668,4538.281169474,4305.665488434,4719.263121307999,4472.157299892001,4518.725765204001,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2358.6041204460003,2460.504606568,3324.226944112,3879.077369544,2641.465333252,2519.091368236,3370.48696527,543.8379318640001,563.084619064,590.0662439900001,522.84851067,494.275298514,479.298400246,492.51873463,621.203647734,549.5885004680001,572.3939500859999,104467.259139928,85258.60597455999,116814.969617872,79233.63597717,103990.527735562,92661.873695286,88699.488185842,84315.89744775399,107761.63905043798,108744.70144640202,3653.61147066,4147.640145292,4358.955327444,4652.638762066,4190.991332902,4587.245977898,4412.34507518,4511.325637022,4574.389998536,5166.557171713999,2193.328214424,2234.596762846,3224.585756624,2380.316162776,2599.922774592,3205.318063174,3806.51051779,2974.082115746,3004.3062862240004,3375.6072690660003,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,515.8275601419999,543.6610194340001,621.614350802,631.050388704,572.3939500859999
230,2033.932944036,3868.095629606,4745.298295608,4993.726835322,2004.742324374,4015.153032618,4994.4414161780005,4186.702567692,4736.100905668,1874.872372384,4059.476139372,4629.346353062,4377.917721668,4538.281169474,4305.665488434,4565.967017566,4472.157299892001,4518.725765204001,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2434.365477746,2460.504606568,3346.3449018160004,3873.456520116,2641.465333252,2519.091368236,3384.773307932,534.990899224,513.661818086,605.59265344,522.84851067,494.275298514,479.298400246,492.51873463,621.203647734,549.5885004680001,572.3939500859999,105647.557408916,85258.60597455999,118956.759947932,79233.63597717,103990.527735562,92247.134121944,88699.488185842,84315.89744775399,107231.940781092,108744.70144640202,3653.61147066,4147.640145292,4358.955327444,4652.638762066,4248.663144058,4587.245977898,4412.34507518,4511.325637022,4574.389998536,5161.142105892,2193.328214424,2234.596762846,3224.585756624,2380.316162776,2599.922774592,3346.3449018160004,3806.51051779,2960.046686944,3004.3062862240004,3375.6072690660003,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,515.8275601419999,543.6610194340001,621.614350802,631.050388704,572.3939500859999
231,2035.5605199,3864.097601438,4737.457850136,4993.726835322,2000.774773696,4015.153032618,5007.99316688,4186.702567692,4731.016367516001,1874.872372384,4059.476139372,4629.346353062,4377.917721668,4538.281169474,4305.665488434,4565.967017566,4472.157299892001,4403.014451886,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2438.208932296,2460.504606568,3352.464521208,3748.564251376,2641.465333252,2519.091368236,3425.592554136,534.990899224,513.661818086,605.59265344,522.84851067,492.595967922,444.958370368,492.51873463,621.203647734,639.4997152699999,572.3939500859999,104359.544912806,83149.615614876,119108.47290186,79233.63597717,103990.527735562,92247.134121944,88699.488185842,84315.89744775399,105340.883518024,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4652.638762066,4248.663144058,4587.245977898,4412.34507518,4511.325637022,4574.389998536,5161.142105892,2193.328214424,2234.596762846,3224.585756624,2380.316162776,2612.828997644,3346.3449018160004,3806.51051779,2923.507276536,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,572.3939500859999
232,2035.5605199,3860.44549775,4737.457850136,4993.726835322,2008.271304312,4015.153032618,4976.640720622,4186.702567692,4747.196219745999,1875.939008758,4059.476139372,4629.346353062,4377.917721668,4648.873188058,4305.665488434,4565.967017566,4472.157299892001,4577.462104022,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2447.2268100119995,2460.504606568,3328.375189034,3823.32231672,2641.465333252,2519.091368236,3432.497510908,534.990899224,513.661818086,605.59265344,522.84851067,492.595967922,496.14811222,492.51873463,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,85195.586789042,119224.86615359,79233.63597717,104918.316583836,92247.134121944,88699.488185842,84315.89744775399,106660.54216603,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4648.873188058,4248.663144058,4587.245977898,4412.34507518,4577.462104022,4574.389998536,5161.142105892,2193.328214424,2234.596762846,3582.01334478,2380.316162776,2612.828997644,3346.3449018160004,3806.51051779,2923.507276536,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,572.3939500859999
233,2038.099946566,3887.212398556,4737.457850136,4993.726835322,1997.36060914,4015.153032618,4970.54579681,4290.769290248,4746.679672044,1873.333105072,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4491.7846932580005,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2451.675959094,2673.2265666880003,3407.0115729,3901.278380206,3006.5544593540003,2519.091368236,3454.7434201,534.990899224,533.320287538,609.230148738,522.84851067,492.595967922,496.14811222,492.51873463,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,84267.33807118401,117259.19484593,79233.63597717,104892.250735882,92247.134121944,88699.488185842,85111.758945432,106660.54216603,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4491.7846932580005,4574.389998536,5161.142105892,2193.328214424,2234.596762846,3582.01334478,2451.675959094,2612.828997644,3346.3449018160004,3901.278380206,2923.507276536,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,572.3939500859999
234,2039.437258092,3859.069959854,4737.457850136,4993.726835322,2005.623655116,4079.43671148,4969.677754094,4270.711639634,4781.201245986,1873.333105072,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4596.737279896,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3311.630070838,2450.69573781,2684.660800784,3364.301837522,3895.512246824,3001.94454812,2519.091368236,3522.3041806220003,534.990899224,533.320287538,609.230148738,522.84851067,492.595967922,496.14811222,492.51873463,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,84267.33807118401,118350.725541706,79233.63597717,104892.250735882,92247.134121944,89990.19876767001,86975.72948583,106660.54216603,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4491.7846932580005,4574.389998536,5161.142105892,2193.328214424,2234.596762846,3582.01334478,2450.69573781,2684.660800784,3346.3449018160004,3901.278380206,2923.507276536,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,612.350288956,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,572.3939500859999
235,2041.77682739,3851.555686742001,4737.457850136,4993.726835322,1998.757760706,4003.45943704,4939.3849269620005,4270.711639634,4781.201245986,1873.333105072,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4639.16404389,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3585.37985667,2471.3582431,2811.899988746,3414.007223874,3895.512246824,3069.004316948,2519.091368236,3564.934913726,534.990899224,533.320287538,609.230148738,522.84851067,498.497327852,496.14811222,492.51873463,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,84267.33807118401,117701.011900448,79233.63597717,104892.250735882,92247.134121944,91213.210732946,86975.72948583,105786.420200286,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4491.7846932580005,4728.731128054,5161.142105892,2300.91376754,2234.596762846,3582.01334478,2450.69573781,2811.899988746,3346.3449018160004,3901.278380206,2923.507276536,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,549.6562037120001
236,2045.330125538,3790.776747372,4737.457850136,4993.726835322,2004.962048492,4017.404093914,5010.669816218,4291.078517645999,4781.201245986,1888.6132239460003,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4699.617142796001,4575.5124060240005,5096.202359366,2139.78267598,2068.5515017380003,3568.9028686260003,2481.720990544,2946.2712732800005,3377.546955354,3912.496682022,3096.674685282,2519.091368236,3564.934913726,534.990899224,533.320287538,653.604106952,522.84851067,498.497327852,496.14811222,492.51873463,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,84267.33807118401,117723.344035308,79233.63597717,104892.250735882,92247.134121944,90512.502137568,86975.72948583,105881.045763396,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4690.70982444,5161.142105892,2300.91376754,2234.596762846,3582.01334478,2481.720990544,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,549.6562037120001
237,2048.989525894,3728.974512322,4737.457850136,4993.726835322,2004.962048492,4031.155279962,5010.043833111999,4267.824980294,4781.201245986,1885.47257968,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4776.72131514,4575.5124060240005,5096.202359366,2423.7494160160004,2068.5515017380003,3568.9028686260003,2511.069822836,2841.86553781,3377.546955354,3912.496682022,3113.409581056,2519.091368236,3564.934913726,578.196395536,533.320287538,653.604106952,522.84851067,482.777694736,496.14811222,563.4803277780001,621.203647734,639.4997152699999,572.3939500859999,106120.232804996,84131.405272108,118038.809129494,79233.63597717,104892.250735882,92247.134121944,91234.617960718,86975.72948583,105881.045763396,108744.70144640202,3653.61147066,4682.15424654,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4707.576196586,5161.142105892,2423.7494160160004,2234.596762846,3582.01334478,2511.069822836,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3004.3062862240004,3425.592554136,543.8379318640001,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,549.6562037120001
238,2036.7059135540003,3728.974512322,4737.457850136,4993.726835322,2014.197722166,4031.155279962,5049.914355070001,4205.554436238001,4781.201245986,1890.7475539080003,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4745.438057337999,5096.202359366,2406.572388776,2068.5515017380003,3568.9028686260003,2565.221589284,2753.207177524,3368.5023498020005,3912.496682022,3094.591823664,2519.091368236,3595.309134786,599.2326604799999,533.320287538,653.604106952,522.84851067,531.276031944,437.619942496,563.4803277780001,621.203647734,639.4997152699999,572.3939500859999,106444.988359982,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92416.880500366,91757.289153204,85930.85419948399,105881.045763396,108744.70144640202,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4745.438057337999,5161.142105892,2423.7494160160004,2234.596762846,3582.01334478,2565.221589284,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3546.4501400020004,3595.309134786,543.8379318640001,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.4997152699999,549.6562037120001
239,2030.803535642,3759.800481012,4927.615692292,4993.726835322,2021.229183982,4006.641756154,5049.968409852,4272.2162739840005,4781.201245986,1891.789327422,4059.476139372,4629.346353062,4377.917721668,4585.814586544,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4675.583472366,5222.585932382,2314.9744486080003,2068.5515017380003,3267.39086692,2575.444661406,2826.030572026,3368.5023498020005,3912.496682022,3060.616209356,2519.091368236,3613.188639464,590.8561859839999,538.908306232,653.604106952,522.84851067,531.276031944,437.619942496,563.4803277780001,621.203647734,639.4997152699999,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92498.33629997598,92317.47471361,85930.85419948399,105881.045763396,108744.70144640202,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3546.4501400020004,3595.309134786,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.072445262,549.6562037120001
240,2030.803535642,3759.800481012,4925.064607892,4993.726835322,2032.317006594,4065.601362288,5059.986326054,4306.022950727999,4858.946441864001,1890.49636352,4059.476139372,4529.687271456,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4744.13206107,5222.585932382,2348.2644102,2068.5515017380003,3267.39086692,2575.444661406,2862.237779484,3301.576552978,3912.496682022,3128.565779984,3569.4327339040005,3659.36816159,590.8561859839999,509.026747538,653.604106952,522.84851067,482.147847854,437.619942496,563.4803277780001,621.203647734,639.4997152699999,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92498.33629997598,92317.47471361,85930.85419948399,105881.045763396,116153.330537006,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3546.4501400020004,3659.36816159,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,621.614350802,639.072445262,549.6562037120001
241,2030.803535642,3759.800481012,4917.530529377999,4993.726835322,2025.307046098,4065.601362288,5058.367439478001,4285.053712438001,4849.250683941999,1896.51111798,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4714.781116327999,5222.585932382,2338.752097368,2068.5515017380003,3267.39086692,2578.67070378,2849.548885012,3410.950048122,3912.496682022,3105.9125759460003,3518.636557912,3650.289599194,590.8561859839999,509.026747538,653.84968081,522.84851067,482.147847854,405.202143298,563.4803277780001,621.203647734,639.4997152699999,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92498.33629997598,92317.47471361,86417.312690682,105881.045763396,116185.82618563398,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2946.2712732800005,3346.3449018160004,3901.278380206,3096.674685282,3546.4501400020004,3650.289599194,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
242,2041.414143938,3759.800481012,4917.530529377999,4993.726835322,2023.57889684,4065.601362288,5054.601890174001,4311.082896772,4841.366993484,1898.182733642,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4742.972575988,5222.585932382,2309.881936144,2068.5515017380003,3267.39086692,2579.997982156,2948.456985392,3500.6260037640004,3912.496682022,3130.14581629,3537.830819774,3595.8406996860003,590.8561859839999,509.026747538,653.84968081,522.84851067,482.147847854,405.202143298,522.388820414,621.203647734,639.4997152699999,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92192.089273584,92317.47471361,86417.312690682,106697.625954922,115206.122573908,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2946.2712732800005,3346.3449018160004,4073.463571086,3096.674685282,3546.4501400020004,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
243,2041.07428159,3759.800481012,4947.590115384,4993.726835322,2016.644870148,4060.298053882,5064.549752796,4297.31075139,4845.319482148,1901.779035436,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4752.70091379,5222.585932382,2309.881936144,2068.5515017380003,3267.39086692,2576.350754146,2955.670743704,3468.873854922,4106.660940364,3130.14581629,3497.1957500299995,3664.656001706001,590.8561859839999,509.026747538,653.84968081,522.84851067,547.696740072,405.202143298,522.388820414,615.734396548,639.4997152699999,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92192.089273584,91999.429877126,88326.52849075598,107253.731991722,114978.966205982,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4587.245977898,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2955.670743704,3468.873854922,4106.660940364,3096.674685282,3546.4501400020004,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
244,2040.981228846,3759.800481012,4946.112973552,4993.726835322,2019.03242612,4026.243233956001,5070.749355992,4316.530609196,4861.037056814,1902.992350566,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4697.962680024,5222.585932382,2309.881936144,2068.5515017380003,3267.39086692,2580.103690388,2895.012173754,3468.873854922,4161.398479946,3052.983495624,3564.258565054,3655.93791301,590.8561859839999,509.026747538,653.84968081,522.84851067,547.696740072,405.202143298,522.388820414,615.734396548,630.454312964,572.3939500859999,106918.70706102,85187.710939696,118038.809129494,79233.63597717,104892.250735882,92192.089273584,92304.032951394,88326.52849075598,107295.866207494,115381.875559692,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4393.187967794,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2895.012173754,3468.873854922,4106.660940364,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
245,2038.344722274,3759.800481012,4961.6989109880005,4993.726835322,2007.176534768,4065.384167396,5119.025421656,4331.39160073,4880.002162782001,1903.245569976,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4747.563558564,5222.585932382,2309.881936144,2068.5515017380003,3267.39086692,2578.88852495,2880.600653584,3459.5658620540003,4127.493269154,3040.221665858,3574.331589664,3711.374211158,590.8561859839999,509.026747538,653.84968081,522.84851067,547.696740072,405.202143298,522.388820414,615.734396548,630.454312964,572.3939500859999,106918.70706102,85187.710939696,119711.466252802,79233.63597717,106923.750628926,92192.089273584,91556.642092982,88326.52849075598,107295.866207494,115381.875559692,3653.61147066,3836.474212844,4358.955327444,4585.814586544,4248.663144058,4393.187967794,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2565.221589284,2895.012173754,3468.873854922,4106.660940364,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
246,2031.191046408,3759.800481012,4928.034058707999,4993.726835322,2011.097036638,4083.531583038001,5119.025421656,4329.2724027760005,4862.361088046,1897.40539606,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4472.157299892001,4775.754067471999,4747.563558564,5222.585932382,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2912.471995886,3520.081735214,4180.250459985999,3129.145460118,3677.347364812,3690.817749348,573.802247704,509.026747538,653.84968081,522.84851067,545.200986582,405.202143298,522.388820414,615.734396548,630.454312964,536.008695638,106918.70706102,85187.710939696,119617.11502141602,79233.63597717,106425.365842972,93444.680264132,93324.844400914,88326.52849075598,107295.866207494,117010.06315393,3653.61147066,3836.474212844,4454.743627565999,4585.814586544,4248.663144058,4393.187967794,4412.34507518,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3468.873854922,4106.660940364,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
247,2034.412463008,3759.800481012,4994.287244422,4993.726835322,2011.097036638,4061.583561318,5119.025421656,4391.885130208,4862.988027688,1894.897510154,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4654.258656532,4775.754067471999,4747.563558564,5326.456347848,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2874.085813186,3535.695378378,4165.032345424001,3129.145460118,3649.378825084,3605.144988608,573.802247704,509.026747538,684.1712211939999,522.84851067,545.200986582,436.942024618,522.388820414,615.734396548,630.454312964,561.430970558,106918.70706102,85187.710939696,119969.790648216,79233.63597717,106441.52036093,91964.24533436398,93324.844400914,87986.611448304,107295.866207494,116258.359325414,3653.61147066,3836.474212844,4454.743627565999,4585.814586544,4248.663144058,4393.187967794,4654.258656532,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3535.695378378,4106.660940364,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
248,2037.92904287,3759.800481012,4979.583484672001,4993.726835322,2011.097036638,4049.922487954,5119.025421656,4367.184456238,4862.706086866,1898.674219504,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4654.258656532,4775.754067471999,4747.563558564,5325.056363132,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2874.085813186,3560.240978902,4167.817900745999,3129.145460118,3649.858498854,3603.66502804,573.802247704,509.026747538,684.1712211939999,495.90119361,545.200986582,436.942024618,522.388820414,615.734396548,630.454312964,561.430970558,106918.70706102,85187.710939696,119969.790648216,79233.63597717,106441.52036093,93731.895953162,93324.844400914,87723.76515163199,107295.866207494,116481.284277778,3653.61147066,3836.474212844,4454.743627565999,4585.814586544,4248.663144058,4393.187967794,4654.258656532,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3535.695378378,4167.817900745999,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
249,2042.465649524,3759.800481012,4870.814627768,4993.726835322,2011.097036638,4047.18631774,5060.668708354,4405.10693649,4873.091053416,1898.502916058,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4654.258656532,4775.754067471999,4747.563558564,5325.056363132,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2874.085813186,3560.29523765,4148.436064444,3146.843844862,3596.081860276,3650.776230668,573.802247704,509.026747538,684.1712211939999,495.90119361,545.200986582,436.942024618,511.651129252,615.734396548,603.37914508,561.430970558,106918.70706102,85187.710939696,120557.96092386,79233.63597717,104989.28247495,93731.895953162,93324.844400914,87723.76515163199,106502.79500856,116444.552571294,3653.61147066,3836.474212844,4454.743627565999,4585.814586544,4248.663144058,4393.187967794,4654.258656532,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3560.29523765,4167.817900745999,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
250,2042.233233926,3759.800481012,4919.7365448,4993.726835322,2019.939896918,4073.3735811,5115.742683114001,4411.922037262,4883.354372568,1909.741418224,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4654.258656532,4775.754067471999,4703.0383320460005,5325.056363132,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2874.085813186,3571.29391014,4072.999651232,3166.83900386,3491.421478826,3843.718318622,573.802247704,484.316972956,684.1712211939999,495.90119361,545.200986582,484.73513116,531.7601676659999,615.734396548,550.190822054,561.430970558,109162.737744766,85187.710939696,120557.96092386,79233.63597717,104073.876327184,93532.368349562,93324.844400914,87723.76515163199,107281.404996956,117746.058471028,3653.61147066,3836.474212844,4454.743627565999,4585.814586544,4248.663144058,4393.187967794,4654.258656532,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3571.29391014,4167.817900745999,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
251,2041.634414932,3759.800481012,4955.204335596,4993.726835322,2018.928732768,4039.314015734,5115.742683114001,4421.539504644,4906.807684186,1903.502143086,4059.476139372,4695.68479754,4377.917721668,4204.307642228,4305.665488434,4565.967017566,4654.258656532,4775.754067471999,4703.0383320460005,5325.056363132,2309.881936144,2068.5515017380003,3267.39086692,2601.828700796,2874.085813186,3565.26692756,4022.18716387,3122.379257776,3564.439130552,3812.555364932,540.99546158,484.316972956,684.1712211939999,495.90119361,545.200986582,474.53999415,531.7601676659999,615.734396548,550.190822054,561.430970558,111869.588874686,85187.710939696,119867.45596451,79233.63597717,104073.876327184,93775.613759588,93324.844400914,89002.04153249401,105691.18639089,116321.008705982,3653.61147066,3836.474212844,4590.8168012020005,4506.468957152,4248.663144058,4393.187967794,4654.258656532,4699.617142796001,4675.583472366,5161.142105892,2314.9744486080003,2234.596762846,3582.01334478,2601.828700796,2895.012173754,3571.29391014,4167.817900745999,3096.674685282,3564.258565054,3595.8406996860003,590.8561859839999,541.3496701880001,643.5621208480001,522.84851067,555.863201534,444.958370368,543.6610194340001,594.1200352940001,639.072445262,549.6562037120001
