n_policy,pack_PPO_Ant1_relative_perc_criteria_best,pack_PPO_Ant2_relative_perc_criteria_best,pack_PPO_Ant3_relative_perc_criteria_best,pack_PPO_Ant4_relative_perc_criteria_best,pack_PPO_Ant5_relative_perc_criteria_best,pack_PPO_Ant6_relative_perc_criteria_best,pack_PPO_Ant7_relative_perc_criteria_best,pack_PPO_Ant8_relative_perc_criteria_best,pack_PPO_Ant9_relative_perc_criteria_best,pack_PPO_Ant10_relative_perc_criteria_best,pack_PPO_Ant11_relative_perc_criteria_best,pack_PPO_Ant12_relative_perc_criteria_best,pack_PPO_Ant13_relative_perc_criteria_best,pack_PPO_Ant14_relative_perc_criteria_best,pack_PPO_Ant15_relative_perc_criteria_best,pack_PPO_Ant16_relative_perc_criteria_best,pack_PPO_Ant17_relative_perc_criteria_best,pack_PPO_Ant18_relative_perc_criteria_best,pack_PPO_Ant19_relative_perc_criteria_best,pack_PPO_Ant20_relative_perc_criteria_best,pack_PPO_Ant21_relative_perc_criteria_best,pack_PPO_Ant22_relative_perc_criteria_best,pack_PPO_Ant23_relative_perc_criteria_best,pack_PPO_Ant24_relative_perc_criteria_best,pack_PPO_Ant25_relative_perc_criteria_best,pack_PPO_Ant26_relative_perc_criteria_best,pack_PPO_Ant27_relative_perc_criteria_best,pack_PPO_Ant28_relative_perc_criteria_best,pack_PPO_Ant29_relative_perc_criteria_best,pack_PPO_Ant30_relative_perc_criteria_best
338,0.9479394121369084,1.0,0.8615785406184664,0.8049163892741891,1.0,0.7423907766833069,0.8981577293217357,0.9128307159726838,0.951375015647564,0.8206101808887087,0.9194773995294782,0.8378146747494373,0.8672149915009039,0.697749037648635,0.9253187583868664,0.955294981472684,0.9325627711586862,0.9989153430653744,0.9659906192509788,0.9519197287265388,0.8233966530811186,1.0,0.6882713149994852,0.8628498305048086,0.9725890616417175,0.908172649445239,0.8809938260233611,0.9819026938802078,0.7925769508165502,0.9761372138945488
339,0.98365723119188,0.9674005036347764,0.8067711151085674,0.8748797251625954,0.9799003168242612,0.7897400144260797,0.8680513492752154,0.91896245720187,0.9209663606259544,0.8420535018752725,0.9345804185407274,0.8666835387192222,0.8107226340006993,0.708802984998386,0.925325037731858,0.9811088911460492,0.9057556564443296,0.9404325052961644,0.9687536330756016,0.916377617383975,0.797281467531042,0.9814759074547162,0.7203546337458144,0.8382306872278077,0.999118089351106,0.9482904088972884,0.9864222814318754,0.939149060594268,0.7922818243793961,1.0
340,0.8812467832970635,0.9497444569012796,0.8073492674070178,0.7739162170199991,0.9724315571154762,0.7305837587719562,0.8021427877592037,0.9015685383269652,0.896489580934115,0.8947145917303779,0.9175550742935584,0.9316562987556192,0.8898352274841872,0.7384708843310277,0.9141347502422036,0.9544620996679412,0.9608047822744806,0.9537078996093218,1.0,0.8845656238076288,0.7542583162755375,0.955191623434642,0.7778103722923781,0.8130950381886383,0.9828349690276073,0.94160465152037,0.9470696207019552,0.9386827358293812,0.7963192931890615,0.9723726412802604
341,0.9535769497124676,0.9414979102220106,0.8072735908966562,0.8374960181177019,1.0,0.759397291833364,0.8335001491636898,0.8427021873566096,0.9189869436858222,0.8907806679152886,0.9079170686127346,0.909484502055271,0.8486784703215482,0.7078510785525013,0.9353936364914912,0.9765476325079262,0.9454071879162648,0.8722291589781681,0.9842284459809248,0.8482176623065549,0.8489288435630069,0.8438315131418185,0.6941682967376571,0.798555922057005,1.0,0.9510373190823308,0.9857280124848736,0.9236136308198032,0.7583331360704285,1.0
342,0.945543935678875,0.8935800727548726,0.7261193150553802,0.8720395866968769,0.9941986648003356,0.7935697502976028,0.7895311320877271,0.9289892663244312,0.9143482062831902,0.8639685096309633,0.8890659277417492,0.9545755934072052,0.8268753931464901,0.7459047723918576,0.9141691240775688,1.0,0.9492906193121852,0.8878006236843675,0.9409389237883968,0.8215997252608258,0.809889494962124,0.869692254020264,0.7828601695105424,0.8203395016300641,0.9927016340413184,0.9479614395359696,0.9826756621752036,0.9508812319265716,0.8636770978596489,1.0
343,0.9088090992093254,0.8195136367270067,0.7416223381911031,0.7919480828286549,0.9906283934024924,0.8284597774660192,0.7865121394216685,0.907962475322733,0.8945062251041335,0.9510427859712544,0.8455623064555275,0.9646807198549696,0.8409394985909072,0.7200903480119474,0.8736258851659063,1.0,0.9438491072603178,0.8965082868406027,1.0,0.8736850209927459,0.8047097812740671,0.9384936156174732,0.687465477188307,0.7769235232630187,1.0,0.9491606194684424,1.0,0.9737980422241342,0.832070494546592,0.9884822278442602
344,0.912661648916289,0.8430164697754272,0.7483046540597073,0.7937344274767755,0.9493587308163912,0.7848848713666764,0.8412789544593307,0.885282238752079,0.9157884231481804,0.9610618955278212,0.8778925622268354,0.9479879988471872,0.8625893393992701,0.7377997252689464,0.8991215319735669,0.9503976464660384,0.9542478123178376,0.8131858474513879,0.9708982138388378,0.9387390225839204,0.8335357546893021,0.8490859764821013,0.6953670584834721,0.8177984777537313,1.0,0.955840927562393,0.995882783482463,0.9921268858078096,0.7845178370857376,0.9591546839993236
345,0.790452856534817,0.8762224490539836,0.7468097565036561,0.66973882936133,0.9412507585407812,0.788114993870055,0.8404662535305973,0.8908413075861671,0.9029895799986312,0.9770355403573812,0.859427810595519,1.0,0.8932746848797629,0.8317962438807799,0.9147265159203828,0.9958206317587104,0.989137083963656,0.8808364963850746,0.9168758062667908,0.9346054863805842,0.842680042351479,0.9062295360786826,0.7213908997525289,0.7676885056866389,1.0,0.9841662944579372,1.0,0.9798684211536648,0.8538868854783613,0.9292580028764296
346,0.8838391880482048,0.9078118476900884,0.7594921084695037,0.7422033679817139,0.9090961590131592,0.8263766348568098,0.7756724044463492,0.898859083347915,0.910420091677409,0.9939572198981852,0.875732845929669,0.9882132471963876,0.8504081893450631,0.8022995474184955,0.923336390447028,0.9571347176383,1.0,0.954111953279597,0.940054255363384,1.0,0.7629581656223541,0.823526935821241,0.7186009700298253,0.7183025700889701,0.9790801859948504,0.957543419210093,0.985577974102828,1.0,0.8694260710506261,0.8585040436643793
347,0.9794868180553724,0.8618835693093234,0.8586883673994095,0.7622713196090163,0.897300305857895,0.7568606698728018,0.8868580803818034,0.9450311756229536,0.9589598136322234,0.9538140335516774,0.8112150691792381,0.9728346618835584,0.8924792920149133,0.8490986617416149,0.9636032496164124,0.9873443393701464,0.9843569266632606,0.903639467398391,0.9178926492910195,0.9625508181120548,0.8042694006524181,0.7937052070427235,0.6278755336565767,0.73708461914375,1.0,0.9943651707958348,0.975113081836528,0.9399788685080476,0.8711007231912966,0.9570471588844724
348,0.9118872485833964,0.7713188181948449,0.8125093619320358,0.7661341817000097,0.8730437152169644,0.781786457611852,0.901526303470388,0.9039391791812404,1.0,0.9828144767226076,0.8791298168288268,0.9233572274749998,0.880634334653305,0.855477761507814,0.93132854014535,0.956610593229088,1.0,0.8232912213555162,0.874076624787016,0.9528680648185874,0.7949188037085388,0.7685069788204228,0.7052834310787832,0.7672545230946516,1.0,0.9867909413139948,0.9471118746840466,0.9269832929789644,0.918536349557498,0.9190921451450222
349,0.9759959010917768,0.8677646598869209,0.8235634941788735,0.6753852236968438,0.8118481399243013,0.7686582636777214,0.8751704049981729,0.9066286234843876,0.999643869542824,0.9742429864281706,0.8607854593877416,0.9869137345450018,0.8891454727899791,0.8975474658595876,0.9426424157931278,0.942822653769389,1.0,0.893138379806459,0.8881761564032061,1.0,0.7885816805819947,0.7220242153151966,0.6901796711204553,0.803047455499835,0.9991296888389688,0.9979583836131924,0.938836854261741,0.9381361726107094,0.9321716734071214,0.946884266495883
350,0.975686874180198,0.8397231169170328,0.7897211744348163,0.5687811818585793,0.8554623327465293,0.7646517614555246,0.9424525980292354,0.8558730377599099,1.0,1.0,0.8820391719572686,0.9733129500153486,0.9155007216222608,0.8736041374296571,0.9829788498749784,0.9721591421849732,1.0,0.955596408444,0.9143344540095448,1.0,0.7495018618158737,0.7134575196943772,0.6798797163756949,0.7747898474180716,1.0,1.0,0.9370332984797288,0.939265708056624,0.922539901430949,1.0
351,0.9532845266218556,0.7743455140818649,0.8468543277868951,0.5713035942440364,0.9250495519864588,0.8300108390933555,0.9804245676067668,0.7787205100689313,1.0,0.9708280199328204,0.8985437191893513,0.9636100158907952,0.9480570465930626,0.8987771853220217,1.0,0.9420634413293408,0.9729515121573036,0.9328354482469208,0.930413974829044,0.9470709499309804,0.7159991155474964,0.668939333046352,0.7047519855714464,0.7585472890041012,0.9802800278342728,0.9970821605300968,0.8709348394035142,0.9526191659254616,0.9296555412863312,1.0
352,0.9280372037243316,0.7330901398497217,0.8561141964720591,0.578832058759436,0.9193737498094084,0.874954580839297,0.95381987237647,0.758510687872694,0.9879102429917715,0.9529712274671078,0.8534741885689767,0.9899311938466596,0.9156604250860672,0.877651693372044,0.9762997071741408,0.9417596720729824,1.0,0.8738222421999248,0.940602531599069,0.9626377689307396,0.728492271569872,0.7984674074340885,0.7164074209211342,0.8317240611249185,0.954711911671426,1.0,0.9024412939508908,0.9519205832559204,0.882371700470488,1.0
353,0.9426249049180472,0.8548106041737262,0.8585167144225714,0.7186767702687696,0.9378569517483992,0.8961512043296053,0.9403892969153818,0.8194499470460668,0.9624959385847192,0.9675750647120408,0.8569970967553489,0.9915495824248672,0.9265115086232488,0.8024899385757398,0.9138245544556448,0.9359432545963235,0.9502563594045604,0.8160111520979672,0.9148652967659556,0.9014020038663528,0.7874483490536122,0.6400942573393541,0.7544646129277386,0.9239518871709288,0.9959075125712564,1.0,0.9679509267099852,0.9474202319262128,0.7998588606350728,0.991978539193346
354,1.0,0.9063996677987388,0.9611718369983876,0.7773635598497615,0.8871753871464649,0.8189762844158855,0.9563929092021416,0.8028429241841937,0.9930500647133124,0.9511277466409374,0.8907538919902998,1.0,0.9499727838621153,0.7724013629659681,0.9173311591793736,0.8992581474836804,0.8855425920019714,0.8036914920067425,0.909472354043888,0.9272793960904964,0.8377366625226028,0.6586469518104364,0.7692057731342459,0.9247999086311384,1.0,1.0,0.9465778311788934,0.9573915913907816,0.790083380583851,0.973777508080302
355,0.9212360451475008,0.9446320893867052,0.9627060133533316,0.6976523276027357,0.8192508001093495,0.8549877713421531,0.8658366609470771,0.7676491376691135,0.965291692414134,0.968488396580891,0.9205223834636804,1.0,0.9454543401773214,0.8117298030656741,1.0,0.8772322223981716,1.0,0.7067474656171382,0.8742866267832039,0.9646541371802232,0.8182970368235509,0.6435420572393268,0.6966462809210209,0.9193070173747108,1.0,0.973789630129305,0.9010639204332612,0.9449956421312052,0.7277685679861857,0.9400378486927768
356,1.0,0.9157111880046084,1.0,0.7304455923670321,0.8591758939658144,0.8536792956378375,0.8934105308166956,0.782488276903761,1.0,1.0,0.9740756172984036,1.0,0.9578665641729144,0.8195572767954824,0.9743210676608368,0.937565740946414,0.9378081902990668,0.7449541202010068,0.9128833226805086,0.8390915284799726,0.8094372235256121,0.6410785439243021,0.7461443257681696,0.9099838255887216,1.0,1.0,0.9122421327133914,0.951552844160238,0.7882570680483367,0.977287947032904
357,1.0,0.8962453840012313,1.0,0.7165270504028942,0.8665262108641889,0.8878061454638588,0.7984065631357211,0.7436591782755074,0.9991719635905668,0.974893296387884,0.9192452303753352,0.9780970843229316,0.944973996861596,0.8681632743371793,0.9259996633399946,0.9003103703236363,0.8979093753290419,0.7319760369239072,0.9782284964131394,0.8546886839768364,0.8165637923857056,0.505983558477566,0.7361585877840319,0.9211383646184564,0.9797299148439016,0.9889644165374428,0.9516727118497148,0.9507887550038038,0.8560858076207617,0.9169452054777568
358,0.9883635186415964,0.8262139309378529,1.0,0.7186188406023528,0.7961512933907806,0.7740097840115224,0.8764622696955905,0.7281102602375892,1.0,1.0,0.9391839589911686,0.9699047307219224,0.9253771899824388,0.8428049620572889,0.9347837830717964,0.956958812726025,0.9282699699983435,0.7836875404789532,0.9520556442148538,1.0,0.7712637360003253,0.5388671247670443,0.6503022236116205,0.9475424579817026,0.9920116989562154,0.9776634572176688,0.9836393981660586,0.9603243477144592,0.8212559935541321,0.8645036639459885
359,1.0,0.8333309063434308,0.9967875066973872,0.6984373462866763,0.8301946586321858,0.8126454018328596,0.8607380137352779,0.7448190670336597,1.0,1.0,0.8923489711162835,0.9238074237351608,0.9567027271263644,0.8140645155841684,0.9273773118830002,1.0,0.9488496171539408,0.7520967843631658,0.9558318313810874,0.9449542621447758,0.7956468391550306,0.6537080203808229,0.6681421359052646,0.925989187254058,0.9990832234887548,0.9953848190612932,1.0,0.90822549212701,0.9166041135153636,0.953636324666386
360,0.9374302958020764,0.8281382578709411,1.0,0.689956381162603,0.8299631217661105,0.8251784637240246,0.8025392508176872,0.7671033205492855,0.9898578769060358,1.0,0.945834211061516,0.9296296651614624,0.964171605279964,0.877364407408596,0.9345223899387416,0.9873563897033092,0.9982262347848329,0.7114778880273894,0.9643488381900198,0.9726630187246949,0.8424062810799295,0.6207212313251681,0.5285414177087212,0.9792098395569028,1.0,1.0,0.9893983831730336,0.929654539023297,0.8880428259182411,0.9396741295467812
361,0.9564557256340848,0.9776367512794768,1.0,0.5536705598949603,0.8169480039568716,0.7724236830734289,0.8691620886520781,0.746170954880646,0.9589447272008872,0.9619054911385904,0.970499288668586,0.9485928575352832,1.0,0.8607890986014991,0.9035715762377452,1.0,0.9849184895886168,0.7006329607880822,0.9852341108170682,0.854706363539591,0.8102645585028942,0.6180384047624925,0.6310483484827691,0.957257685575398,0.9603394655932402,0.9837915858915868,1.0,0.9328774538528878,0.8972834429693467,0.901739757055022
362,0.9967103737393358,0.90427527598837,1.0,0.6142957875688665,0.8488683054224782,0.8416716400857323,0.9208929322186772,0.7803571436710287,0.968666291928893,0.9613861903600464,0.9698734935672276,0.963594918613008,0.9979550972873472,0.7997138603648818,0.9218250994919636,1.0,1.0,0.7512849748050197,0.9419602341730776,0.8347604176429393,0.8248081222637513,0.6099131068820619,0.564856809887879,0.999904013952038,0.9812294478593088,0.9936545604173632,1.0,0.9616732500081436,0.9044938316591158,0.9140348844323832
363,0.9841979993686428,0.9048620095092272,1.0,0.603670157948661,0.8313583165603738,0.7782725152779894,0.9421657856164952,0.8016704082311136,0.9919212177657968,1.0,0.9950901907652664,0.9590327131288316,1.0,0.8513255293518067,0.9013349376715548,0.9823768637661238,1.0,0.7269812544770125,0.9650242149506104,0.7836192720712024,0.8032298427382617,0.5536525874077544,0.5933498075828844,1.0,0.9951204344232482,1.0,1.0,0.948001841674916,0.8740506402614107,0.948369637971249
364,0.99949701999701,0.915360746285802,0.9004063282578054,0.7147244956086249,0.8121622541637392,0.8616436029307394,0.9729708579987956,0.742884803911975,1.0,0.932923018350476,1.0,0.9393674877579232,1.0,0.8506504070245018,0.8284728748634163,1.0,0.9540651077414,0.7401188013261031,0.9366423036292376,0.8156116999123766,0.712682661518107,0.5604869708468646,0.6325876010710525,0.9576992242781732,0.9854320356734642,0.995176075685921,1.0,0.9208021037762828,0.9026685775755956,0.979019051864961
365,0.9772772441905752,0.948817534956694,0.8737580327721655,0.7276492798320454,0.8149534770451567,0.8647669197576615,0.9211671472482642,0.7577957243106493,1.0,0.9621849053629402,1.0,0.9044216747742886,0.9836075788461348,0.8186769757020714,0.9035652988359224,0.9973188485060958,0.9637516954354012,0.7415947741433154,1.0,0.8376541605430953,0.6695504942827438,0.527751798108308,0.6497999873537058,0.985226970920668,0.9870654088699938,0.9760305737605464,0.9907771854622228,0.937328139263762,0.855743051189858,0.978143332802024
366,0.9081821528746358,0.9652348603759286,0.9108453525235328,0.7491421271610668,0.8254784923387788,0.721393312254375,0.8390108280532135,0.78797813809648,1.0,0.9327435110090944,0.967683996095475,0.8580212268830735,1.0,0.869095428033098,0.9081794373478772,0.9873008643477952,0.998122562100242,0.9369124861867414,0.964352055845052,0.9946578976388072,0.6663597287562816,0.4835881941618174,0.8459445674185037,0.912426790916865,0.9810672394739104,0.9688098248723934,0.995519388063628,0.943098067098292,0.8627257255254174,0.948160402069988
367,0.9493809611934396,0.974237173175852,0.942596078786244,0.7192795976512304,0.759215510917482,0.7499571590405152,0.8207852217559114,0.8515525102040258,1.0,0.931702753164362,0.9608381430706908,0.9639655804954252,1.0,0.8421949571802857,0.9230735242948362,1.0,1.0,0.9037615602862707,0.901756920262441,1.0,0.636958361806946,0.4641673913357527,0.959464171973648,0.9313822136390212,0.9724279858532482,0.9965458665345236,1.0,0.9630209736226044,0.8848361384127045,1.0
368,0.9246132729158876,0.9804602948104526,0.9712523141754046,0.7136632086194786,0.7836579543529363,0.7841053745556116,0.845051611399079,0.8208050612225961,1.0,0.960219503267473,0.9457574007916668,0.9796121108927298,1.0,0.8552343988489224,0.9432798956318372,0.9972415463026572,0.930380455658322,0.941116194190998,0.8722070164393837,0.9799478947434774,0.6170160885977045,0.4545327976219103,1.0,0.938402578138644,0.9817939067716244,0.9136958306185524,0.9868342587442532,0.95917528559484,0.872373154591951,1.0
369,0.9009509082764182,1.0,1.0,0.6854935893949793,0.7486747451307822,0.7497409670187911,0.8727541690234432,0.8341272191791119,0.9801609280658172,0.9900287208297828,0.9395855134780128,0.9369402406368406,0.9966627737062494,0.7850785085442944,0.9518705763655216,0.9980946224114006,0.9860372216494704,0.9009567730666396,0.9138851890312066,1.0,0.6603751525980451,0.4521500059633005,0.987598492501122,0.8929879906930044,1.0,0.950602126293953,1.0,0.9679653298276876,0.8264562807956832,1.0
370,0.9676147150211016,0.9998895620316188,0.9877926048757582,0.6790303757123031,0.7464915133612193,0.723077292517914,0.8301256666991147,0.8280468642186378,0.9812413922544324,0.9562765376675604,0.9520114933531764,0.9611720156657884,0.9818477912508788,0.8376678839220794,0.9454527567805076,1.0,0.9539249027428148,0.9137875258157117,0.9669422408838158,1.0,0.6488307601162168,0.4575756297027272,0.9288404855674663,0.8736611560891009,0.995211571904948,0.9424354114387864,0.9823231256518604,0.9826917718309436,0.8641436246772428,1.0
371,1.0,1.0,0.9909579896912624,0.6171982657342218,0.7801480366398496,0.671561526424918,0.8061970615188027,0.8436470033493081,0.987246279156389,0.928349515945522,0.9445756678309112,0.8587546989863868,0.9539786874799556,0.7654922960395021,0.9241718020652816,1.0,0.9341679140146036,0.8465058667680923,0.9237464328966276,0.8844166008657182,0.7053968261345546,0.4885773999337825,0.931771969889991,0.8036966737579146,0.999785560480122,0.9830947034211532,0.9567811131935904,1.0,0.9446850801508612,0.9696150762047846
372,1.0,1.0,0.9681242434264028,0.6479158599402189,0.8038416513272004,0.55945647590347,0.800697090595554,0.8478632154707116,0.9858166045688076,0.858072969007281,0.8970707912834108,0.7937756316208796,0.9621903038075892,0.748343943638861,0.9099154996384022,1.0,0.9012593350425538,0.8968007151306078,0.8288587010002832,0.948985432207572,0.7399650068249021,0.4986581227421042,1.0,0.8518295911800174,1.0,0.983711371827404,0.966115634875382,1.0,0.9154022609097592,0.96624736192408
373,0.9571977763247932,0.994218982489904,0.9443849843079072,0.7082308718916752,0.8013596586455691,0.5161369528457674,0.7811866844952275,0.8728564155983326,1.0,0.8542213172815508,0.8872343279797695,0.7950646514725679,1.0,0.7807254041599645,0.8570763565342664,0.9807079100949088,0.8391497354352042,0.8736440240986022,0.8257890112192618,0.9165867786221282,0.7184845722269452,0.534825677308429,0.9008492706154316,0.8615596033444105,1.0,0.9777275544001252,0.9576885255705566,0.9769026239936112,0.9140678511255136,1.0
374,0.9952522846865242,0.8917680993996353,0.883171994016413,0.5538785533034402,0.8145114864906203,0.4835338428914531,0.7747120796117258,0.8686857683333589,1.0,0.8644695723037871,0.8630270498738634,0.8232507722219313,0.9921065936385852,0.8132288751124654,0.8354088758700136,1.0,0.8240083570771748,0.8401551040355485,0.8552175870971154,0.9386548010914187,0.6907839523902876,0.5410367738387404,0.8631046643050311,0.8231280511500365,1.0,0.9887483406284768,0.9945006060371524,0.991341068250672,0.8711151086977135,1.0
375,0.9363643668903376,0.9379314667360574,0.8510257453113034,0.5096026987097548,0.8446690991622147,0.4894729584058971,0.7459528782944144,0.90267874632935,0.987872482058844,0.9178833521216764,0.8336828778049491,0.7396147733568206,0.973085574763576,0.8261725971559943,0.7428289169476207,0.9905020770335908,0.8117651705082115,0.9113619717841966,0.8393917617812324,0.8787968904367103,0.6561483176107881,0.5971360735859232,0.8441540512475727,0.892315188828508,1.0,0.9946842230064348,0.9514839250451436,0.99538210151537,0.7884613762934889,1.0
376,0.9225830460089331,0.9140670992411746,0.9183175284503894,0.5837588510831593,0.8569306240625639,0.4752644259351941,0.7425207881474188,0.9434738648029805,0.9949752058306968,0.9343767609966052,0.8138870153105517,0.7578321616134295,1.0,0.8057637843501202,0.7291459831200692,0.9983893766045492,0.8758495870026605,0.8625811130311354,0.7873269174364997,0.8176269140725104,0.721043480634371,0.5796544522063339,0.8463693529010523,0.8925864046515032,1.0,0.9579159316112704,0.9450405177839653,0.9662126916840348,0.762272069111942,0.9514859899153092
377,0.9037290023434852,0.8925434287976785,0.9431815211480076,0.6181589138003404,0.8823353586999535,0.4802319510079244,0.7799632338483599,0.9352250229695592,0.9729531233437562,0.9454471687253606,0.8225986226727129,0.7316410055133131,0.97614045164551,0.811329999744299,0.7106930153383224,0.9700426141189076,0.9123774096654712,0.8412882455336644,0.8345248410002146,0.9010886106562884,0.7324488739555749,0.6341305303173366,0.8346855233746783,0.8565678242698047,0.984012195151158,0.9856461368437798,0.9742100458094246,1.0,0.7748222139632495,0.9259751519033064
378,0.8594064737008786,0.9047102945276764,0.9643177727302652,0.6314634186062391,0.7933598461578875,0.4928251459718074,0.7357085178966377,0.9425721181535466,0.9765866169749232,0.9030946555259116,0.8486784078771688,0.6426046461478356,1.0,0.8080295895886035,0.7639881658386939,0.9909306329040642,0.9251285400368836,0.8130642217265858,0.8487503879144079,1.0,0.6305897405634916,0.6375001418886636,0.879826864880666,0.8447281265759174,1.0,0.9944245611327346,0.9688680084668254,0.931010358077038,0.7768700837941281,0.9102419118092756
379,0.8846615332261271,0.8563719518761663,0.9528798424524004,0.7794434550221757,0.778668412305018,0.4721136263264516,0.7511786331497475,0.936036904889856,0.984728061817768,0.9116767760844604,0.8519186825808994,0.7392068521231798,0.9252076766979996,0.8516232727712351,0.7663688035056052,1.0,0.970824709380825,0.7851473276354679,0.8244797809743717,0.9799873030535696,0.6088001341821323,0.6284150836144751,0.8287335412058551,0.9195471948493652,0.9656220606740482,0.9832852909240808,1.0,0.9376044687786588,0.801286225789796,0.8970625661113456
380,0.8660758469729829,0.9456846663735372,0.9381720474397158,0.8444230838364382,0.8134844702144802,0.4956764113792848,0.8224484918980568,0.9360584515371668,0.920595799352819,0.9131327993947927,0.8599984856016042,0.7406733521200484,0.9536153633345764,0.881722092971696,0.7884235746438515,1.0,0.9750504476163206,0.8238826576164568,0.9353978926710188,0.9238648773321944,0.7038718511221288,0.6298680009286406,0.8037646639181669,0.8648975435982708,0.9676646679943154,0.9542091259739948,1.0,0.9372308862978876,0.8274712719324215,0.8943697221271949
381,0.9004225412274395,0.8295830855968784,1.0,0.8692918883814122,0.7983203453332594,0.4979282072557834,0.8766830011449073,0.9420658419922732,0.903055314944187,0.889968711435922,0.8992465796421844,0.6403704719068614,0.9758614564241536,0.882596159470493,0.881259412207759,1.0,0.9905316026188364,0.933807698034192,0.9039695870228882,0.9394611356268844,0.6448105688190502,0.6316531453807136,0.6654247669941882,0.882207472862698,0.9943574325319832,0.9062866030090766,1.0,0.9843513078982262,0.8636437706730317,0.8198079214025598
382,0.8971650200913263,0.8413383887426593,0.9504418639665831,0.8609113194236961,0.7981219460443857,0.4278576247117955,0.947764343667338,0.9060634581331642,0.9173215053003808,0.8745810608731989,0.8929176936905628,0.6435200467932015,0.9852411899979472,0.9316603628975184,0.8625631884107803,0.9838787733393648,0.9251023504320576,0.8130165027391584,0.8398563115631017,0.8635854656523545,0.5861927864326575,0.6273168547547393,0.6823921250868314,0.8895784401526833,1.0,0.9501282833068406,0.990802403422532,0.8171901507460921,0.839783510697212,0.8528130344776979
383,0.9082427586266532,0.9160319372050484,0.9922070856427042,0.850708191330005,0.8217190889046263,0.4953374065864302,0.955120626499722,0.9333005487330396,0.9462235437839954,0.8389347271410376,0.91205329343773,0.6864475434957027,0.9733636499777524,0.9713472289135264,0.952548377881088,0.991740470680739,0.9821740180501108,0.7762133676095131,0.8310028249103847,0.6474782755275243,0.6082999218184507,0.5456984053113264,0.6935983969748554,0.7218757559302166,0.9868264880044404,0.9181109420881036,0.9627529003083152,0.8710114167035773,0.8872232497909323,0.7857563167092781
384,0.927913547432031,0.8630922699955297,1.0,0.8805175565987302,0.8155594952803488,0.4937290841541655,0.9886135988826584,0.9381894807273016,0.9723507253961317,0.8937528179475872,0.931932986079584,0.6939508962764134,0.973327389310748,1.0,0.9427407370766492,0.9691100146969428,0.9985404855269048,0.8358612540606289,0.9669020258524672,0.6950285202366663,0.572553625086409,0.5531802033008301,0.6631123171316066,0.7062785895426045,0.9480191332429004,0.9134255522131204,0.960602014451466,0.8958681397170708,0.8455966958718355,0.7277190527325724
385,0.879372696643779,0.847763148493734,0.9726106076641524,0.8900236884431293,0.8346303647487933,0.5270975798904357,0.9493657957018082,0.964157880950712,0.9714109161918224,0.8904868702966948,0.9751703715444322,0.6165061886067575,1.0,1.0,0.9975509381459702,0.9879504504677218,0.9615911975149416,0.9416084976886882,0.8960632246832125,0.8145007316777081,0.5946059380601164,0.5193339295633302,0.6251037489168607,0.7038228849951748,0.9743173705961686,0.9209358757102956,0.9378227584803152,0.9442109704875654,0.8294918046191548,0.6853751510058502
386,0.8583317279480271,0.8921738790899983,0.9992064238371572,0.9472504344913182,0.8338266722037363,0.5265693284649223,0.963902437035016,0.9277064711156858,1.0,0.972228681725817,0.930058572482342,0.5926797293240468,0.9975539251424684,0.9279994961573766,1.0,0.985842523475735,0.947815787860569,0.9699896804264824,0.920251711824404,0.774200500850706,0.6933505818064444,0.4913037120890658,0.6152375192577733,0.776969814431363,0.9726960493730784,0.8200471469736382,0.9323291702898736,0.9220806657060968,0.8646737677417906,0.612971807741305
387,1.0,0.9098526260765938,0.9723951213327544,0.8851036293307868,0.8581902874588236,0.5240353182616921,0.9802704154896356,0.9524421054951948,1.0,1.0,0.9102416889749324,0.6718767395673262,1.0,1.0,0.9485102734172952,0.9591367948572568,0.9206322286578316,0.8933636509545653,0.9851585457836232,0.8009112181730526,0.6919619131289658,0.5081432765259054,0.7108174456245565,0.8292805477711307,0.9844134902152256,0.797237579478421,0.929898967200302,0.9426014362169584,0.9579007711375892,0.7714722072504138
388,1.0,0.8090721571557907,0.9715235463502396,0.8952941024718873,0.9006689578201803,0.6274102830622433,0.9516006088423216,0.972561778410966,0.9658377833437763,1.0,0.9702558549843244,0.6740876253846613,0.9709092727277788,0.8701024640177243,0.950215374820714,0.94864498061162,0.9017453682097633,0.9258632399384402,1.0,0.8427062571014304,0.6767315112917734,0.6167933264616299,0.7764133757389344,0.8521268436239767,0.9824546016123658,0.7795634214862147,0.981366369000001,1.0,0.9218200857426012,0.8366267267980203
389,0.9876731661289696,0.9113151723163784,0.979004920245329,0.9581619450382516,0.8833393660457751,0.6428562218495459,0.9755106772776972,0.9523685225006288,0.9805891551488388,1.0,1.0,0.6997719647470122,0.9658615270115428,0.92262038264637,0.9747635866868588,0.9489535254231488,0.9782143766249052,0.9440942089514864,0.9479153174725636,0.8704055365763175,0.7724527008605685,0.5769591821417598,0.7142714187316912,0.9039420335526016,0.961736033131258,0.8130079130512895,0.9888903367481968,0.9839988655688138,0.9562001701623024,0.8398442946886934
