n_policy,pack_PPO_Ant1_relative_perc_criteria_best,pack_PPO_Ant2_relative_perc_criteria_best,pack_PPO_Ant3_relative_perc_criteria_best,pack_PPO_Ant4_relative_perc_criteria_best,pack_PPO_Ant5_relative_perc_criteria_best,pack_PPO_Ant6_relative_perc_criteria_best,pack_PPO_Ant7_relative_perc_criteria_best,pack_PPO_Ant8_relative_perc_criteria_best,pack_PPO_Ant9_relative_perc_criteria_best,pack_PPO_Ant10_relative_perc_criteria_best,pack_PPO_Ant11_relative_perc_criteria_best,pack_PPO_Ant12_relative_perc_criteria_best,pack_PPO_Ant13_relative_perc_criteria_best,pack_PPO_Ant14_relative_perc_criteria_best,pack_PPO_Ant15_relative_perc_criteria_best,pack_PPO_Ant16_relative_perc_criteria_best,pack_PPO_Ant17_relative_perc_criteria_best,pack_PPO_Ant18_relative_perc_criteria_best,pack_PPO_Ant19_relative_perc_criteria_best,pack_PPO_Ant20_relative_perc_criteria_best,pack_PPO_Ant21_relative_perc_criteria_best,pack_PPO_Ant22_relative_perc_criteria_best,pack_PPO_Ant23_relative_perc_criteria_best,pack_PPO_Ant24_relative_perc_criteria_best,pack_PPO_Ant25_relative_perc_criteria_best,pack_PPO_Ant26_relative_perc_criteria_best,pack_PPO_Ant27_relative_perc_criteria_best,pack_PPO_Ant28_relative_perc_criteria_best,pack_PPO_Ant29_relative_perc_criteria_best,pack_PPO_Ant30_relative_perc_criteria_best
176,0.6748722598801802,1.0,0.6571186773849521,0.8492166048461818,0.6856432639559551,0.2889356880820748,0.671642003005822,0.8296488970246312,0.8541154797296042,0.5136353182002488,0.5963765983598571,0.5333058434383752,0.902106488115235,1.0,0.7705692504892879,0.5497299943813777,0.7367396406983416,0.7080414212223163,0.8309901182774898,0.8579064157652401,0.6377845388542189,0.830143156641748,0.7606989410007027,0.5801531668558689,0.97507030063903,0.6984990185067312,0.6950090592011313,0.7288305984971933,0.7792111424908655,0.90327457546178
177,0.6621982573224886,0.839101617925378,0.6466400479716597,0.8999934806666119,0.6808829600793569,0.3232521150641759,0.7045848426127508,0.8394714496633728,0.8258572740132396,0.5566091775071526,0.5040274155826463,0.5893878782275934,0.9905414031708786,1.0,0.7287481241682173,0.5102686963187099,0.7577931039364177,0.720688780613315,0.7915298302680556,0.8605876171947401,0.6462560592426986,0.8376118380712826,0.7775049163208119,0.6332167669862887,0.98183751054624,0.6901730950842753,0.7340594855460894,0.7245609170346382,0.7215523272540665,0.8611625012793975
178,0.7261135508719478,0.8491954272718303,0.6605510601146084,0.8905697204403015,0.7109986768812074,0.3018997346959626,0.7212391800640883,0.8379576384203836,0.8684707446891408,0.5538466846852532,0.7886013404289054,0.6358814863230049,1.0,0.9637872152592912,0.7146165475236942,0.4740641106506338,0.7789662282223028,0.7266002970929712,0.8131846991683367,0.901873099621695,0.6398397705355917,0.8464914063139692,0.7386501854658223,0.6234030452752461,0.9630354252979336,0.656764068787394,0.7275648208191045,0.7734641379739086,0.7599778211352022,0.8235659640081743
179,0.6990912326042421,0.9332336629395612,0.6599994122767064,0.8917368779806003,0.7327547506171769,0.2337481904178607,0.7330548883771051,0.8351172879443863,0.8621378786995121,0.6109698673977587,1.0,0.6167497523834616,0.9734342185378922,0.9678122776910728,0.7127947266424571,0.5239731718935366,0.7814824662447685,0.7440105794107481,0.7840593865515882,0.8477605761927428,0.6351733831599792,0.8551424931367549,0.7563991590186898,0.6188397384543208,0.953163958418368,0.6874056513998115,0.7501297663836103,0.7450671848322318,0.7174753723883882,0.8136257997522164
180,0.7640002398677184,0.9234303592407302,0.6546407797746718,0.8202670283473421,0.7251245602924953,0.3387011766553497,0.7350444985792732,0.8105436430091151,0.8185641127243837,0.594822572629186,0.8277392968471081,0.6363878159168515,0.8631462006059014,0.9791424656389258,0.6645107734768376,0.5319190389184252,0.7360945645489568,0.7415369631633365,0.7873303250124368,0.8692313688241317,0.6458082080004022,0.7544444319339274,0.7253499219116835,0.6467294555036721,0.9679388071560664,0.7027711035890172,0.7545801696867386,0.7639381373310127,0.7423047056758226,0.8054969959422342
181,0.7627414291941939,0.9479386081161724,0.6999898774065137,0.8331579452186105,0.7086950932305509,0.3238074934275144,0.7656338096907668,0.8062614895295206,0.8474857002748283,0.5305932605643313,0.8284191283501103,0.5925370754248039,0.829839271358587,0.9705677300145752,0.6513220160819818,0.5664988282319058,0.8082523189503704,0.7619325532454443,0.7534186611952788,0.8752711868691478,0.6358818095234624,0.7650474111616213,0.7315768334223907,0.7123276859481779,0.9810465489418736,0.6920881128050798,0.7494942821777776,0.7618799808106184,0.757870137254053,0.8179137943808331
182,0.796702492442132,0.9384361776588878,0.7075577434341774,0.8460954890610349,0.7054476762800351,0.3441815135502893,0.7625725706139466,0.8524136467683541,0.8048910950690793,0.606560839749815,0.8276988512720159,0.578470415019138,0.7990649636348536,0.9734455991791336,0.6868327952892437,0.5267494879463307,0.7888335221342907,0.7721107229562595,0.770448455671931,0.878379149739812,0.6354336929188255,0.8106258692468854,0.8317463771656898,0.7066136858918256,0.9838278124082288,0.6828388708487646,0.7599430480716631,0.7909818745632917,0.7244379444487431,0.8261274257392109
183,0.7570991937248365,0.993134117373511,0.710241071638072,0.8445827704515586,0.7201421952088104,0.3380190149242775,0.7767512299719249,0.8634538857994694,0.8036188846196245,0.5986041910012536,0.6280544265451482,0.6114596709958126,0.7437530681536938,0.9117936818265476,0.7038486547741829,0.5217698069812182,0.8808100259374946,0.8153076340915812,0.7027542681105493,0.8857883653897021,0.6312326229815377,0.7879081599725857,0.9173640377625064,0.7569091161163333,1.0,0.7093518399851417,0.744109719068272,0.7968626338322886,0.7044060773171417,0.8412825791474748
184,0.8040162974415528,0.9785847381079708,0.7224275091398502,0.8368003560716238,0.7385095147676152,0.4170713226265913,0.7702315514844532,0.8564231882359582,0.8186023175795598,0.722002235755239,0.6443271768538155,0.6487659005919469,0.8285438058925656,0.8035785813172768,0.7270179824612184,0.5679330474255776,0.8824715984459497,0.8076454674731394,0.7334519140047732,0.8535868400225488,0.6571874560251237,0.7813124128026474,0.931633192391792,0.7583937569392285,0.9839988615614502,0.691350182144808,0.7658527672844504,0.8150224943449199,0.6927446154297341,0.8286093777113231
185,0.8973827252047303,0.9963860558358908,0.7413591027575369,0.8853970470290033,0.7758109719922834,0.3371097223111444,0.7878805340856543,0.8159609496532626,0.7991784759424267,0.7439411851094493,0.9998071988524232,0.6645240492823232,0.9186652721276732,0.8314108320027892,0.7377433373274066,0.5513814334651606,0.8498374448684022,0.8059068374501026,0.724950562253215,0.8316785335440026,0.6981260645735027,0.7712583766535951,0.8565535296171098,0.7093513926288874,0.9862366039699086,0.692861223036756,0.773305335681535,0.7680582980975991,0.865419197423597,0.8474874072774375
186,0.9368514431861008,0.9801793516277152,0.7622307330458148,0.9677943954389668,0.7818790707362894,0.3889012286787666,0.8057745024428679,0.7869143716389464,0.81529798849163,0.7451670897513645,1.0,0.7381475353788227,1.0,0.8381206348837344,0.7416831645900225,0.5715845022935396,0.8922723425455205,0.799569126324687,0.7507932514532734,0.8399752592225918,0.6759039551463883,0.7644307054708714,0.8842218599076163,0.6928708814128814,0.9649944793891668,0.723278889387437,0.8250154132487086,0.7740773257198046,0.8836631675768598,0.8364594555285537
187,0.9756457903759646,1.0,0.7793402034855197,0.9653016948353268,0.8089443286457291,0.37838613045474,0.7891296478829535,0.8012009757298216,0.7980639705053403,0.7465535785422107,1.0,0.7783085677722759,0.9827357499171412,0.8647516383017819,0.7181021786555146,0.5692332142884758,0.8986317830641594,0.8329994572267517,0.7426140240622277,0.8375470077562127,0.6899334822990204,0.7002427874985737,0.8620057140039367,0.6839780615383538,0.9739438623215708,0.7209748400216422,0.793205726565151,0.776730843442703,0.8198657759975572,0.8376469434528786
188,0.9512154321659352,1.0,0.7776649465415774,0.9347547383902028,0.8192298521362872,0.437358762613136,0.8092243993397322,0.8350125943482121,0.7929008482305833,0.7247042340657696,0.9663773650440476,0.791260024427702,0.8081965083575292,0.6812423956995385,0.7230256380346706,0.536427075942005,0.898161225186512,0.8682122629916237,0.7289280837859328,0.8293288427609112,0.6975421539040471,0.7160038456841713,0.875894010962554,0.6091875871039165,0.9700753247092044,0.7713614988376838,0.8183694944095602,0.7762521215251817,0.7912769140776412,0.8426866473543785
189,0.9678873487920124,1.0,0.7317781889865461,0.9865808535445496,0.8115399951037383,0.4973440140471557,0.8140548957483035,0.8710285149290277,0.7923548049827999,0.7275910217708994,1.0,0.8146492230226271,0.8401589266589276,0.6695702106884798,0.6716781196826408,0.6107239898974656,0.9595192995690974,0.8380389012449023,0.7321297872124707,0.8155462833638251,0.7117258665882212,0.7051362943431486,0.8769750091568751,0.6965880348838729,0.9645674194645156,0.7505769688456535,0.8635587308607221,0.7926111983219524,0.806713766472819,0.8442991618419159
190,0.9720845227337168,0.9776479522188444,0.7166339125453144,0.971889593930829,0.7881902914076512,0.5535653460589732,0.8135722481509304,0.8587796006663978,0.7822608195927023,0.7122028163153744,0.9240656567448696,0.7616898304059695,0.8112837627940492,0.7046625087407125,0.7192243270814713,0.6386068614542747,0.9365293334831214,0.8357899082212593,0.675830491690737,0.8212726608121348,0.7305401073942066,0.6026812361475666,0.8704983266266931,0.7353790316313004,0.985520795145461,0.7355670922189353,0.8539706680890883,0.788644103042447,0.9677755595737292,0.8302763510401903
191,0.9660513505861936,0.9751437293175724,0.7566993874655913,0.9708505239537376,0.8129401390090172,0.5402804185549186,0.7935796391817073,0.8493798850382707,0.7998570748071604,0.7481397808336013,0.9595979516474648,0.7999199135072439,0.7823850062262785,0.7073872181141815,0.7472527480033518,0.6252920194857691,0.973313264226276,0.8374295048511384,0.6863751135178833,0.8187454079361414,0.749404572786294,0.5586732675415601,0.8551298522049504,0.7503702261888587,0.9710151626725994,0.7191948191463707,0.8548962924596504,0.791787687244402,0.9825288535381758,0.8336103648462959
192,0.9581699868675684,0.9538181604717888,0.7667899914183743,0.9519732937302102,0.7873240037783739,0.5296573603231255,0.7872971104868208,0.8780308339881845,0.8164584700331239,0.7985187007812995,0.9499024140032308,0.8008870472170111,0.789178399606008,0.6851395322507922,0.7923049932179342,0.6233617678323318,0.975994947753102,0.923519511722004,0.6845335045669028,0.7972734619320413,0.8113378271203129,0.4942877373091204,0.8388870623007517,0.783114912129971,0.9639013151854436,0.7169178887741652,0.8594719725299765,0.7685161341823195,1.0,0.8442760980171431
193,0.971235193654068,1.0,0.772250980377029,0.963727597676757,0.787866527171074,0.5929369505380446,0.7743339102887252,0.9020854739245644,0.8276688101075325,0.7553264765085339,0.9993129877940732,0.806881557629593,0.7243974839203281,0.6908189481309295,0.778488726065499,0.5859272429417051,0.9714036030120156,1.0,0.7137249926199962,0.8201050234299185,0.8208387664818536,0.5070712964551752,0.8937213771416676,0.7950662500138433,0.943192571254496,0.70533187747575,0.8511440389858302,0.7697142962452729,1.0,0.8549286169937466
194,0.9976659860418488,0.9373799753927116,0.777368730886876,0.9033930039473856,0.7500425131015692,0.6472644354811037,0.7699098314549191,0.9191151958558312,0.8086693264610977,0.7575327666891524,0.9480865364952392,0.796397744383262,0.7132252776409543,0.7361751169757842,0.7678514008640274,0.5457098209514603,0.9779193639024736,0.9168678893665464,0.7393591246799407,0.8129257609165924,0.894256785653579,0.5135108249435886,0.882497999393399,0.8631877001449728,0.9322123481938798,0.7067965532346759,0.8686888229874961,0.7817230179407659,0.957386940342098,0.8665285226700143
195,0.9518888005946772,0.9514820570510848,0.7960738634176284,0.8873342743321609,0.7798422259237496,0.6241365491260648,0.7601044832115957,0.903944565922112,0.7999697931559592,0.7995003608410982,1.0,0.7695965833114109,0.7863046747727477,0.7168333590100908,0.7877233978362012,0.5514491113723468,0.9626592162556542,0.8957627282824507,0.7671718018797424,0.845620619505969,0.8683308024561378,0.4957701404058569,0.9059294622905096,0.9281825843253974,0.9473118120472406,0.7216343887752606,0.8837818237846927,0.7983612546833928,0.9843669488099432,0.8699038919952053
196,0.922716243874128,0.9773206339308512,0.7957268500568233,0.9351298478529418,0.7905333885986179,0.6961404585803476,0.779099589699606,0.9090548983412758,0.7896529620771321,0.7976358346953537,0.994848210555588,0.7575115735414574,0.90248415050459,0.8002386633757747,0.8326697623248419,0.5704266974476534,0.9173074345543524,0.8741405513651137,0.7890224240864231,0.8659217490488881,0.8777490530935682,0.5763970191119956,0.9547337610129886,0.9040479044197384,0.9542080270979476,0.734277768223713,0.8749267017827881,0.7731060787687667,0.9661062435425096,0.8815553011410353
197,0.9191300950023196,0.9825135477638388,0.7776121277659965,0.9329770989229828,0.7466842570443336,0.7152508696947362,0.8209573429988644,0.9143140099441556,0.7864862721501517,0.8361802823357541,0.969394790373956,0.8073549046632246,0.8942547448147743,0.7794221061720148,0.803359008762268,0.6288444544598634,0.8423986369220433,0.8668230153603553,0.778936918293874,0.8733277435702895,0.9225774877814836,0.6178368136569604,0.9042188893664383,0.9269133287308864,0.924483098698096,0.7467312017658215,0.8063956821088886,0.840534551843535,1.0,0.8775797781187679
198,0.9238409919712112,0.9633607347873386,0.7878755411576801,0.9278368489425066,0.7709566539881391,0.7850040921078398,0.8330206137475085,0.8998346333012698,0.795100611049081,0.8538928492342878,0.9434514231633048,0.8031063538622538,0.8933440080363007,0.7957481327627575,0.8330314260134399,0.6238674762513894,0.9364208212327808,0.8452632234797506,0.825961758000879,0.8334220841785935,0.8777832076214622,0.5692105201615311,0.9576287332334058,0.9435122890247576,0.904946263406732,0.7506536555029526,0.811829988698539,0.8447175181319955,0.9600558885703064,0.8926391807998412
199,0.9124866262904407,1.0,0.7655914931505469,0.9137367168220804,0.8189759124173102,0.7642716559917412,0.8256744800214528,0.9190244750158876,0.7995230266389145,0.8486828076409999,0.9369890342650404,0.8327968393093284,0.958924363699066,0.8088753423864459,0.8072294132619293,0.6360628246920816,0.9202971584648956,0.9013043391631378,0.8339845569783481,0.8637352926654975,0.8747479362906385,0.5880448080439757,1.0,0.9263744440891822,0.9131375186903856,0.7457737387715972,0.777592285911245,0.8557847458512985,0.9430161857763462,0.8866747902114391
200,0.9183238366701724,1.0,0.7684388360593238,0.9030648395600216,0.8385424290796867,0.7157813650375838,0.8369184259590265,0.95322782490596,0.7950665088642318,0.8935402177666724,1.0,0.8301852187380858,1.0,0.7795812252126678,0.7730544592735146,0.6849345840693825,0.8709930482888545,0.8807751961851255,0.840367776874508,0.8514830416709591,0.897520060155531,0.5979735479110982,0.986187013729183,0.9240644922710304,0.916500804593042,0.7319815649628818,0.7825427124958406,0.8826720536675272,0.9539525389858295,0.8884204215632698
201,0.8935643971269216,0.9692562591245532,0.7846870687748874,0.9166928776251048,0.8080228997580035,0.7130460143953494,0.8364412335121794,0.9736609149013,0.8336628311417797,0.9045822635921446,0.9967679630575574,0.8641640527684006,1.0,0.843153640695671,0.7877175325602599,0.7121921059509624,0.8502164123335981,0.9269395554779108,0.8083877713112464,0.8084607527452075,0.8340389673815772,0.612813432656578,1.0,0.9348772698885872,0.8834270131064395,0.7480754447453313,0.757941616041188,0.8740962755475975,0.9634348874610084,0.8780721203571983
202,0.9088583783341304,0.9611701791472118,0.7706315995574015,0.8565182039854566,0.8022540226550933,0.8078935659702446,0.7991899976910893,0.9504909403182265,0.8344925083149105,0.8419865412122981,1.0,0.821593085800708,0.9622345604475036,0.814553659015878,0.7834442766848696,0.6716541315279587,0.8683850021541043,0.9365528953124715,0.833956704427013,0.8251389825875426,0.8828932695518976,0.6117724606694029,0.9748687971008262,0.9430405845003456,0.9015907759928228,0.7419482120268379,0.7436441419741521,0.9056659826615352,0.9815052793635708,0.8548344978241185
203,0.8903991284245404,0.9867235437681172,0.7582957037325443,0.8814302821074061,0.7653837218403199,0.7712229127174008,0.7816613734627388,0.9697166943235124,0.8327686129821197,0.7479001023442278,0.9762471633448784,0.786601137827277,0.9859031075093138,0.8239099498491455,0.8008309300058776,0.7188604202373262,0.9058398285700316,0.8867272866263776,0.8302300635675273,0.8144130808039834,0.871057894913925,0.6856399549607042,0.9511384461642312,1.0,0.8965307213134791,0.7605714988337977,0.7673400881672104,0.926837575443,0.9484018351084736,0.8646278070630833
204,0.900183686407126,0.964381882159074,0.7384737106997272,0.9004171389392704,0.8101172169751426,0.8447178470978394,0.8031802840001132,0.9837127497625024,0.8291168505661106,0.7335200490949377,0.8991335491432245,0.8173394711229762,0.9910853725524876,0.915250365704256,0.8329459508837678,0.7389616787900959,0.9591526813998368,0.9405088129332247,0.8180895745934194,0.7956282307861908,0.9223444588908584,0.5989691251668743,0.938097326775994,0.970365819326966,0.8931114017753934,0.786686148250474,0.7464706945960856,0.9346730385066556,0.9882114358034876,0.8887206102973648
205,0.8631976761847122,0.9928529019873632,0.7833712099794289,0.8758207668871527,0.7978833115471231,0.721700178830351,0.826413204925953,0.9843288946381176,0.8925439025035444,0.7404076731815299,0.8764471981078217,0.8756237468435151,1.0,0.9485239944448274,0.8315833576128302,0.7284319432507876,0.8962949892075345,0.8909962988799848,0.8398192665653755,0.7944662298896074,0.9538115859896288,0.593441593147628,0.9015627079170194,0.9864447062980396,0.8739326178428696,0.7758392339580104,0.7121781518809236,0.9339007825243512,0.9562900221556258,0.8761977667897298
206,0.8573216485918882,0.9665409110184278,0.7847877161463412,0.8599476398571569,0.8210641131977904,0.7136634452692829,0.840970968172075,0.9634466314097504,0.8853440432427482,0.7382605184331834,0.8637831463911757,0.8665872584057485,1.0,0.9619990623181484,0.8097031324362213,0.7238859075343987,0.917809934782069,1.0,0.8586692638088409,0.7530120313447389,0.9783167066651928,0.5495107185130911,0.8899612584498917,0.99222897098687,0.8794204655095416,0.7818060832264123,0.7617654445837521,0.9172980126081608,0.9161040002820788,0.8835461701694718
207,0.8596359743389913,1.0,0.7991459970499069,0.855963884562885,0.8055053464695826,0.8079849089427488,0.82894214058398,0.9367210899378372,0.835262072291009,0.7420712600061894,0.8699738817852504,0.8584850642968267,0.9683517318964524,0.9589655226065152,0.780605377464706,0.7293979258808221,0.9238300836753534,1.0,0.8544928521299954,0.7461780517021337,0.9824965829598832,0.5367942204864831,0.8920251104347545,0.9477384944768577,0.8659263576746647,0.7636156505229628,0.7632260433860587,0.9175656327576712,0.9238180299925672,0.8729226229715078
208,0.8940888688378652,0.9906608206334409,0.8151267048804843,0.8011796075268199,0.8129023907130497,0.7594728925726479,0.8495710634961297,0.8828028706018155,0.85007186030945,0.7619225587406123,0.8537104149303245,0.8756279018385273,0.9275347791466224,0.8822282340550628,0.7184178694484589,0.693732357041231,0.8572625872769863,0.9652200433042756,0.8539312375393284,0.7396749922746723,0.887051035447637,0.548354605914909,0.9198182645577454,0.9521897056499804,0.8651377867874266,0.7338731236068566,0.8003744482791387,0.919138139763652,0.8763220525343415,0.8913241624757184
209,0.9644966948491078,0.9754703270659376,0.7898983524887863,0.8152884648677587,0.844848840705697,0.7694631664006448,0.8585275816792192,0.9590504404067348,0.8242261732943608,0.6852546743395285,0.8888403804520657,0.8635157765069261,1.0,0.8181861936637632,0.7285610306563568,0.6944777664747402,0.8417423030044137,1.0,0.8365731361623064,0.8015307475351238,0.9145585186303752,0.5290628738594383,0.9270941645498652,0.9729741610558722,0.8828665320473946,0.730831391241581,0.794039115551666,0.9376915252272164,0.9647490135847234,0.8818492717407985
210,0.963594824351881,0.9032976896334652,0.8136720457079699,0.8899198468468382,0.845067231062406,0.6353064645970314,0.8627432746251222,0.98576862397556,0.8075635014579309,0.7133164755266521,0.9405463728277088,0.9068254279552376,0.9979492564335276,0.832058352443288,0.743660250539826,0.722144343039475,0.815697262058729,0.9907168017339756,0.8441374960765631,0.91691846703097,0.9100673360533575,0.4994145837531278,0.8846099444512986,0.9812766800592162,0.95927754519817,0.7310859979427419,0.7767271700415864,0.9355156578862766,0.9679069114481984,0.8738587788942627
211,0.9661295432695736,0.8775684924557647,0.795079190933112,0.9047440527413836,0.8167996327804113,0.8263658872531845,0.8462402673539001,0.9289840832242338,0.8446928657029805,0.7529278532521223,0.9943752954126118,0.8695468036880205,1.0,0.8693861004284819,0.7207934307718192,0.7019013048688952,0.8331301587147435,0.9694098587887664,0.8876048360339266,0.8495578374293328,0.922735027403544,0.5575697217004235,0.859266958573029,1.0,1.0,0.7281053089197081,0.7884140126581324,0.9241308365788632,0.9490925382025804,0.8781399134559591
212,0.9774738566135444,0.9182841290991308,0.795245543616958,0.9368479650147018,0.7731798428811544,0.7969464373205688,0.8127834857223575,0.9493771016741396,0.8334413702376502,0.8414047009408918,0.9415417551887414,0.8629977176876706,0.991973547732796,0.9415681615210334,0.7009055349274687,0.7073358025319391,0.8302211493325542,0.9109041726920296,0.8835402045748942,0.8244744727057983,0.9561940808747036,0.6442195104633546,0.8952490604712285,1.0,0.9404501494133236,0.7175114782787364,0.7986064045997804,0.9225038509531558,0.9986662937007283,0.8885847936120875
213,1.0,0.8210542982896437,0.7476586539231839,0.961707915893623,0.7676943191737768,0.8701146787590949,0.8329383715119207,0.9327083259337484,0.7654663630372119,0.8864143537822264,1.0,0.844070373587136,0.9408819869223533,0.927850851312452,0.7794680216290063,0.6645822599958302,0.8566586214586306,0.9463179636560884,0.83632065979336,0.8559925154338226,0.9338611996143064,0.6704717377654427,0.9033602420508692,0.9770769873952704,1.0,0.7251527062246748,0.7916512849608334,0.912083918182102,0.9721040344365492,0.9186210486932668
214,1.0,0.8991058825091324,0.7625164025081386,0.9946875089041644,0.8267490758702848,0.8925026390699883,0.8477625425075759,0.9368386284458832,0.7801988730220999,0.8952329568882281,0.9996729838709744,0.8448894757265843,0.962743284089699,0.933777227357846,0.764870889508553,0.663469302264084,0.831784975191123,0.9414395857429334,0.8067523827770772,0.884389295102397,0.9523567186499045,0.5617107423800634,0.8836370891485604,0.9368433408621836,1.0,0.7750678141163748,0.8106854852266333,0.9240062994807432,1.0,0.8659296096893773
215,1.0,1.0,0.7760895234541427,0.9706343728831488,0.788912154579119,0.9629778085721497,0.8136801183072843,0.8887821507729239,0.7988155312574016,0.8531590748184724,1.0,0.8425312754466573,0.9310362910262184,0.9419942837400092,0.7855041724160648,0.6755625840542209,0.8387791071206006,0.9339400104481124,0.8500498354430981,0.8299980737850076,0.9816248713590944,0.6611938392728963,0.8855623613210768,0.9381146399524608,0.9730318402585216,0.8240627075524406,0.8068673285844241,0.9325533206688008,1.0,0.8707788246509709
216,0.9875455299795672,1.0,0.7950747353569952,0.9943815013336734,0.836362618036597,0.9558241136126312,0.8289693889497509,0.8798954845581114,0.8143128707633737,0.8634110587121713,1.0,0.8512962631526774,1.0,1.0,0.769871830405656,0.7211752740829496,0.8379301860155836,0.9502930903718176,0.8691065317013396,0.8457484274428271,0.9661134370035248,0.6786135145787322,0.8413601144815287,0.9666641516015396,0.9872765400843228,0.8365815290658758,0.7903742735389001,0.9398228088990542,1.0,0.8720906490252702
217,0.9690236859811944,1.0,0.794677862593667,0.8242726527939147,0.8120512043138319,1.0,0.852442914566857,0.9113658282774776,0.8277296078676408,0.9037808220282556,1.0,0.8512477483510359,0.93976915170906,1.0,0.7697844069945142,0.7287432353206889,0.7934956486398959,1.0,0.8526608723678287,0.8083819840131806,0.9375482000379264,0.6723379166159673,0.870660906846175,0.9473078559563672,0.9415990540102632,0.8921815469137246,0.8175227849797692,0.946367593165291,1.0,0.851737965400397
218,1.0,0.9864842249518676,0.8020641469878471,0.8788228451690935,0.8407589001565283,0.9942771957817328,0.8528326719026943,0.9025292311293108,0.8418804133097513,0.902292252402576,1.0,0.8515882120845418,0.8954927727962781,0.9651763376681386,0.7668752252135927,0.6773929237906259,0.7659361788088548,1.0,0.8745215239291917,0.8163796737763975,0.9719060140332714,0.7512713029562037,0.91536763238493,0.9234974965571878,0.9511117804134432,0.9151750775604838,0.8176753170332605,0.94166997364019,0.9932196265402916,0.8163854526741054
219,0.9945513705850256,0.9924449100948376,0.8203017373339974,0.858172492516593,0.8193858367325653,0.9125097101480208,0.8526172219610026,0.9344357492499444,0.8341683848040845,0.9330920995541108,0.9784940972981832,0.8368282067070694,0.8331092933014863,0.9671577712673244,0.7569393009102042,0.6158160734909329,0.77238855221525,0.9584163648233364,0.8644748988802782,0.8284877393735166,0.9339753697657388,0.8445519799667077,0.9105183285695906,0.919722718294503,1.0,0.909652050553828,0.8435291921768399,0.9442483650876952,0.9516658367714744,0.8155015227944076
220,0.984144477265874,0.9822610712671982,0.8230480441018568,0.9211250909987896,0.7464671579907833,0.8393705975392631,0.8586469183599239,0.9557178852726936,0.8548400370341345,0.9402041755031872,0.9823584623983024,0.8607248431472274,0.8347437124632948,1.0,0.750331816528531,0.6032050544545984,0.7615378815922564,0.9140553352790388,0.9016327620375564,0.7832523086558412,0.9143759393907792,0.7182494007604111,1.0,0.9110161756762162,1.0,0.9289328438628148,0.868303875070864,0.9415071788785508,0.9514059523948272,0.8047534748213628
221,1.0,0.9871721368612968,0.8038806959971786,0.7684416335531083,0.7804961205774323,1.0,0.8801392632117934,1.0,0.8960492709647226,0.9669460082974956,0.9726020720358508,0.891676995255339,0.7532052245329336,0.9800004907873398,0.7744253506903772,0.6091969534428328,0.7713172832777054,0.9882301284952788,0.8962756151602558,0.7530088424888814,0.9846255427869104,0.7896490999978196,0.9859161415873184,0.9403608836754016,0.9505044746333112,0.9344921345155044,0.8845859120773059,0.9335110357778716,0.9902861561768254,0.7781222645823592
222,0.9574373440347906,0.9995976587195016,0.7993187841506468,0.7269514436011797,0.8074322362230679,1.0,0.8616447328543094,0.9792125569631772,0.8640733691997695,0.9496825719929076,0.9584621821688294,0.8645014655767146,0.8148085179801037,0.9872953592585934,0.767853538025792,0.6478864148957831,0.7600203500782751,0.9777612028645584,0.9064465788663224,0.8085199342390251,1.0,0.6912469343821437,0.9080544280940108,0.9473363415192422,0.9757993243398638,0.9042153196290612,0.8986548482139417,0.9572429273983036,1.0,0.7901827454101797
223,0.9654164148913696,1.0,0.7925813750146666,0.7610016483410188,0.8128254295204596,0.9817937742916888,0.841931062806584,1.0,0.9247524205127284,0.969207162049333,0.9820081141866426,0.8544986986538279,0.8700180361174165,0.9968142031397866,0.7493459953552156,0.6792659740744715,0.7857436239814736,0.9321841065972376,0.9128819600520858,0.8294475421428288,0.9857254398170492,0.7300457694468249,0.9567462197088104,0.9650591480098376,0.9487724544164716,0.9133958838307752,0.890298623603033,0.9417373672973546,1.0,0.811159780510656
224,0.9496761555456192,0.99054862401135,0.8305124004857629,0.8694714772686235,0.8211519922714723,0.8793195332191177,0.8496379105923094,1.0,0.9306051458694112,0.9680589959111624,0.9505844381506272,0.8613125752284552,0.8801292370488166,1.0,0.8073725324097163,0.7109376188127908,0.786049132599551,0.9184889254638436,0.9012314022376178,0.8147353661272245,1.0,0.7921003101960081,0.979298307464255,0.9512880075176562,0.9591781695155988,0.9200452229467482,0.8855688622941819,0.9560401607334748,1.0,0.8269765021315629
225,1.0,0.9751038535408456,0.8314544129045717,0.7714087135438626,0.8245193706856142,0.7334428251788118,0.8873706828961537,0.9858641527883536,0.8978891112316875,0.9395065990885072,0.9257126534998144,0.8231733333378353,0.8978736952860783,0.9473805695536076,0.7963536949186495,0.7665528694428961,0.8168460925920592,0.9137238772857113,0.8692861456006484,0.8284148335592902,0.985952773920449,0.8039282734339039,1.0,0.9520761051436692,0.9781817373665268,0.9189075918104568,0.8762229106382661,0.9629151324792032,0.9864843198192964,0.813471045929662
226,0.9992828871834069,0.9936218075416536,0.8214505511597852,0.9486990331401512,0.7982624035253207,0.8011933866947832,0.8609536639949176,1.0,0.9385941247679248,0.9303490809412152,0.9639479472267612,0.7696234854778602,0.9220973693006146,0.9183702935113158,0.7953867484582838,0.7587648270330507,0.8574711006302976,0.8841490645382879,0.8528967446732978,0.8111004454119684,1.0,0.8442723723040118,1.0,0.9019478619122432,1.0,0.8661545365012987,0.8614320440539202,0.9638704433780731,0.9814859553015745,0.8183664539823164
