metric,criteria,r1_init,r2_init,r3_init,r1_learn,r2_learn,r3_learn,r1_conv,r2_conv,r3_conv,r1_all,r2_all,r3_all
deg,,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.3333333333333333,0.09523809523809523
acc,last,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.9523809523809523
acc,train,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.9523809523809523
acc,test,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
eff,last,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.19047619047619047,0.5238095238095238,0.2857142857142857
eff,train,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714
eff,test,0.0,0.0,1.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,0.0,0.09523809523809523,0.9047619047619048
acc,all,0.09523809523809523,0.0,0.9047619047619048,0.0,0.0,1.0,0.0,0.0,1.0,0.031746031746031744,0.0,0.9682539682539683
eff,all,0.19047619047619047,0.23809523809523808,0.5714285714285714,0.047619047619047616,0.2857142857142857,0.6666666666666666,0.09523809523809523,0.38095238095238093,0.5238095238095238,0.1111111111111111,0.30158730158730157,0.5873015873015873
