Case,Initialization,Initialization,Initialization,Learning,Learning,Learning,Convergence,Convergence,Convergence,All regions,All regions,All regions
,Low,Middle,High,Low,Middle,High,Low,Middle,High,Low,Middle,High
train wins last,0.33337515683814306,0.4130675526024363,0.6235178833904949,0.328595600676819,0.5652810876274563,0.8013677339135841,0.5812025279758799,0.6763851604101571,0.896032997695014,0.44469933835838477,0.6084029459740002,0.7965170618192916
test wins last,0.5507687109309005,0.8923413566739606,0.9885807504078303,0.5623423928271224,0.9405974141774409,0.9981281820904463,0.8076097813621398,0.9668751347854216,0.9992148336051218,0.6631756081818322,0.9487191216834401,0.9960953841863059
test wins train,0.6212993421052632,0.8591899400497148,0.9586471610660486,0.6910698199917553,0.8812632478936963,0.9079469702643996,0.8564474193726835,0.8751702518646632,0.9099660934851054,0.7526386024505641,0.8773012312903373,0.9208080524672956
