n_policy,pack_PPO_Walker2d2_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d9_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d10_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d11_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d12_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d13_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d14_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d15_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d17_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d18_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d19_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d20_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d21_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d22_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d23_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d24_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d25_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d28_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Walker2d29_norm_from_mean_worsening_to_improvement_reward_diff
603,0.0327378275314475,0.0153285423696387,0.2333331954780912,0.070232205650221,0.3632267361720676,0.1439661708435009,0.8299132745910044,0.067887313305375,0.1204559534797832,0.5320353128191151,0.1059703150264216,0.5291597112159392,0.1200350181734642,0.1860821980542523,0.787224318208416,0.0899854147176859,0.6601480138584065,0.1294518409323847,0.0457720055649923
604,0.0582169586668478,0.0,0.2093788757725667,0.0459716218485554,0.4766658474772081,0.0512205214191511,0.7472004187448205,0.0954391758472935,0.1814889270074505,0.444475597449647,0.0107549700379156,0.5201875410204695,0.1832148270783938,0.2554993301781842,0.7855524520642266,0.1078888125061884,0.5882199512713202,0.1527404483686794,0.2302479668325978
605,0.03032309243721,0.0,0.2281986459002054,0.0640670754228539,0.6768124539248312,0.0,0.6985018362764366,0.0461687129235643,0.1497341432668154,0.4615368256341036,0.0,0.5413510815627868,0.236055151313756,0.2461237631447415,0.784380883471914,0.0728381846009858,0.6356481251903598,0.1354611755790372,0.2887624076047067
606,0.0125181490638208,0.0,0.2122213880724789,0.0661091141609343,0.7929734385551528,0.0,0.666233056087145,0.0237043957083872,0.1305304357807309,0.4165166505690631,0.0,0.4739926072311323,0.264823963869627,0.1373099586912753,0.784858764541294,0.0,0.5363734813308829,0.1280501695106269,0.0864951260826827
607,0.026816004663414,0.0190719318581715,0.1695081767757617,0.1453862943734284,0.6216522400144909,0.0,0.835619177853568,0.0140140433656512,0.0235242881740961,0.0126783860219948,0.0120354297074608,0.4314812607198008,0.2440809600633934,0.0,0.7814301911527006,0.0,0.5045931420917118,0.0976809731114449,0.1815434548947561
608,0.0447547162433586,0.0109180988280877,0.1820191000040246,0.1655563141460058,0.5158706309180949,0.0179276267118141,0.7254502721512454,0.0,0.0,0.0,0.0,0.4516692952264535,0.185908264644462,0.0,0.7818205211934213,0.0150213010152802,0.4227101034544684,0.0999555491446093,0.2311014642661998
609,0.0350885835444639,0.0,0.1932933288458336,0.2344495169763798,0.2585579976065584,0.0,0.6781757355073811,0.0171616341600584,0.0655503631715732,0.0,0.0401215604182359,0.3677767285602575,0.1525389766526466,0.0,0.7859725417566757,0.0127636130452658,0.5717964475371496,0.0977279152711505,0.1857062428102673
610,0.0578623047053094,0.0041030106233029,0.2109560454307251,0.2852726963238152,0.5508851014544939,0.0118662263250994,0.5733496057003409,0.0098746033463949,0.0792839378956222,0.0417872919691202,0.0276337158367341,0.4248098106125972,0.1253722750684595,0.0,0.7852225788272914,0.0,0.5792460283565986,0.1227935850572683,0.2275041539174688
611,0.0348455885929167,0.012995568713018,0.1758432623254472,0.2437266732163898,0.4571455268254762,0.0,0.5982075091698857,0.0,0.0982684067122378,0.192530401330713,0.0,0.3941744055107937,0.0565932505709628,0.0275776177954401,0.7812855907342329,0.0,0.6144839650850134,0.1022090322363471,0.2120613911150089
612,0.0340167863365785,0.0109561255413005,0.1845180580924708,0.2443560629781687,0.5005442402161483,0.0,0.5910725288832793,0.0026211929748865,0.0757607926500453,0.187558993292325,0.0,0.4459295219580101,0.1051427326308937,0.0683085765543319,0.7889483103659393,0.0483864049667425,0.5602025008934077,0.1215738969853345,0.0439431070566109
613,0.0386248844639,0.0,0.1868295858549355,0.2572535614096895,0.0855183042106173,0.0,0.5927481944089878,0.0,0.0471810905581213,0.1301358403988444,0.0,0.4655637750756978,0.0268045416244977,0.2302665335928073,0.7813697690566674,0.0,0.5781147293784987,0.1371746570282276,0.0346940316606333
614,0.0476552545030441,0.0,0.2081763249729523,0.3051295440172544,0.0841968760436944,0.0144478776215113,0.5620306192863674,0.0,0.0907193288039234,0.5265050914160091,0.0,0.3803737801647174,0.0,0.3002654561739835,0.7919638839005833,0.0,0.6162890222586066,0.1297394636027009,0.0
615,0.0569405982193984,0.0,0.2085954571591502,0.2885084241161261,0.3313574164827295,0.0,0.5898118330392524,0.0208205474258011,0.1397518875904947,0.487905872226282,0.0,0.3159340531870364,0.0,0.3387347347505032,0.7830124196335764,0.0,0.6202984457182924,0.1236737176707515,0.058227767227241
616,0.050110560452881,0.0246288709396891,0.2204435220699015,0.2226561973801208,0.1979356211633963,0.0399258984266832,0.7130202862469582,0.0030789712185512,0.1194134232805783,0.4890719179198662,0.0,0.3308075825579197,0.0,0.2833473877919121,0.7797599091159716,0.0,0.6016186266375014,0.1361112492975651,0.0
617,0.0686527374704558,0.0184546657535444,0.2212831967318752,0.219426055981092,0.0,0.0612131319250262,0.7925125191428729,0.0029499746351166,0.1326848474326567,0.5054726184070497,0.0,0.2802353169057553,0.0,0.3270566624441458,0.7800330873238633,0.0,0.6152348915291919,0.1434162442123722,0.5734659706716938
618,0.0702006370244222,0.01204427243979,0.2063421142119384,0.2144486039442093,0.1245328869998814,0.054365387424292,0.7920147739410259,0.0129421758521703,0.0649053197184801,0.5751027946704949,0.0215797231047008,0.2344779272462619,0.0,0.3502338427003041,0.7884635553731726,0.0149301062641117,0.4485687559020822,0.1540718374354771,0.0145483003556981
619,0.0715333014524161,0.0011205139033674,0.151634795488764,0.2528494455528031,0.0756909466032294,0.0560872970581619,0.7214058671783043,0.0027645053077746,0.0135935776572166,0.5487541144016524,0.0,0.3300215461210924,0.0,0.3793611324583595,0.7901071197507336,0.0,0.5207013367921258,0.1460915150285978,0.2366220333187503
620,0.0738446475960764,0.0,0.1176440577392295,0.2465685867485009,0.0245075765571609,0.0575447060296336,0.8129533633189098,0.003857707643769,0.0175771689116455,0.4526680624132268,0.0139902056560906,0.2376032852428052,0.0,0.4230495273227363,0.7877875316629482,0.0006140405072241,0.5629490229426511,0.1089617278172278,0.0
621,0.108311074039053,0.0182329411129095,0.1440321230275215,0.2767087042254271,0.0011101678065085,0.1244369124661109,0.8513286678571979,0.0,0.0,0.5297124285407996,0.0032796039122494,0.2335032309221383,0.0,0.4281259696854894,0.7827180346829133,0.0890502289574368,0.5824718575987965,0.0897313468025683,0.0777409042971553
622,0.1197224762592519,0.0037619502305519,0.147974518159007,0.1858743475808395,0.0,0.0688075292786252,0.8190754144110726,0.0130325861290171,0.0103696478073534,0.560410942638081,0.0105617264065532,0.2431050044537565,0.0,0.4216026946076714,0.7808660219152774,0.0507503858901898,0.5589788411261831,0.0945839856853082,0.0406302534076871
623,0.1483315219850063,0.0,0.1630750212995267,0.178920852763529,0.0059827655095358,0.1078374100545026,0.7726651165407086,0.009069523373147,0.0,0.4238434128629924,0.0,0.1907570369705044,0.0088231487283688,0.4358044209842468,0.7407380227863577,0.0075239071163592,0.506761549160662,0.0,0.1425204902671906
624,0.2189227558316744,0.0,0.1525582987916454,0.2056656046411764,0.1452026794275598,0.1180597885110582,0.7348319007218403,0.0229626144272053,0.0,0.5949715222416323,0.0463527914323041,0.2154775998969985,0.0,0.4329340542998698,0.6893039972813129,0.017201407250349,0.5728783934027954,0.0,0.0828232567955751
625,0.2058797495543061,0.0122056698858914,0.1381302854039383,0.2537608008206006,0.1663875449509237,0.1060607893179343,0.7491916128645341,0.0076342172295029,0.0,0.6052239273567761,0.0302258527117688,0.2914532322519789,0.0,0.4311105409949265,0.6857242913137758,0.0821533697080432,0.5536815483284154,0.0,0.1101465406412312
626,0.2471468083817254,0.0468047407531805,0.1104490713820033,0.2744201507641612,0.1543025087931649,0.0588112733580807,0.7350010658989253,0.0,0.0,0.6243065170935717,0.0102252712082281,0.2294146929723297,0.0,0.4381687008598063,0.7544758771763395,0.0698559847084773,0.5706478427828539,0.0002805171976134,0.0976502816397635
627,0.2194955313910951,0.0438373715357946,0.1336173670719474,0.2722238909220286,0.1341255813251085,0.0967486019366938,0.6326055849478993,0.0283074135434834,0.0,0.637024367161663,0.0028135258715373,0.2291498437705008,0.0,0.4272776502535546,0.6976163125696858,0.0195497608358906,0.5734330174326304,0.0,0.0118591466068491
628,0.2127124996883327,0.0706321897611063,0.1156479528964397,0.2184782130066717,0.1301476635963395,0.0,0.630674191987473,0.0510005697313866,0.0438991673293745,0.5768026574569015,0.0,0.2303577150191943,0.0293027394598341,0.4234051448297037,0.684170853328976,0.0312942355101237,0.6109276838726941,0.0089293924578574,0.1148112382278626
629,0.2394157040521623,0.0530126726062987,0.1422547596970605,0.2477809631150414,0.0765523989140278,0.0656766379788416,0.6645102112401894,0.0649010026725419,0.072472824118717,0.6350421429178692,0.0321374292089804,0.2833648218582425,0.0,0.4147149303819165,0.6941079270373283,0.0256584079872474,0.5941625567055591,0.0008727785384294,0.0894118208608423
630,0.2451816482844091,0.0395766790443169,0.1747208559792183,0.2530289216856495,0.0498186414353495,0.0062634677282255,0.7148419613116307,0.0393661911431237,0.0881137416999131,0.5937560039120695,0.0384138682988406,0.2229820652194483,0.0273858666755587,0.4230933805368312,0.7912828066180136,0.0281215718303933,0.5640319228589246,0.0,0.011660816143734
631,0.2238092595766659,0.0682367051470638,0.1300548451777711,0.2998067176709097,0.0453556980044469,0.0140023420160421,0.6646870658430234,0.0601889349722472,0.1216006206905134,0.5452976710681646,0.079440201984095,0.1812409306360954,0.0562204243117733,0.4286673998950861,0.7839072137504677,0.0250258985708668,0.5755861315438892,0.0187417867056965,0.2399178729784338
632,0.1877985854526354,0.0744513360561687,0.1868900817742456,0.2514394818815521,0.047781762332464,0.0,0.7802091511676664,0.0828005957564227,0.1163930821923797,0.5941213445264569,0.154308266903948,0.2938481287296539,0.0671084288780148,0.4534846681410797,0.7387027321917135,0.0,0.569117852081823,0.0142714022871725,0.121062165472693
633,0.21922200731567,0.0659325224250484,0.1296438803467145,0.2661126859257629,0.017088666765583,0.0,0.8430562772373136,0.0819222363394684,0.0935781446449679,0.5253401229906483,0.1744230571018885,0.2737087255953526,0.1029235659318065,0.4373859111284662,0.757795076144789,0.1985720570199395,0.58849992343106,0.0303788632133003,0.2014753966161735
634,0.2864821798699077,0.0581952857586004,0.1142089197907354,0.2592767199000703,0.0123799488784936,0.0075025365746728,0.9140465263625422,0.1157930309467371,0.0833370925323615,0.5644889294214225,0.1730163261085635,0.261253194649994,0.0952647122336207,0.3309934852610601,0.6958956161923945,0.0,0.5641956691571073,0.0532808576265224,0.321284170236012
635,0.2698572225008972,0.0408255571717366,0.0818824306446384,0.2570407755788749,0.0028744023244243,0.0387419559838969,0.8912296111596099,0.1379890575115055,0.1074490309582428,0.5546317269127046,0.14902739867695,0.3183522971174627,0.128421138695306,0.3338166768901204,0.696606361474141,0.1229577546059107,0.585224229866568,0.0602488146241293,0.3638336858759318
636,0.1876423577245649,0.0282544267062523,0.1460781632012147,0.1527663507371744,0.0,0.0593452457521801,0.911749885933203,0.1671636857772117,0.0071900143006736,0.5239121863017678,0.1658284538647854,0.3414583068302217,0.1426167364359005,0.3275716323912546,0.7473656729784304,0.0145993645667351,0.5764995910038766,0.0716675188803699,0.0155461376732319
637,0.1170378262600985,0.0109345160305592,0.1017772004287618,0.1577141734264665,0.0081326485271898,0.1388622045416034,0.9002051743665526,0.1400920261668269,0.0163588675827296,0.5645842160509789,0.1676552799845851,0.4914717701821426,0.0780413785597896,0.3213616089433063,0.7535375201188527,0.0225974956284707,0.3434357681270362,0.0502678349190338,0.0072284084068139
638,0.0602458328995716,0.0,0.1185861852270345,0.0977353337598583,0.0149149618204958,0.135915938128448,0.8750076844539848,0.1257720026455037,0.0,0.558172772517203,0.2471629495749538,0.4658006729232284,0.0510511229347987,0.4237023400118251,0.7197918760671359,0.2326458394186113,0.0103426867524496,0.0188079251079313,0.1229014337546458
639,0.0774454197850533,0.0077179337191959,0.121670338649041,0.1125115078416547,0.022940179822402,0.1537534433106783,0.8825209353775576,0.1060021208698725,0.0,0.6036469473154205,0.2491833001803986,0.5358927609967201,0.1348944481370365,0.3290429986208091,0.6948468345890408,0.1932598727316483,0.0007888084300233,0.0375369678405456,0.1334389718785414
640,0.0571959362730391,0.025260117168096,0.1104995535343942,0.1778737133050964,0.011642820542629,0.1561919961189697,0.8912057273259812,0.0820664770117803,0.0,0.573649814686215,0.1613292673212218,0.5560738014582294,0.1322805429668987,0.3136188754041104,0.6837397513938744,0.0538563865666736,0.181751933422923,0.0222330306670312,0.2997402748198909
641,0.0254822827933293,0.0151932738640945,0.0568642756129543,0.1713096950473643,0.0,0.1693802214063138,0.8596198358805374,0.1475160574625229,0.0226456990117158,0.6238816073119762,0.1691221833432322,0.552167172936367,0.1925082165935273,0.3826214188843062,0.6869848719164005,0.0,0.3086227966895014,0.0128515479087773,0.2216798051031175
642,0.049936336801535,0.0,0.0522335115498838,0.1798201277359876,0.0042766389732287,0.1546051875884171,0.8508009691071637,0.1127001304622253,0.0359620328111651,0.6136581400744624,0.1197568827090223,0.5782295781978952,0.1768022120595103,0.3183713323351785,0.6908592680872685,0.0,0.4024986132636632,0.0421131637044931,0.1959190473683033
643,0.0433004071811342,0.0,0.0471773594495419,0.1604576340887545,0.0118750642716187,0.152366651208559,0.8259865912091101,0.1235956606329716,0.0462183136852445,0.5795531285367148,0.1230800343028161,0.558030138519847,0.1085315720399156,0.3286333884710308,0.6924080046307624,0.0059132927199323,0.2546500462759104,0.0,0.0984788303379016
644,0.0290752372262702,0.0133924707844019,0.0488663805981377,0.1796454520697906,0.0098236331403244,0.1212552131263496,0.8064762339395702,0.1136974030111298,0.0187981073139925,0.5584535560920059,0.1088398511738251,0.5462754686001011,0.0572722683490364,0.4327228117059913,0.335923560611077,0.0508376750891139,0.3835832928233695,0.0,0.0775556794453981
645,0.0366969923774288,0.0097052304884567,0.0466945272211716,0.1845543310569977,0.0114573466549898,0.1238984872752093,0.8118851774229117,0.1217491544688856,0.0,0.4757403585313127,0.1438469148292506,0.5422378481083711,0.086050031500021,0.4322791650325844,0.6900780955683142,0.0412431313896188,0.0475480383440474,0.0,0.0886725164935225
646,0.0079785614179915,0.0619825472370524,0.054270241947934,0.1709917645855966,0.0076717189870648,0.1174689509415433,0.8353486319483415,0.0788565982527002,0.0,0.4334270035127757,0.1121272612346919,0.519838987250461,0.1348501315894721,0.4304926065179066,0.6972052433773993,0.02918965301833,0.2619727728754631,0.0408070528180658,0.1007214397357097
647,0.0016757794030883,0.0374262461638391,0.0880062485593683,0.2013805166319019,0.0,0.1694280854774876,0.8517400756755649,0.0556805011514367,0.0313664949368741,0.4163740450923724,0.0988851122555053,0.4393214215947995,0.0996221901928966,0.4230760450801988,0.7841981614790065,0.0741141093340226,0.4364834830800796,0.0,0.187340755182716
648,0.0003026714555438,0.0412184630487707,0.1146765118426966,0.2416123885440755,0.0371473828001292,0.1394327622569337,0.801348660154611,0.0605310949890676,0.0476403556568978,0.4523771831920658,0.1227169608520042,0.5141171384462474,0.0965242133034578,0.4103546342850442,0.7075723049376316,0.0750694707712981,0.6349309300134961,0.0,0.2227611533629545
649,0.0,0.0548247399885849,0.1064481206982288,0.19821009772276,0.0283169535900278,0.1418168492600767,0.8348251801362073,0.0230725777967649,0.0055074943649561,0.4867053170747823,0.1056802209557694,0.4658282377476417,0.0819935545677137,0.4140800805820359,0.7397407297552644,0.0532565330464262,0.6805610403517963,0.0,0.202943541472806
650,0.0,0.0474536492143638,0.1122141790666107,0.1983937013348072,0.0250125618853142,0.1570815635426676,0.6742124237857055,0.0798363381472411,0.0,0.4944739339675502,0.0605203301135735,0.5130857783768844,0.0656797291767801,0.4130903311154282,0.8102408648925138,0.0385657606195583,0.6005172548227677,0.0,0.2282091846739195
651,0.0347034304684009,0.0418364079290778,0.1562175748343666,0.2010747616536835,0.0299882749320258,0.1526347037302959,0.6744394918096556,0.0726787606008941,0.003854909705822,0.3779001549837158,0.0575589675262957,0.4680916544026146,0.0305958908091405,0.4085585453722309,0.8034022247528191,0.0,0.5150062802601416,0.0205428457094658,0.2184191283165938
652,0.0261210915433531,0.0359988967434165,0.1871749606341117,0.090342035159753,0.0312472811825804,0.1561547646336982,0.5423411142515393,0.0674940811692717,0.0076876917083758,0.4916262030213916,0.0404937744284571,0.5319553422633145,0.1048305092180305,0.3951270371330205,0.748844126386395,0.0438747376556886,0.4985547763171747,0.0,0.147827177501068
653,0.0304508547195419,0.0374955039991617,0.1799085988711983,0.0448741806577412,0.0327016972738964,0.1613147443784363,0.4502987053965705,0.122815436645217,0.0,0.3577159864899524,0.0317260536232962,0.5110004875208547,0.1510481005194425,0.3843269603793012,0.7705405075394933,0.0532692149041767,0.6907420765527144,0.0540393609357468,0.2329581200423192
654,0.0093581898235454,0.0416589882207878,0.1641802114470319,0.1368393618064833,0.0325096443335288,0.1798121945667928,0.489516161515768,0.0985878733649022,0.0502659825853906,0.3922756065886873,0.0,0.5087493539105383,0.1714641316574272,0.4012365711970738,0.744143837729766,0.0422768855139466,0.6461615234109573,0.0265814461610316,0.1945128349939713
655,0.0217493997275652,0.0103562826125162,0.218293870214318,0.0507732064856099,0.1419090550776889,0.1579765887129587,0.5293583451473107,0.0941708051149318,0.0418634635797615,0.4306614767014633,0.0,0.4742445974680382,0.1487818165500314,0.4006141749503816,0.7692877008712228,0.0932415629985393,0.6914203376412826,0.0456473851244201,0.029611201416071
656,0.0416253625398471,0.0093903182510295,0.1615966820546258,0.1318158726580341,0.0666837541377223,0.1758760981738336,0.5551876861320533,0.0519938734317516,0.0593953448364944,0.3592180493915681,0.0,0.4552745210761204,0.1933599732663795,0.394564926837936,0.8160713562969144,0.1047926505510835,0.698030556194269,0.049596983509099,0.017963793195029
657,0.0339001088351043,0.0683893264298258,0.1321665989466923,0.1287553790615232,0.02802667909487,0.1862273866628221,0.5204378423837044,0.0028270003600558,0.0848480392010043,0.4487316002726974,0.0,0.499435294538111,0.170382465638488,0.3985800943165345,0.8209122994759087,0.1236572840412866,0.707722179289561,0.0313822884287082,0.1692696704934214
658,0.0303086703689602,0.0281467815554593,0.1589566250678244,0.0411254806624995,0.04571224643465,0.1542504980845132,0.4656535263121462,0.0,0.0783819768133607,0.3579003210573176,0.0,0.4669629008691107,0.2482254338019382,0.3577963300226314,0.826570856640785,0.127856408337957,0.6482575998547594,0.0786945442304552,0.1316939943876528
659,0.0410966952822234,0.0298109851967991,0.1631590633861471,0.0745627078359195,0.035361621942817,0.1295166115819008,0.4792668647525105,0.0,0.0143206335514491,0.3116745096733587,0.0,0.4222097286004597,0.2098269469689458,0.3598270070730617,0.827526272419857,0.1076645079220614,0.5461399797739803,0.1315454901075293,0.3677907079545888
660,0.0568401703913859,0.050031085790179,0.1744011765838718,0.1401391805968158,0.0191130071221573,0.1389855791536036,0.4392023062254235,0.0115120567278838,0.0627155712451998,0.1611811299357109,0.0,0.3889396982995545,0.2143378556285515,0.3611778418081261,0.8319595622692411,0.0875931702572299,0.4451845677800958,0.07164735624987,0.4835433323934972
661,0.0923955193621299,0.0645709249538638,0.1291583140278035,0.0937358864443837,0.0296055634038604,0.1467922660844109,0.4155259032568207,0.0420581662567855,0.0760998418688763,0.1140608386244452,0.0093473670546979,0.4502053072254824,0.1786269430720694,0.3580700361906739,0.8312044480484548,0.0307993662801762,0.3419163084127138,0.1004638170272007,0.55052112698109
662,0.0845582879893012,0.0049972261147764,0.1461689072255251,0.0697222867887942,0.0633711896321379,0.1574935323596172,0.4043166770612451,0.0205883181574108,0.1152078434724956,0.2023051108589943,0.0,0.438416892834383,0.1768249844542831,0.3501966838607058,0.828226772800362,0.0,0.3884311843434398,0.1709317654349214,0.7496388556946146
663,0.0764604368879862,0.005220238677817,0.1174991791275405,0.0,0.0500343126911056,0.1606685288944023,0.4603434239644993,0.0350562360951559,0.0734766669251852,0.2215804308729119,0.0,0.4688097382228974,0.2255187028246712,0.3526026439325826,0.8253188540655316,0.0186212167248996,0.2665639714642456,0.2237038059165273,0.7998916462657362
664,0.1026898886036801,0.0,0.0762595992979035,0.0670518957170541,0.0157380565178529,0.1203389925598814,0.4782251281151531,0.041567813108593,0.0,0.2362597348856494,0.0,0.4737480753953819,0.2069228577475293,0.3461199191935625,0.8235649644898608,0.0056100427107928,0.3426588625051133,0.1820383773419615,0.8111377477631263
665,0.1074155733367286,0.0,0.0709225888465518,0.1467085140954239,0.0467076807613923,0.1368646156963395,0.4810360512869861,0.039178954478492,0.0,0.1757586384540128,0.0115100269560438,0.398039074095416,0.2089097508233478,0.3490653029798779,0.8226593953482347,0.0242768556593315,0.4308870403667668,0.2439309124203536,0.8087197937303322
666,0.0831150183826928,0.0242183918086186,0.0731760158641183,0.1660283947181362,0.0127335601969164,0.1395019683233887,0.3905836609054512,0.0477071237238213,0.0558854235000298,0.0867546841038916,0.0788497808794134,0.4136904701829085,0.2075965315167696,0.3650792347163117,0.8192807664066812,0.0532223757308613,0.0890660153881076,0.1840918410462365,0.8230680166315254
667,0.1358311677284089,0.0237754321113176,0.0978529634484753,0.2451869221220926,0.0099325225938478,0.1445236982508577,0.3930616628282402,0.0422670384742675,0.0,0.01208976634014,0.0855471623446464,0.2493990838965847,0.2002517324749145,0.3601815594330703,0.8222583925585338,0.0514905656793738,0.0379081466224945,0.1662980832684219,0.8048911032547313
668,0.2577919647494801,0.0091305383406298,0.1017269994877022,0.1372215894573682,0.0028518334552956,0.1050267838988333,0.3124141843227062,0.1010197022974178,0.0,0.0,0.0643996222714178,0.2759311084274882,0.1970693793097815,0.3550307968238648,0.8257881695926009,0.0207934410013441,0.2328859551554027,0.1475488788210594,0.7623410215657106
669,0.2756860504103981,0.0065771133969457,0.141465357160982,0.1173884018826299,0.0190334627959172,0.1443952893466907,0.3430660991833807,0.0703397250997136,0.0451460367324297,0.0,0.0,0.2859483414480338,0.1902678242184534,0.3371590807575624,0.8226281586145526,0.0582965701064832,0.3327336217200113,0.1167203262002779,0.7686755973075767
670,0.2393024506360728,0.0,0.2128489486915915,0.0,0.0158101169731979,0.1459315520651408,0.3908072614849155,0.1073679263859564,0.0,0.0,0.0,0.4311895166564022,0.1851948893945527,0.3395764075611328,0.8227790727711554,0.0905149792309362,0.5318166700517357,0.2020990700667018,0.7916907344745417
671,0.176752923721146,0.0041296320234574,0.1950277259730316,0.0839453049976676,0.1100129661683074,0.158625487202406,0.4513399598626328,0.0754101607929628,0.0067800044144588,0.0337001231687015,0.0122508115057161,0.2451623970073433,0.1651215173588686,0.3349964415227096,0.7484005240463181,0.0803332229464647,0.6162003566897332,0.1902723928681759,0.7935515075331082
672,0.1086068240200117,0.0002137352700123,0.1377781907235218,0.0398705634360846,0.2058647480648057,0.1305742618879549,0.447191314447485,0.1015620775746656,0.0,0.0430492081419968,0.0011831723330952,0.2284519232433404,0.1176924135735161,0.3288421427294509,0.7626215872450882,0.0444613170494439,0.5701055852699555,0.1940511436001779,0.7492708322646242
673,0.072207472757945,0.0,0.1225871837440842,0.0962539495067729,0.0470732314268442,0.1320392898036824,0.4606387249975212,0.0767285033606328,0.027994870598816,0.1595096719794848,0.0,0.3238971629892945,0.0590879547163143,0.358645339268404,0.7456021970567475,0.0756632317266514,0.5575766262327646,0.2090207557374523,0.7233059272576523
674,0.0647778536683373,0.0236722251096033,0.0761368481832159,0.0849826907448947,0.2234596602717406,0.1200655767693828,0.4693994402032817,0.0571974999797648,0.0348174175166543,0.1483932590184453,0.0,0.3313966187975037,0.0,0.3502163239711092,0.7961211623275307,0.0474626134129054,0.4604931381611514,0.2115129078517494,0.677137958775966
675,0.0456685337944296,0.0270171055450516,0.0938350053946602,0.1182091323395111,0.3200365030811164,0.1408752608590987,0.4120007290614546,0.0682604316389037,0.0391948568592544,0.0,0.0456428405142111,0.3831822911239236,0.0,0.3410059325484714,0.741887778328699,0.0643939549412517,0.1081457335823477,0.2498225505851436,0.763465446083974
676,0.0572400966920796,0.0190367858715615,0.0528681525003301,0.0219437027934503,0.0800982020096169,0.124557461742524,0.457908386625197,0.0850591517550934,0.1083015973207634,0.0,0.1026412294627455,0.4131098597612589,0.0785226258553351,0.3395976977220637,0.8206469014752016,0.1447058486267086,0.5203029924609366,0.1945975746339523,0.6423406763351868
677,0.0587179922746694,0.0396276923031892,0.1184885318843087,0.0,0.5184432001589057,0.0984672009946934,0.4319687556114469,0.1195960511655259,0.1580455123123971,0.0496490713374892,0.0,0.2966510123595038,0.007745721478297,0.2961929491168095,0.8181634177308351,0.1781537805674433,0.4768480378408297,0.1502785326322216,0.7518451116886429
678,0.0546111367369256,0.0406394052091469,0.1004813211532007,0.0373429640539875,0.5227403534569888,0.0730481044308737,0.37784841117184,0.1613169833884979,0.0,0.096408469587617,0.0045665185511773,0.3462487157750362,0.0,0.3323596933374711,0.8135292902147205,0.1619989266034111,0.294820155539416,0.1666654185599287,0.7506185805281194
679,0.0494690781797772,0.0759978483593421,0.0967375986192922,0.0,0.5993249657339169,0.0662761154831252,0.3912319105226793,0.1623319930956103,0.0,0.1222823956719935,0.6196723391551918,0.2832868750469202,0.0,0.3269314380263012,0.8054943779487141,0.1673494280691262,0.5442323664755333,0.2296799263789288,0.7614031519192581
680,0.0553085378632594,0.0452009465822559,0.0524461933720274,0.0116508969310064,0.6675312079922577,0.0536004130225734,0.3496077175575645,0.1634098925838883,0.0767807738305019,0.1651543396620157,0.0557528767722697,0.2679499525019396,0.1880479271104397,0.3383187249042535,0.7950122487339678,0.1768792737848706,0.5216330186701964,0.1851628593223201,0.7674488551063098
681,0.0369665822732064,0.0696840035045089,0.0,0.0712436056378689,0.6117298132768267,0.0608872566220309,0.3996660833149486,0.1688924829681291,0.1185736185613254,0.1409752879046134,0.3507491116146138,0.1384162837247317,0.1666910454334814,0.3570374673293219,0.8048502791005403,0.1955637783515004,0.1107505360915821,0.1394395118206139,0.7998015997463735
682,0.0267669287118299,0.0993395424471991,0.0,0.062818302517674,0.8950987780126669,0.0247055063243352,0.3925589413052112,0.1904331557401003,0.0251428068761314,0.0323188957953235,0.0131944992532764,0.1861186459380471,0.1240355474059724,0.3695298324378567,0.8076585800507574,0.155583338230193,0.0,0.1686669332087883,0.7681627618287421
683,0.0437381060652718,0.094540357063917,0.009893562183871,0.1735739049503032,0.9456318283484484,0.0230804345142419,0.4393163132007293,0.1882333068395324,0.2562470306285849,0.0,0.0220130408733048,0.2793724610808645,0.1510621201987041,0.3616815400927798,0.8035152339436683,0.179347849701578,0.0710076016329081,0.1656749678864034,0.7843042232843562
684,0.0764793904695015,0.0636335685434409,0.0422161322368126,0.2083953708869727,0.690053509909945,0.0466884761437401,0.4492514961708465,0.1943618174230621,0.2640162358315709,0.014270217807577,0.2876212435421318,0.2842232409568842,0.0622869397913619,0.3264296567779581,0.8063084156303066,0.1499173403908592,0.0,0.2206964084075262,0.7909266149274454
