n_policy,pack_PPO_Walker2d1,pack_PPO_Walker2d2,pack_PPO_Walker2d3,pack_PPO_Walker2d4,pack_PPO_Walker2d5,pack_PPO_Walker2d6,pack_PPO_Walker2d7,pack_PPO_Walker2d8,pack_PPO_Walker2d9,pack_PPO_Walker2d10,pack_PPO_Walker2d11,pack_PPO_Walker2d12,pack_PPO_Walker2d13,pack_PPO_Walker2d14,pack_PPO_Walker2d15,pack_PPO_Walker2d16,pack_PPO_Walker2d17,pack_PPO_Walker2d18,pack_PPO_Walker2d19,pack_PPO_Walker2d20,pack_PPO_Walker2d21,pack_PPO_Walker2d22,pack_PPO_Walker2d23,pack_PPO_Walker2d24,pack_PPO_Walker2d25,pack_PPO_Walker2d26,pack_PPO_Walker2d27,pack_PPO_Walker2d28,pack_PPO_Walker2d29,pack_PPO_Walker2d30
423,357.57572165465353,366.7531444334984,359.8142345995903,355.47737530589103,307.13660370612143,354.1140486373901,260.6442136347294,406.2575401465893,250.8365261081457,359.1062709050179,401.4359291636944,406.7515544012785,299.67516842126844,403.35581729638574,378.406770275712,420.4330068417788,370.3553083683252,443.8669977309704,367.39314437556266,424.79301615428926,403.5239717593193,267.0974115509987,449.6002431300879,370.3354539446831,472.3009681236744,392.3027739589214,413.640148165226,268.913558873415,438.6722583692074,442.9603013834953
424,355.9771136749983,370.730832323432,363.1293127229214,359.5585559968948,298.9729799681902,354.52531292665003,261.2926716104746,400.845004732132,253.62747320854663,357.3747861251831,402.3305328691006,406.09289077436927,310.896562661767,405.3908117457629,375.6348503241539,418.2016929193735,367.6486137644053,441.91388667368886,367.1532192747593,424.8551328350305,409.8544589141607,264.576343323946,449.4415718617439,369.8288686989546,473.09093593120576,389.1506287176609,407.8883544427157,269.65840416657926,437.4473718566895,443.1915011659861
425,361.24672142016885,373.7228133596182,363.10168736875056,362.7117510011197,298.05852226102354,354.08474930512904,259.12314339411256,406.4110880817175,253.84515537273884,362.2700015643835,391.95130863189695,406.3610262043477,319.5338233308792,407.0127702871561,374.63745421636105,418.7691163729429,370.245175970912,440.2101887624264,368.237798614502,425.2412410869599,409.0888715111017,268.2881542407274,446.9229826588631,371.9328581955433,471.920406797409,385.8311715240479,409.3624865432978,267.5472851418257,437.33043576109407,445.376784969449
426,361.8108143610954,387.14723134350777,365.3512615532875,363.6916133747101,298.0911000523567,354.64047606289387,261.29577204823494,409.7497242021561,254.15437750542165,357.25496536290643,385.28578304100034,410.4248053994179,332.3238194795847,406.4881465849877,380.01021858882905,418.6329109823704,370.8639057451487,439.3892675936222,368.65970163226126,425.421731551528,413.0135306494236,271.87958674168584,445.9205783020258,371.9805476292372,476.81892571783067,387.2389776813984,412.5509707596302,267.172192240119,436.7776777163744,446.8680110791922
427,361.4102445249558,394.92951279842856,363.8310803514719,364.1735774214268,306.81925502729416,361.2814328340292,255.53611065924167,403.5878580058813,255.5194521585703,359.48341013610366,381.9543188195229,410.2688550175428,340.91615290188787,407.21145760273936,387.999107665658,421.6583005326986,373.0542655733824,436.2175518604517,367.4024470090866,423.4261520849466,419.6589774353504,272.7841277335882,447.8030349814892,370.98711916983126,479.13484707927705,382.45181912922857,412.1944288909435,265.9229054400921,434.9099215164185,448.8593317961693
428,362.7796937608719,397.9976399641037,364.5449163507223,364.4330226933956,305.74488718616965,354.56725189292433,258.47829027950763,402.78652610361576,255.6318816369772,362.1577482930422,374.8550661110878,413.1428403459788,344.66207952106,407.4910054923296,381.4707320657968,416.96397240567205,374.97636781573294,437.51231197869777,365.78404379582406,426.2352791560888,407.52392421734334,267.6004616179466,443.6926533125639,376.427308633089,472.7215228068828,381.7445417346954,412.85941929245,264.7598929957151,436.3275687174797,449.4537118117809
429,366.4446280744076,396.5324239503145,363.2417953293324,365.9775873363018,302.51476530086995,357.9008998742104,257.70366581332684,403.5122318841219,256.4939989936352,363.24346485114097,366.8231323678493,414.8122906813621,344.15794797742365,407.74566457355024,376.6612294353247,416.801581687808,372.3292641961575,437.4940809133053,365.5795293359756,421.9727365807295,404.8557435700893,270.5655880893469,447.8025745620728,374.5089401763678,474.0707398958206,382.40911831378935,412.7641665973664,263.4332104972601,437.1890971275568,449.93507029259206
430,361.4732222311497,395.43286769866944,364.9134340827465,365.53615521907807,301.7182689169645,357.50197530663013,260.6891236100197,403.4153169884682,259.34897175383566,363.69729581916334,373.3177376418114,417.43980292367934,342.8813758262396,409.18489150667193,378.9979331150055,423.4359887992144,378.5890382570028,433.4421400489807,365.9195191117525,423.8566336950064,407.5927102534771,270.6994691691399,440.1336179112196,374.8574639885426,467.8333944585323,384.5270481017828,412.542125439167,263.9602897863388,439.7736125159264,450.8012825216055
431,359.2076791342497,391.4157102988958,361.6302126055956,364.60030330228807,305.1778301987648,357.15785106420515,263.42481129419804,402.4054303218126,258.55702766990663,362.0558464013338,369.8062292073965,418.28084961926936,341.82499846804143,406.6015829395056,380.3030262058973,433.23591685652735,373.66157594037054,431.3209049311876,365.845957144618,422.5948163799047,410.6196536246538,269.1983324306011,436.9352603002787,375.07462379586696,459.38016447496415,384.53329287910464,406.29240120244026,266.49491519951823,439.3413715407849,456.2888235368729
432,358.8390804913044,385.2280186955929,361.4641367619038,362.305027226448,305.4555383088589,357.2794186650515,264.81848213374616,399.3510131182671,256.6095382281542,359.9819197379351,367.9972680530548,416.31078428196906,343.397648136735,407.33507125401496,380.74938009524345,435.6759632157088,378.27467820990086,433.619408531189,366.2443836530447,425.57910511362553,417.1641143916845,273.03912419831755,438.3043964480162,377.5465530372858,463.0209592635632,383.8601494181156,409.0743567936421,263.655170088172,438.76217796087263,455.0628714654446
433,362.6795092172623,381.4332870002985,365.61246414208415,366.2329422991276,296.09522736656663,355.6423553338051,265.7924730608463,402.9300943354368,258.1397289510965,361.4771052820682,372.8740311033726,417.328213160038,346.6327974412441,407.6561229819059,382.4798423534632,434.257591204524,372.7840694760084,435.84535020804407,365.1475626744032,427.050969435215,412.0405874701738,271.59123110866545,435.9556830114127,376.5942755881548,440.2603283195496,383.4250425357818,411.7683550798893,264.12496390199664,440.9581624356508,452.7616088305712
434,361.4010296326876,383.384682631135,362.9501788026095,366.1162720890045,292.009982970953,355.3170436807871,264.4736747610569,407.7973474155664,258.6424904102087,365.7354401099682,383.8458769211769,417.2867956898213,347.37169269657136,407.8857651195526,380.4073884664774,425.7073447533846,370.5822126220465,439.5875316541195,363.5268670531512,425.6645410740376,411.32629572737216,270.55016760110857,432.4491513999701,374.0907746431827,454.5852097756863,381.2985269807577,413.08941203475,264.44795920813084,442.2668358914852,454.4510014126301
435,366.9739737290144,383.8619354418517,362.55641892552376,367.4887141246796,288.3242238343954,352.609010892272,262.7395124896765,406.8127500760555,258.60706212961674,363.2296753754616,381.1116326663494,420.744429240942,354.5205173740387,405.8571065087318,380.999735755682,440.0191288136244,371.6038130785227,437.18691406834125,365.1700636768341,425.69643319010737,410.8416991686821,268.9218604260683,431.72415977752206,372.6586405336857,447.8655504014492,381.1868170208931,412.4268811597824,264.7683308725357,443.4734481660128,451.0832655557394
436,365.48683938789367,381.005083319664,366.31475736868384,368.5719798438549,280.77597657322883,356.39006710541247,258.27179377233983,405.7471004787684,257.9686635388136,363.1386551346779,380.4385883328914,419.9553073054552,351.84617201447486,407.6629382708073,379.3518149360418,424.0530876106024,368.2149956610203,437.0660321471691,364.8990937759877,424.2867302509546,416.22268187570575,270.38139817142485,430.6909472565651,373.04973026049134,448.154782804966,383.4106162741184,410.4162584630251,264.3886019960642,442.8779947600365,443.9167071746588
437,363.27639613068106,381.82430415809154,366.9293804762364,366.0965795061588,282.78605364918707,355.5255230135918,265.1092972894907,400.4352661314011,260.2471260401011,362.5860484671593,383.6495600762368,421.7069593976736,362.23489275181294,409.1857553946972,376.7777493225336,421.1833419793844,367.81159914803504,438.1239363024235,362.6113835260868,425.6696079592705,412.08005440068246,271.8483991924524,434.9825686471463,373.3507030937672,445.9811952590943,384.1732569961548,409.7638054103852,265.17704066443446,444.1204324777127,446.191528436184
438,366.36376925981045,384.0393834251165,366.2573176783324,361.8336241599321,278.3329667012692,351.956805513978,269.01887824976444,403.5056109951735,259.6683448275328,360.418210183382,386.6483300518989,420.3181971980333,354.5915958589316,407.1822241613865,382.2716512736082,431.1371554923384,367.436540276885,438.1475115339756,359.42602566623685,424.0378221555948,414.6482747979164,277.13738342678545,430.0379516716004,371.9215810108185,455.1105162217617,385.06161240124703,406.9951488115788,264.90420301246644,444.3762297565937,455.2466061893701
439,362.72103274559976,382.0244490505457,367.99339475297927,359.2245712991953,273.5779085713625,359.7475830345154,268.5586983141899,395.4600798424482,261.7606449594498,358.4788635389805,385.8324763588905,419.04734979867936,352.95474310863017,406.78316016733646,390.2101667984724,411.78694203341007,362.62824419116976,437.24439430618287,361.33849135696886,425.75744066298006,413.4447667709589,280.3978321803808,427.9097310268879,373.3407845529318,457.8566746697426,382.139536696434,404.72264574837686,267.1120844579935,441.1980736865997,452.6303420591354
440,362.9949807089568,377.3176326475144,368.2750009828806,359.6827293002605,273.8926384854317,361.0712099735737,268.7806049133539,396.0421015937328,261.1791078095436,357.0589884039164,374.6612977182865,417.3812296565771,358.99376787364486,406.05139378070834,389.0091849285364,407.0029087165594,363.8262915093899,438.2417368398905,361.3042149274349,423.716501257658,413.7321490232944,278.83144764578344,428.4661771588325,373.051076156497,449.2596334383488,380.6655902438164,404.29197607684137,269.07140234601496,439.5108953572512,458.2941606657505
441,366.1794576159716,376.75411721122265,368.55887278640273,362.4766272073984,268.7042065811157,363.8459012942314,265.74056549036504,397.6696356869936,260.6011130224466,354.2281986111403,377.521272854805,412.9616508041621,361.05697855782506,406.9527134461403,393.5696836606264,406.62061495149135,366.6393908314705,437.3505944752693,360.8035258822441,425.6620286355019,410.0079380276203,280.96088063776494,423.3944621067048,376.63556528437135,463.29028172540666,379.65820172166826,405.5304740570784,269.7173484358788,441.2743306914568,449.5544911415577
442,363.86420516991615,383.8860282341242,368.2164892864228,363.3580534501076,270.2923232662678,364.0063347547055,265.6381759661436,394.031330171585,260.44040379691126,354.3338164957762,373.4110466430187,416.5815646184683,362.0715037131309,407.9579183839559,392.7787870231867,411.5382695413828,375.4619817551375,435.9100065784455,365.2920242236853,426.754903254509,409.8026503837109,283.3091223151684,425.1167350627184,370.2393322328329,469.8175194890499,379.1890472115279,400.23339873743055,274.63962301528454,441.1718313010931,445.75007197296617
443,365.92395337879657,380.5076557198763,369.0707222549916,363.9693760617972,269.0945217461586,364.58300088465217,267.784305142045,395.0578803248405,260.5086928790808,354.0701348257065,376.4476106314659,418.8395302957296,357.64152561962607,404.0856639795304,382.3757184586525,417.3834260151386,377.62655042290686,442.3245611242056,363.72834885632994,426.3242037186623,410.1684607360363,285.2435531730652,428.5637057529688,372.8946587947607,462.6939510785341,379.9995541732311,395.2622079138756,275.02709680509565,441.7481077253818,444.4046273472309
444,370.9245881659984,380.81998571693896,369.1596299858093,365.5850395128727,268.5512705378532,365.1169519975185,265.8450043514967,394.2176885457039,259.77810390520096,353.9981332412958,369.7798539812565,420.7914052524567,358.4835663203001,408.7090049060584,380.2692486258745,418.6861659986973,370.4359055544138,443.47591584444046,361.40865872502326,425.4351274460554,411.70819812238216,286.818943734169,428.4110665931702,377.7889814547301,459.810731693387,381.5372659518719,389.1890339940786,274.0012457442284,445.2447951146364,441.7908931378126
445,370.09373215901854,376.4908501834869,369.0138165179491,372.6486912209988,269.9582372915745,366.03536969578266,265.08035872673986,392.94273610568047,259.7881158708334,354.4741392403841,367.3945636384487,424.12580903351306,362.9847178858519,406.8181925557852,383.2576029815674,407.3766774988175,375.7702839159966,434.9007284468413,362.0490467290878,426.7200712782145,412.60402507078646,287.0588080561161,429.1440541366339,376.9408293616772,460.2261289594173,381.1608926312924,385.0531725250482,276.3521059297323,445.023521425128,437.0738623248339
446,369.3847765983343,380.6059581592083,371.8922946002484,373.0755743818283,266.7508971924782,366.2881811054945,259.9390878567696,393.5001966788769,263.0071277127266,356.2083794836998,373.8478042845726,421.0441258956194,365.8028225187063,403.4394778455496,382.4680812506676,407.718409558177,384.206079467535,436.1958174916506,362.6608680653572,430.8916680859328,420.5461856232882,291.8823494005203,426.6494106812477,372.5877104908228,458.9528652373552,382.39581315374375,391.5193218713999,276.6843287117481,444.4121100479365,440.1332473757267
447,371.4714887187481,374.8940769115686,369.3780485512018,372.9996668325663,269.19425570964813,365.5341027854681,263.85692826759816,392.6987021793127,261.04101322317126,353.4696735194922,380.0833081743717,416.67090612268447,367.8440909872055,404.6786225373745,387.6857731647492,403.9597234586477,383.31277349996566,441.5708473097086,364.243318567276,431.1032111221552,422.2525999200344,293.8809832584858,424.2428825905323,374.3106866925955,454.3865119107962,384.7938549979925,391.0985471212864,278.1741748209,446.2592353054285,441.0067853516341
448,374.8444412879944,370.456995194316,369.07214711833,373.79324115502834,277.22141112470626,368.3749756855965,273.227414550066,397.9397243608236,260.8501456429958,354.2520309758186,378.9889585628509,418.69783049321177,369.3813529002666,399.24141733789446,385.3584388591051,407.67574789106845,370.4672432990074,439.179076395154,369.7088446867466,433.81811901032927,426.1194860092402,300.0698074133396,423.9289670345783,377.0903609957695,454.9453127714396,384.7477242984772,399.50417923116686,279.4163509374857,444.4524170278311,446.0465286390781
449,371.34552336013314,377.04279783654215,365.9622041316032,373.1667135993242,277.37711234641074,369.6000353264809,272.2109262473583,401.67353427422046,264.48302363359926,352.88876995503904,386.1302409071922,415.0471999021769,369.2610677084923,396.7465267248154,383.86292465114593,411.1472378257513,375.65844112122056,445.34149292624,369.5977413949967,436.76544699275496,426.20060652196406,308.8364157311916,422.3312657316923,376.7733922874928,450.1656936123371,382.0600583696365,391.6014257068634,279.6552685056925,444.1991663737297,444.1978574045896
450,369.59255847883225,381.6859449907541,371.6235574834347,373.0126726647616,276.3416743180752,370.6352788074017,271.5646209617853,403.42796034419536,261.944018642068,352.2418024240732,379.5187875921726,414.8874291692972,367.7123534802199,391.1920018125773,375.8349663558007,412.68909334135054,382.09649323821066,450.2044690358639,364.2349994540215,435.5377255649567,428.8078898150921,310.290176330328,426.6232318342924,376.5145054466725,451.6855593625307,382.16979065084456,395.92907284140585,281.3293001036644,445.3255634454489,456.21312372767926
451,371.8358086546659,380.2567561789751,370.9499295698405,374.6412188582421,283.9425351204872,373.4480971369744,273.6014293706417,404.3004306907654,264.0726233571768,351.9932123634815,380.85670855498313,418.8239847769737,365.5424336646796,390.6030854856968,378.24428940868376,418.07934556901455,387.3245338599682,449.550183332324,367.6985144646168,435.691832300663,432.2966680474281,314.62031755018234,427.60931635034086,380.8098322319984,454.2502634837628,382.17166655611993,387.3717870337963,284.9335214147568,445.631723327756,449.0728009740114
452,373.2782605737448,376.47929120242594,368.9939053951502,375.8457193571329,279.98934158837795,369.5481678544283,272.62094908344744,402.966869297266,261.0326446889639,351.87699197804926,373.9565696258545,422.6924501760006,368.17378938293456,389.75053924930097,373.32186615157127,421.3651126862047,385.9828184866905,445.3724236779213,368.0584877974987,433.9536575369835,439.9138845770359,313.8003008506298,427.3080218011141,378.2557200241089,453.4291599212885,384.0375544525385,388.5045384588242,286.5244763122797,444.95131818938256,453.8047439774275
453,374.0924355298281,379.72925936830046,366.6759058839083,374.79590533638,272.50611205220224,367.7694830571413,273.4773592541218,406.3823984404802,261.3257612148523,351.86882611691954,374.0338862085342,423.1015717935562,369.1201305826903,388.9582262837887,370.12587911772727,416.501282425046,387.055718372345,450.9363589617014,368.22370462822914,433.5038807097673,442.2227143614292,305.36866827869414,427.6463566516638,377.2388496360779,444.5942099496126,383.7148566045761,383.848412255764,288.12360681259634,444.2435940637589,459.4576041418314
454,370.9189216338396,375.858544362545,368.5018854364157,372.9662071201801,271.78279173755647,370.3093074070216,273.3986298456192,406.8920929858684,261.22888906574246,353.794322761178,377.86960576510427,423.3269289499521,363.4910804077387,393.7519443542957,372.0191816475392,420.8106495858431,389.71038414907457,452.9253574734926,368.9787038264275,438.9785829296112,441.02014430975913,312.90634559130666,426.6480719542503,378.9493124434948,437.8209218709469,383.4585881052017,386.8000221207142,286.8448450167179,445.1287208640575,460.4952410310507
455,369.0189216676951,374.1894613362551,375.0962889108658,373.8674317111969,271.657946846962,372.2238265174627,276.2090969129801,404.83127301073074,261.71435357177256,354.9193243954182,381.18407888817785,426.49400684344766,367.03958409750464,395.4672702989578,369.33519155716897,420.3336762660742,387.75674600994586,450.7126453576088,367.8244331767559,432.6374445066452,437.9768991674185,314.9342727187872,425.8538494369984,375.6101937118769,435.7579369240999,383.29486936593054,387.21386544966697,288.1646123899221,446.54758510923386,457.8690661371946
456,367.16784352838994,372.21970817255976,379.2812227708101,372.8495827912092,270.3032846944332,373.74934220194814,281.0413893413544,425.1878620481491,262.6641426646709,353.6482335550785,377.18812395691873,426.3139304128885,365.1499981677532,395.3063310754299,377.1400853631496,426.9873754645735,390.391607273817,444.470725504756,369.16214359259607,431.5205349501371,439.4572256578207,315.21028488707543,426.32608288514615,373.2235700769425,431.4660123279095,381.7929229291677,389.63529694104193,287.0566050710678,445.6803868945837,461.2812495059967
457,370.8648212206364,372.389716042161,381.9654393966198,372.64559483146667,269.8036836409569,375.6143079695702,276.4316929484606,407.9963747314215,262.22081553673746,352.1611387525797,381.6899370319844,431.5725417295694,364.7371298929453,394.30294714736937,376.393600278616,426.6840985561042,394.3882928103209,442.40293988537786,368.1646985690594,436.63297887313365,439.32141073834896,317.18665889155864,427.28109174788,371.01371141791344,433.0494131784439,381.6760519824028,384.4697849080563,285.67113503181935,446.8828854830265,461.7913759304285
458,370.5974202295542,373.765221480608,387.90517835998537,374.05268470942974,269.6414779610634,374.8085699263811,279.77555184078216,425.0494541835785,261.95530506062505,352.28863058424,385.1270058290958,431.518767372489,368.79980445480345,393.0152287780047,371.1812358812094,426.222231860308,392.7490927116871,430.6699331978559,368.3926736335754,438.30814659667016,439.9633479580879,315.24475327003,426.5541792545319,373.2198130278587,440.9205351862908,382.8060644942522,382.7225526342392,287.05754377233984,446.9791201013327,460.2798759987354
459,374.9861737602949,371.2706387617588,391.5614144127369,372.9165567250252,267.38870378351214,380.3742383738757,279.99854278731345,439.57826829516887,260.6119035418034,352.4838597677946,380.1642160358429,427.2714517930746,367.9125686004162,391.2362453505993,373.3564345897436,420.8577739518881,392.9739406808615,425.4721510593891,367.76606480169295,438.2977643302679,443.46159750902655,317.7813793776035,427.7010313322544,374.63996652972696,435.22259482574464,380.1272706773281,384.3408140449524,284.1336853786707,446.2103091478348,453.7779586890936
460,374.4552016929388,372.31135008764267,386.243002319932,374.35056303596497,268.1769460241795,380.5654855983257,279.98650788891314,441.3322883499861,260.38581593692305,354.34465490794184,379.0461210694313,428.3142604691983,365.0082932678461,390.5461113665104,376.3906892858744,416.9007580326796,389.0523662050962,434.55021064722536,367.8305145893097,437.12830630278586,441.4211612359285,313.1984744766951,426.92361015117166,374.2847861973047,425.9532548043728,376.6160748872757,386.8663094596863,276.8544700000286,448.616346141696,452.72431425118447
461,381.8817615242005,377.22031225597857,394.2358710497618,372.6640025293827,267.8735294663906,382.92957347214224,281.9930668554306,442.7070856359005,260.7106723442077,355.48308333826066,382.6023284702301,429.8782532646656,368.3024202898741,391.5998137991429,374.7771365896463,415.0689488331079,387.2267307661772,424.1235938130617,367.5563223130703,440.9447367118597,446.75738652288913,314.02164630031587,427.5717570220232,377.32454606223104,411.86544470214847,374.683661927104,386.0922302310467,281.0272506893873,446.5984119362831,448.8313452290296
462,380.4278937247992,376.2060562032461,393.0333179085255,374.008372323513,268.7892718589306,378.0031246848106,279.14596732521056,437.5108690544367,261.3689365624189,358.3638291358948,377.60094397091865,429.4752519733906,365.75575333476064,394.5783906461001,378.0028681526184,417.2143604459762,386.6737472423315,423.2065340138674,367.3146022062302,439.8458534362316,443.9730105756521,313.3331775147915,428.321620180726,378.2169062289,412.5188426406384,376.79971841812136,386.5708606402874,281.3890542761088,446.1331980242729,453.0776575975418
463,381.8178576099872,369.8228172069788,392.5592980673313,373.6856296877861,266.5525094335079,383.1292020136118,281.65425127935407,415.3670224524736,264.34646482348444,358.6666459300518,373.36025668787954,431.2967250157595,372.135629778266,394.8103348121643,374.708813629508,421.2219604290724,386.24035059511664,425.5455203145742,366.54283989143374,437.1753960766793,438.2664216989279,314.76064836335183,429.6787921485901,378.9045018798113,404.9583103775978,379.1773604531288,390.189472563982,280.7908302998543,447.822698549509,454.4319818862677
464,383.27058594095706,374.88395518171785,394.0578645849228,373.33835321736336,264.9510696363449,386.0006050831079,283.8380681370497,408.5459128607512,262.83579256510734,358.87243347692487,365.55982326173785,430.98435744178295,367.3625271924734,396.4947361725569,375.9185622829199,419.9600274313688,383.2275664863586,426.88945797240734,367.1492114443779,443.93082880604265,440.2715146592856,316.1418453104496,433.37176323914525,377.4928365428448,425.4596379508972,376.5152434991598,386.3672359626293,286.32655710577967,454.8110391355753,456.9053507087231
465,383.9236422418356,367.4523817965984,395.026806342721,373.55651720774176,264.5536743490696,382.280269334197,283.4837778186798,405.56055472183226,262.7321184473038,360.01929870760443,365.8579679977894,434.0106837927103,364.1713316723108,394.0453349896669,378.4210163508654,418.1471991255284,385.6564304099083,407.9832009329796,367.383365357399,451.31614058852193,439.8609341511726,319.104526884675,435.9640766671896,375.9224757511616,427.17925889611246,378.4592307718992,388.04471233987806,288.9824113849401,453.6920724161863,457.3866839927435
466,383.9307737044096,371.6105011754036,400.5349566464424,375.89572737550736,266.25097377085683,383.4911043051481,285.4008814293146,405.65475050044057,264.2153074674606,359.69289075124266,369.7086462776661,434.7457541177273,369.9457757601738,391.07790708231926,375.0121780019999,425.5529958542762,387.7761901718378,395.9274776358605,366.7234484632015,452.5634409511089,433.3122013161183,321.51643643009663,432.0687746599913,374.7025398045778,424.9783085107803,377.6332550039292,386.1366406927109,283.3269574506283,459.2588959130049,455.7071115521193
467,390.3214219415188,369.6756959328652,407.99243839657305,368.74760640978815,270.8177619726658,381.7855897934437,286.43963342928885,407.9198859717846,263.67890350437165,358.08988749182225,372.7702699606419,434.9275454915762,369.76606978118417,390.4076088962555,374.9241383498907,428.1075072370876,391.3241635509729,385.20946502649787,365.0010907120705,457.5507606155873,433.3993314371109,316.76072974014284,430.969772574544,375.3434511078596,428.46992424082754,375.3012950533628,383.7573018658161,281.5683983238936,455.4515345569849,455.32554183352
468,386.7683812813759,369.8460837765932,406.86621750593184,367.79407214546205,274.51863402843475,381.020329483509,281.5241537243128,407.9309472169876,263.08347496974466,359.4989400761128,375.0637092289925,437.0317999213934,368.4251894690991,389.07996244752405,373.8805922948122,429.767127201954,391.17822931098937,383.6329027988911,365.2362683238984,454.8860552779436,422.5368380463123,319.6282750982046,430.9911180231571,367.5993152846098,404.3206485323906,374.3861417287588,380.5349711484909,285.252911875844,458.5901892857552,455.9814519056082
469,389.84052854168414,368.0390264246464,400.9294410865307,370.5562922255993,276.5414717159271,380.3970257754326,280.4169569132328,407.12508986532686,263.6597448208332,358.8538138154745,363.967895471096,433.845691352129,373.8349408869743,385.8174887408018,374.3332884148359,430.3943065488804,393.45775610923766,406.8326647775173,364.7580115568638,458.1376584973335,426.7917414984703,336.83943285489084,425.72196011948586,375.3052147436142,403.2274592041969,369.8304371758699,375.6960629775524,284.6244747558832,465.4810912475586,461.0820557088852
470,393.78372813498976,368.7257744014263,403.5263310642242,370.0934964373112,272.9989738099575,378.8631662138701,285.0299207139015,406.4250623441935,264.49357133352754,359.30971021938325,360.88471366643904,435.272595952034,374.4694709895849,388.9012719157934,376.83636876511576,424.1908285768614,394.684200807333,411.3255161112547,366.32429961776734,460.5029355140924,430.67618212532994,348.17328839683535,422.92944982290265,374.1215069357157,395.4736969885826,371.5364708433151,375.97958366036414,284.1998272302151,466.3951493606567,463.0490961155891
471,392.411229318738,367.9118320530653,402.1879090906382,367.3770933918953,276.65902540016174,378.7207510311604,286.38889816331863,407.21508176636695,264.8275954231024,359.6693242040873,366.7726409976482,434.7041042819023,373.0035087777376,389.7905803399086,378.94468061470985,433.8186694260236,387.1184989261627,414.3078167754412,363.9100907437801,463.8430730433464,427.3297122769356,356.7041880905628,421.0970420176983,373.0919847940207,405.1992221038341,372.64698708641527,372.0595238482952,285.5126217736006,467.0919821814298,465.4171454312801
472,391.76320595014096,367.5062503836155,398.19315412425993,371.8591108853817,274.59722665047644,376.7571592385769,287.892957165122,407.5693169908524,264.80018065321445,358.68380618715287,369.0873994487524,432.1077111341953,367.3593273001909,390.5724147156477,381.97508825433255,433.5205872789256,386.4109430738688,413.2935594007969,363.8440714185238,459.7944540290832,429.89487553596496,356.6755013775826,418.9724434559345,377.1758386298418,414.0776718806029,364.41329396140577,372.25416761779786,286.328596817255,470.1195216172933,461.7258349199295
473,390.6695475257635,367.6667719790936,405.7687457127571,368.6318655171394,273.0163627488613,377.25793972694873,299.01964450120926,411.0085694208145,263.9081442296505,358.6270494167805,369.609982847929,430.96844466257096,369.44853239512446,386.886742440939,380.24117696917057,431.3836075536094,386.0476948879957,418.3066819964647,359.81857487654685,459.5222875415087,426.1950316091776,352.25415365338324,416.4908764185906,376.5461021381616,411.7987338459492,363.5576804507971,372.1716213374138,282.23008202135566,469.2857043426037,462.2088924539089
474,393.8461480644941,367.477492963314,399.3558700398207,368.74372171854975,265.01517921090124,378.9989760798216,295.60888024139405,410.7189392180443,265.9213223439455,362.034649582386,367.7564796727896,434.0229198511839,371.124171957612,385.8587709218264,381.1882501727343,437.7725622883331,388.63668040955065,402.93308442747593,357.9129185323715,461.7183830999136,427.0942634626627,346.1013318164349,418.5009649312496,374.5660801873207,420.5571225004196,369.3314700957537,372.87040699601175,284.5583493064642,473.7504655163288,462.8436535037756
475,395.0457800012827,366.6726368442774,426.67415439713,369.7572593554258,265.835773576498,376.30439843189714,308.5216447737217,410.0347901746035,265.4551459518671,364.0928138593436,381.8068142416477,432.3678042098284,372.8805465884209,390.6001259436607,378.4368301979304,437.51191009162505,390.45161551642417,392.45547582769393,360.9399517602921,461.8028232371807,430.2024738899469,339.2949447090626,414.4631670963764,374.54984239029886,421.7790512597561,370.4869526536465,371.1062447168827,287.82509985029697,469.3341277242899,469.2491867449284
476,393.5087734436989,368.78909676051137,424.0161078954935,372.6022732115984,267.1881818938255,378.7266864156723,305.1088413864374,411.3928330199719,264.78412460279463,364.507498573184,385.8220278685093,433.590833599329,367.1376031589508,385.5021106644869,379.5949153074026,445.15178887066565,388.9114104280472,405.9133765689135,360.5532921915054,472.2226324933768,428.6053380926848,340.43961029064656,413.7791850026846,377.0867163735628,421.1905591803789,372.1902187997103,370.11875985741614,289.8076064177752,469.9176327792406,468.1285950183868
477,393.826804844737,368.3488364042044,419.39697284328935,374.6838438335657,268.47606109142305,379.5377878234386,311.74808096194266,410.8078612074852,263.4155891971588,367.0052960859537,380.4684931886196,431.3084880286455,373.96877588796616,385.69032248425486,379.34957486593726,452.458079357811,385.174800029397,418.0536495312453,358.8969501149654,461.5848384197951,428.56645504295824,332.78980241942406,416.03271999645233,377.97799547207353,415.5785733277798,372.6966347829104,368.9587754540443,293.4010164567232,462.3931416908503,468.6964604583978
478,392.9648774298429,368.9405949313641,418.72495861017705,374.0847938070297,264.87405769205094,376.6334420148134,318.6910531988144,412.8531694252491,263.7133726708889,368.3279741407633,374.218403608799,430.6443380846977,373.5549960051775,379.18511541986464,378.04208993315694,456.106788902424,385.376970682621,399.4938835366965,357.8225885350704,466.3073048970699,432.119634573698,358.3407898102999,415.7245083566904,375.3842773481608,411.2952758319378,374.17222339606286,371.29901566410064,291.2951289640665,461.3807482813597,462.6763786164522
