n_policy,pack_PPO_Walker2d1_relative_perc_criteria_best,pack_PPO_Walker2d2_relative_perc_criteria_best,pack_PPO_Walker2d3_relative_perc_criteria_best,pack_PPO_Walker2d4_relative_perc_criteria_best,pack_PPO_Walker2d5_relative_perc_criteria_best,pack_PPO_Walker2d6_relative_perc_criteria_best,pack_PPO_Walker2d7_relative_perc_criteria_best,pack_PPO_Walker2d8_relative_perc_criteria_best,pack_PPO_Walker2d9_relative_perc_criteria_best,pack_PPO_Walker2d10_relative_perc_criteria_best,pack_PPO_Walker2d11_relative_perc_criteria_best,pack_PPO_Walker2d12_relative_perc_criteria_best,pack_PPO_Walker2d13_relative_perc_criteria_best,pack_PPO_Walker2d14_relative_perc_criteria_best,pack_PPO_Walker2d15_relative_perc_criteria_best,pack_PPO_Walker2d16_relative_perc_criteria_best,pack_PPO_Walker2d17_relative_perc_criteria_best,pack_PPO_Walker2d18_relative_perc_criteria_best,pack_PPO_Walker2d19_relative_perc_criteria_best,pack_PPO_Walker2d20_relative_perc_criteria_best,pack_PPO_Walker2d21_relative_perc_criteria_best,pack_PPO_Walker2d22_relative_perc_criteria_best,pack_PPO_Walker2d23_relative_perc_criteria_best,pack_PPO_Walker2d24_relative_perc_criteria_best,pack_PPO_Walker2d25_relative_perc_criteria_best,pack_PPO_Walker2d26_relative_perc_criteria_best,pack_PPO_Walker2d27_relative_perc_criteria_best,pack_PPO_Walker2d28_relative_perc_criteria_best,pack_PPO_Walker2d29_relative_perc_criteria_best,pack_PPO_Walker2d30_relative_perc_criteria_best
128,0.8371191409796687,0.9143288460728048,0.5409091344180832,0.9112248801911692,0.7987458866604912,0.9606139482285396,0.878046727336413,0.8672991251969312,0.8516097742148153,0.8996731576110669,0.8376550943893917,0.7235671034858843,0.3713771616312281,0.9117530951426462,0.9991999765914044,0.9430534384806112,0.8436880529272278,0.8290442480252818,0.886725262748832,0.8414090272064809,0.7660127485593773,1.0,0.825636538077643,0.7591969821082334,0.7771379308544524,0.9694994357812674,0.9789379471511752,0.8683077199241299,0.9482852134349092,0.8896642371129627
129,0.8323252777526918,0.9135216112647204,0.5415767485234345,0.9076585199558702,0.8051251727849233,0.9651731765953622,0.8769764798320175,0.8766590766669864,0.858215695108384,0.9001266253958405,0.841821731555586,0.7195497421245639,0.3715097961279188,0.904973129884127,0.997951873634468,0.9544119228174416,0.8548233224614832,0.8362965603817901,0.908114867003906,0.8341052862790437,0.9647501953128322,1.0,0.8288363960856373,0.7549691389602807,0.7929303924826799,0.948452705243682,0.9813947449456302,0.8973841806136871,0.9483617043079894,0.8897241537714723
130,0.8344770715199107,0.9012148659712076,0.5366397268208135,0.9091806054683844,0.8077682181346161,0.9747824030009954,0.8793411371475349,0.8421245815926668,0.9490982247373216,0.8868923606935922,0.8421184977732242,0.7178323598020417,0.3694683118911832,0.8812543111343947,0.9998590216149158,0.9528217239859202,0.8528293758282796,0.8507575176173225,0.9154572741084211,0.8360826815988733,0.9765562312323808,0.99116571093674,0.8288335676755025,0.7550922189222044,0.7915324998864006,0.9941138088757582,0.995239451729372,0.8919924865532195,0.9636342069110392,0.8894589092032025
131,0.8416396382353107,0.9040840043523252,0.5407458815244002,0.9111172270647864,0.805250106056576,0.9809740758812062,0.8766055598567305,0.8516113634980236,0.8868297891046267,0.8896148684833112,0.8417053808498027,0.7189694959826236,0.4294377389578269,0.8868353088193123,0.9893450775583228,0.9566047911284888,0.8501713831874869,0.8357176110379099,0.8781664632128094,0.8351841394677322,0.9427446105793548,0.9882035718691498,0.8292278550694338,0.7567087919726304,0.8013301962387991,0.9873626076299964,0.9987536653305352,0.8835202796427217,0.958084649706367,0.8925496834780309
132,0.8432525608258248,0.9039021150311948,0.5439591965522311,0.9214387293101486,0.80427205669338,0.9897678231618382,0.8768837390866779,0.8505829318671284,0.8525782583607464,0.8873789365923881,0.8424467016401104,0.714562265633476,0.4953208900908339,0.8846066288915183,1.0,0.9807277430359504,0.8424029557696134,0.83566534853746,0.8659536472332668,0.8490248613004663,0.9925347337953208,0.9581050242590324,0.8286357042010004,0.758609850592884,0.7968951625482793,0.9762203395953708,0.9993414918658377,0.8624807225080859,0.9461165597601646,0.8845124132486848
133,0.8464951143308461,0.9093109123137434,0.5468972787085133,0.9219047924699746,0.7997501612750021,0.9722979008843198,0.8770021570974934,0.8517414042431272,0.8580480792821107,0.8874337550656487,0.8444008799279348,0.7217146196627289,0.4846196788405351,0.8921093336589225,0.9816173452315498,1.0,0.8453639781889185,0.836570722691022,0.8685470416066243,0.8603143235744564,0.9958365807303264,0.9533057504464856,0.830473752897607,0.7510904085069319,0.7817919514198964,0.941442656481212,0.9930103129707444,0.8654818512663636,0.944016922342518,0.8806894246956894
134,0.8495580846879458,0.9105568488003072,0.5348929438324381,0.9333826549244414,0.7989416649146329,0.9703664654014758,0.8773322945831872,0.8551484779963652,0.8293443801960395,0.8844548568083783,0.8445835397186235,0.7174000601070685,0.494247540073436,0.907577432877766,0.9689587119411204,0.992241850797788,0.8462020699211817,0.83938468877325,0.8675205743383889,0.8481848214630567,0.971183438697462,0.9461093665322312,0.8316236449927976,0.7496396763565346,0.7929586689421371,0.9304133237739493,0.9902286259584544,0.8845596112926039,0.956283961475869,0.8868567452134664
135,0.8503243442667799,0.8989809502463717,0.5398628896704617,0.9427811297430012,0.7998382077905715,0.9604671764261312,0.8772498254694079,0.8508056666020715,0.8288575571747806,0.8876742607175803,0.8431670973155435,0.7151214244622881,0.4858667661140353,0.9046662306287476,0.9410679501878944,0.9628895788882929,0.8388295647218852,0.8130657992297438,0.8722030552816415,0.8489226407828384,1.0,0.947360081751796,0.8327156650238954,0.7513916287429915,0.7690106582551114,0.9043677775704898,0.9869380589036072,0.8960623123267071,0.9687492998828072,0.8827860654857862
136,0.8500066146445521,0.8999281066210811,0.538493262689718,0.9580449026119136,0.8006313279041491,0.9582210974501068,0.8774804154120927,0.8413056069491607,0.8071043484298465,0.8913159045619159,0.8432534170708563,0.7226481789240354,0.556564092877623,0.9154057957703176,0.9399917478852092,0.9652116831339724,0.8369157164863307,0.8121736282680144,0.86253250443466,0.8485327997489837,0.9789010226316504,0.9472265375615464,0.8303076810328598,0.7498586198991043,0.7621695781337503,0.9364520783251896,0.9396931121811708,0.8916612639797592,0.9764869958248276,0.882955560577656
137,0.8483862369020122,0.8924354252903273,0.5454734631829261,0.945727402758704,0.8046990112215715,0.960493993325955,0.8776680795122795,0.8409475063359535,0.8181935020677444,0.8944590967517945,0.8445297180126444,0.7233660915288562,0.5676608129811186,0.9121605049041228,0.9875238911704508,0.9828473844032856,0.8430235868088711,0.802734786773902,0.8693204578250511,0.8424255666006655,0.9520484707413518,0.9433972017815668,0.8298450552581651,0.7565860797941637,0.7622087577502156,0.891896947584743,0.942478749084817,0.9253939120675057,0.9770972196592236,0.8826701576766738
138,0.8492120009692207,0.8918347493385806,0.5408167284960369,0.949186567805996,0.8048911137377349,0.9598434238166768,0.8749903172556637,0.8454500234600385,0.8069433399972714,0.8661686669469769,0.831180110411855,0.724063293392962,0.5817826363995912,0.9063580227586474,0.9730980297443746,1.0,0.8414526540369377,0.796324219671634,0.872310828282931,0.84699215961336,0.9291272039935916,0.976746498480756,0.8266239123360433,0.7543537356214739,0.7622425225357631,0.917386809408822,0.944558671395988,0.9283687781432218,0.9968608884601186,0.8877082050361897
139,0.8493781400477537,0.8919227643600726,0.5349471343670094,0.9496801086382824,0.8019901003719854,0.9560614455870426,0.8722957279641431,0.848244293560558,0.8385668312055797,0.8609039655391174,0.8370377640232952,0.7185765577916187,0.587805502776119,0.9089520778131068,0.9803646153624704,1.0,0.8448472716803481,0.8132125209085628,0.8883750751825527,0.8713526279521091,0.9309432807351388,0.888006914417654,0.8245804868645308,0.760886310498258,0.7598050023751656,0.9581807646366552,0.957601571044512,0.930278765239442,0.9758764317987576,0.8837564180399474
140,0.8568833147570658,0.8840531322165994,0.5353014612281252,0.936801693037286,0.8168517981985671,0.9651507343195578,0.874092228682483,0.8472343129574765,0.8554017871790068,0.8717538706418522,0.8282355674592382,0.7206020229984406,0.588798684757869,0.9178407674097064,0.985873125772032,0.9456810415443664,0.8477530228990053,0.7981317455696492,0.9163583006174716,0.8729622856789908,0.9332157151063324,0.878845244179847,0.8202074901996609,0.7546366218252978,0.7597045733241525,0.9325539429789408,0.88641986623569,0.9281131923803952,0.9705077176113376,0.891933162655905
141,0.8587366932646496,0.8971427069575814,0.5312851641873556,0.9368792209769536,0.8181918458485294,0.9722832625693356,0.874771753345704,0.8597760214231653,0.8304096886861803,0.8694108617852436,0.844490751538068,0.7195571384110337,0.6493554251159189,0.9045415683716972,0.9922910287859156,0.9996673769764184,0.8494479062976652,0.7878838372059911,0.9062630275030022,0.8706427991711011,0.9386242944268514,0.9463582903059804,0.8241924450083621,0.7469453943582206,0.7623698077587435,0.9218849935330358,0.905187764644134,0.90786885672101,0.9487522283067468,0.902639496672344
142,0.858555464381197,0.8986942516161506,0.5279157012652873,0.9390347154624178,0.8206244932026078,0.9689643879738158,0.8609702128518495,0.8572439466418482,0.846464775356329,0.9171858394061692,0.8468244679295621,0.7317035757205838,0.6321699169969898,0.8979409622225514,0.9865676593189686,1.0,0.8542742139135074,0.7979890396779404,0.9137805679570474,0.8645944444865463,0.9515622535103084,0.9616134117693836,0.8263812337291138,0.7479702246736817,0.7649779839234903,0.9220081656849394,0.8607055899481112,0.9143508379488646,0.9501864161105504,0.9020560924832248
143,0.8575691465779195,0.9076586233109546,0.527534690743499,0.9297831950019908,0.8251833590190748,0.9727215825665314,0.8758853702601436,0.8656920915908016,0.8667508703613149,0.9100123294447444,0.844822333924121,0.7329976697932753,0.6730961857630294,0.8977255375146339,0.9508997670169208,0.9926279239485656,0.8575405079208521,0.7890057854051334,0.95239380723132,0.8653157955124263,0.9023249327382536,0.9717416556078812,0.8286642473586443,0.7462504004136059,0.7674964438320617,0.9224204049883076,0.8335552755840787,0.9097674268724936,0.949620437905667,0.9089849942666778
144,0.8607382380507932,0.907839231219056,0.534141422630074,0.9296523446181992,0.8344612518888602,0.9754446646713376,0.870366843334808,0.8764200948531302,0.8320329752035034,0.9074955712107192,0.8436967646783607,0.7283746744785266,0.6627140562141961,0.8989824593152271,0.971195419637343,0.8799420328200781,0.8562103673692661,0.7882124923943029,0.9625135250444504,0.866906964773254,0.9178797555883936,0.990447154628808,0.8300255271273068,0.7460707082959991,0.7603639365138993,0.9010295108338272,0.8308584684490694,0.8935807694915908,0.9757798181423716,0.9080446837631846
145,0.8604762221384836,0.9077662990929262,0.5359960705157258,0.9252897257593802,0.8319743718345919,0.964469330265476,0.8704705985432558,0.8862567933539733,0.8593632514110985,0.9183673370957964,0.8381936074872124,0.7215635697804145,0.5892391798891327,0.90405802858897,0.9738659365983092,0.8421125016337406,0.8567461853014227,0.785489344095695,0.9261369679820234,0.8646430579331795,0.9929250034813026,0.9897731953004156,0.8279645146843678,0.7427768396762331,0.7508895969378843,0.8761483015726763,0.8103237591704732,0.9009749738174136,0.9755331600248806,0.9146740187690356
146,0.8650650835587258,0.9233066593942606,0.5474701997823573,0.9214272281500387,0.8444433623326029,0.9595049394810454,0.868512490511234,0.882464311248214,0.7747682948560004,0.9420744015987812,0.8433516113933919,0.7144896280466041,0.619100004831121,0.8984652199648095,0.9775206145216134,0.8315501244797305,0.8611325859452614,0.7890622662305055,0.8885260997097886,0.8562784019348452,1.0,0.9987194914387904,0.8305593318038772,0.7387783992814221,0.7487270581663547,0.9157144212757348,0.8842448254495787,0.906311553611875,0.983542130767959,0.9000795520618586
147,0.8593949045402794,0.9091518025183588,0.5589799618377838,0.9331315191266244,0.8310239417240811,0.9683115240263442,0.8564016386583965,0.8960621945222078,0.7821961050844984,0.932257305139214,0.8391688264426005,0.7086756029775753,0.6822186708920862,0.9034110168253868,0.9763404037628886,0.8286535235638979,0.8591865273741203,0.7861661691030702,0.8852109056037224,0.8490301133377279,0.9925488474123686,0.9647383363291409,0.8304608478892596,0.7419658905778338,0.7466564921793524,0.9468369551795762,0.8845458018868279,0.8970615219071167,0.9951521732300388,0.9128246350037156
148,0.857427807319755,0.9174174223439828,0.5675888983153603,0.9281144214705238,0.8111852074261737,0.9743690103256494,0.8684363897067745,0.8879646739452511,0.7799471005415567,0.9381403542231,0.8477207304333075,0.7077193005504064,0.6924782021549601,0.8898102932304819,0.9735746425405748,0.6661572205786874,0.859474747978511,0.7832695849108028,0.8645855786704585,0.8445404408316003,1.0,0.9657956993584284,0.8325975984969466,0.7419606797118081,0.7463650987073164,0.9838437532507636,0.8997775734352746,0.9139340950473211,0.9985135603429616,0.9130793910587486
149,0.8609482119706143,0.9178896987500892,0.5673546835172937,0.9305352965735306,0.8009599647821504,0.9656103158216142,0.891978538960525,0.8807444384344842,0.7656920506736891,0.9559915922649124,0.8488499544218139,0.7069202985633507,0.7310548028829392,0.8861298676577024,0.977774334051067,0.679111329918155,0.8565779490531146,0.7795354178888615,0.8572032999359918,0.8568837797042058,0.9928457544246444,0.9479738824465592,0.8327534024369364,0.7401947335629093,0.7478818879879975,0.9228935509621062,0.8648742896566285,0.9175089382240406,0.9854854566708632,0.9185699687428356
150,0.8601717936529285,0.9181111240724096,0.5701789694671704,0.9254773239717854,0.7983226940065786,0.961066629960042,0.9383796011713348,0.8765504169404403,0.7527043977214218,0.9431910040348775,0.8500736227755348,0.7052417900560308,0.7544966046330878,0.8808618907778958,0.9845119886712512,0.5581178716993402,0.8526198282218524,0.7763090748936303,0.8693302706800035,0.8541812108777305,0.9969112566118524,0.9415315639754674,0.828588130297367,0.7380745910430881,0.7465425877214512,0.9115991402709852,0.8358057225530892,0.924002061339528,1.0,0.9244325801008684
151,0.8721773228579325,0.921445395858107,0.5709419695726612,0.9183889798710504,0.7876953795874554,0.9631958090963956,0.944371793667688,0.9095543414404648,0.7718126578162341,0.9250294232607852,0.8478619020475702,0.7050220581646561,0.7041075138234885,0.8776387421670552,0.9730605492717764,0.5166374253060517,0.8654734145002608,0.7845268894512629,0.88296139965445,0.8365586427678396,0.9731772833992324,0.965105785692869,0.8268635437958713,0.737281917568384,0.7475239510409819,0.9480966973072512,0.7793716776493622,0.931769863637664,0.969147242587804,0.9242626197960728
152,0.8705851271289939,0.9217047784936836,0.5918722209680515,0.9182204692122136,0.7880608075307285,0.96024485603398,0.9559824952049264,0.9006727523638121,0.7823524683846695,0.9297587415170432,0.838127244305884,0.7037729713161528,0.6704017520049249,0.8696071712709939,0.9742287843872648,0.4778916941544079,0.8536877312349711,0.790476332475172,0.8701517639000111,0.8383903575457153,0.9514070442748388,0.9629215075208112,0.8236144486810302,0.7345809820641453,0.7498849786062047,0.9732410596451044,0.7655139226794739,0.9593439239574924,0.9648328460613522,0.9028665944076116
153,0.8716357488218641,0.9402399111528772,0.6153056790914978,0.9210897240466392,0.7877614676751801,0.9683545908360772,0.933132140733476,0.9274976121839827,0.7960748124155593,0.9283671448562194,0.8513045627953515,0.7024221339557464,0.6617917205069445,0.8639218845960399,0.9782328760974944,0.5393278280155172,0.8656276110789607,0.7875053605308311,0.8482748825923586,0.8413451292599999,0.9645260205739672,0.949523727812324,0.8280371710289092,0.7366824166043866,0.7500103324122663,0.9687535013014946,0.766131750669511,0.9295047639095582,0.9758378045580988,0.8928236112303851
154,0.8730346986013362,0.9410819804116008,0.6031120792074967,0.9242792728953052,0.7890120207201089,0.97955323821671,0.9306778020291648,0.9533630314584012,0.7516473639205948,0.923793061037724,0.851956012905241,0.704914150445972,0.6397926295372748,0.8649169582090462,0.9552990475322182,0.5762187719024541,0.8539231365056349,0.7869693164566267,0.8463586005364634,0.831018173380452,0.984817950919582,0.944761300147635,0.8244247620150406,0.7352781804852581,0.7545200401922946,0.9897839926659784,0.780573450685923,0.9305088443715954,0.9587612239673294,0.9005267553379878
155,0.8743546456978419,0.9303489333056468,0.6290393204394114,0.9228053182185744,0.7898489878129825,0.9815490349658882,0.9291418205111764,0.9208854785168172,0.7607136622772216,0.947595546769888,0.8527344236075387,0.7046185967230143,0.6722420871330911,0.87322115511935,0.9750227470352744,0.564158432786155,0.8451534016509716,0.7802392012970335,0.8431825348563999,0.8335730187138339,1.0,0.9456041815886836,0.8232714668958564,0.7339483878698256,0.7575197984538202,1.0,0.7644396410044128,0.9476863541479464,0.9495947788922304,0.9012685593571867
156,0.8695278773308717,0.930992255850394,0.6264852991334515,0.9296019078052112,0.7904119857969496,1.0,0.9244718991236258,0.920382379985566,0.7374892948132697,0.9224424924364744,0.8402555294428562,0.7041341762305076,0.671602183559242,0.8836748275368794,0.9703258611710772,0.469282464350215,0.8483760955610185,0.779804921634311,0.8496961245168799,0.838024958734857,1.0,0.9500621341392926,0.8239195536885731,0.733450364776306,0.7536451492941452,0.9938537485481967,0.7948049717435367,0.9543264797222044,0.9581286466971864,0.9015520208314864
157,0.866980984038624,0.9389846958310284,0.6411955276590567,0.9308722846684926,0.7901024352115282,1.0,0.8997892903936263,0.9149914191398834,0.7505090937172889,0.9359850169322878,0.8347547015255502,0.7044431444070486,0.6884724592858446,0.8792515618423273,0.9811086056701538,0.4511985528123936,0.8479848098439171,0.7817013954376133,0.8450287712910896,0.8508300924596588,0.928367667586311,0.9243974781624418,0.823618331288208,0.7328625845212812,0.7611804987112144,0.9967295218799496,0.7732157801749332,0.9540033084430182,0.9795312286584156,0.9066799075273194
158,0.8670785701819066,0.9382603217075058,0.6367100095220449,0.9349718519240764,0.7867314960108198,0.9810364617474142,0.9000541362554272,0.916839660282724,0.7525693309253084,0.9411065845915731,0.8341046267604308,0.703089944791371,0.6076230791236132,0.8721419430835575,0.9813805307183088,0.5286739517223297,0.8458985306268695,0.7950703559941682,0.8306925818487497,0.8588937308292451,0.9357644471918466,0.8762835036049418,0.8253768115174337,0.7324055768844749,0.74819054999176,0.995093741827291,0.7636129221157224,0.9522978259940748,0.9810213277125076,0.9020729075868474
159,0.8674282219146837,0.9354593653588668,0.6541486308085959,0.9402884784958768,0.7711688223732852,0.9664503333778492,0.8955940533456307,0.8926296550619025,0.7693605064151003,0.9390025747793966,0.8282733200892408,0.7031705789436293,0.6680159027128604,0.8646849160495071,0.9699800299191934,0.469439741476204,0.85797920982777,0.8226080220181142,0.8200916999267106,0.856263775360849,0.947983374419214,0.8430243886560194,0.8238473093015432,0.7313206805789592,0.7417013606121006,0.9900926417201048,0.7844915373893285,0.9234166449186214,0.9743340752222676,0.9045649771928644
160,0.8690026106904563,0.9385713408197676,0.650997767399869,0.9655113873428958,0.7682128539274232,0.9587781497182482,0.8959053871594453,0.876558331142727,0.7540816599314782,0.944073920025004,0.831741288973745,0.7024029537699379,0.6760053618001781,0.8539242160860487,0.9674325483933328,0.5820606198549348,0.8534404466916309,0.8287689391439315,0.8232067289236947,0.8556173625484109,0.8440446438256429,0.8147099581192917,0.8251101983605634,0.7311242979327226,0.7308158489676139,0.9922193710154354,0.7776181320413221,0.919921851499106,0.968296830995538,0.9063586586615612
161,0.8736439107554913,0.9485152569115116,0.7156410713424152,0.9633416188670624,0.7904986378289736,0.962682643144693,0.8937445210238867,0.8759402942661726,0.7520244870944892,0.93024874187207,0.8280047451887428,0.7031342174420655,0.6751927617290384,0.853814683342105,0.9513824243878722,0.5316829333770908,0.853777272379587,0.8268743702980508,0.834017265326431,0.8548047772131608,0.8706951193060294,0.822646613995968,0.8298582783663939,0.7284905546808458,0.7358823224436258,0.9905076609032432,0.7555642226150324,0.9291366308040364,0.9688497915609264,0.9121049475864816
162,0.883012866302912,0.9420163660561806,0.7137327736140573,0.9644713933307166,0.7917732968981479,0.9786090409187096,0.892110002690245,0.8820519618420551,0.7338115600948532,0.9126382674504572,0.846307628950402,0.7036476043767483,0.6554402586696808,0.8242071865641626,0.9678588187832688,0.5017912595240032,0.8528243279392699,0.8281624895773406,0.8312187967937801,0.8648091512512682,0.697739380614645,0.8575502130595745,0.8323252439196853,0.7273547881075756,0.7367293961388239,1.0,0.7649266125650187,0.9301021821430596,0.9597437717914876,0.91317816956875
163,0.8829644853558037,0.9396763376049736,0.7176900475197374,0.970412627509392,0.7911586240486926,0.9840171163282722,0.8884251269335456,0.867606841560052,0.7309439565512857,0.9165795748702016,0.8450416310318342,0.7048444812374649,0.6615863464828371,0.8600714205620513,0.9304707296636198,0.4513998185416703,0.8500671764604404,0.8138553894613474,0.8173563488937334,0.860862777311377,0.5946235776246817,0.8243641561598974,0.8319441197230818,0.7292818070185747,0.7399163980806968,1.0,0.7656008512591944,0.9292897693682152,0.9521309159372492,0.9163609912048316
164,0.8650604649299719,0.944562485572364,0.7065170996788169,0.9655930152286138,0.7970628114651643,0.9902324899693664,0.8879273975355747,0.8658029720736166,0.7232252462422394,0.9134510300423692,0.8287340283401862,0.7061203610794069,0.6659527562412394,0.8359417452261809,0.911373786708924,0.4071760808807811,0.843384203859697,0.7969205415577504,0.8071645840008036,0.8576599361312426,0.6415931380954393,0.8210144070495092,0.8320178085720219,0.7288711615493678,0.7517294430223689,1.0,0.7558155359200307,0.930134824184854,0.9565731506267732,0.8977501209463631
165,0.8734639269590974,0.9439120903397218,0.6502691290893111,0.9596364774010246,0.816059570680347,0.9927426162931732,0.8897383922000238,0.8736138662683186,0.727631191598368,0.8919278382859673,0.851360638064535,0.7052244839525726,0.7745446163133193,0.8144064080308492,0.9204969351001976,0.5003711204670962,0.8513765944297528,0.8015257981176374,0.8075739012846579,0.8557977752409214,0.9009254735015176,0.8371198678169843,0.8317664230705313,0.7291974890704996,0.7491890539495577,0.9997004147059222,0.7524310923237804,0.8862712375338933,0.9631087931997526,0.8968351307550517
166,0.8819357920437841,0.9466443029161936,0.6465216191078557,0.9643052854953664,0.8207392225437725,0.9883798184135352,0.8897849403993339,0.8813649519886863,0.7383365480205638,0.8840421453998106,0.8462186845365137,0.7066604234385595,0.8075236267988881,0.835996582187444,0.9564942590299664,0.4921286346069692,0.8498979242426975,0.8043385840262748,0.8030597734935798,0.8528475716962134,0.979494532365922,0.8774753583448303,0.8299677946337908,0.7292250944434382,0.7665203025782532,0.9999269172486388,0.7573195243163295,0.8818926815357234,0.9588346627710652,0.9001493518329566
167,0.875245668670932,0.9454688954593,0.6070885150949176,0.9794816874078948,0.8215961108677302,0.969767554857676,0.8894243310383236,0.8943386996582804,0.7257428660351898,0.8941896202849542,0.8475609898849705,0.7064916515478822,0.8192495082516645,0.8014257432732911,0.8256089993183926,0.4674500738187878,0.8505390408093265,0.8022147381762154,0.8027432389636086,0.8622352943021938,0.9878502106986076,0.8858116145982243,0.8256506301167377,0.7290462658570704,0.7771804326536736,1.0,0.7610571993244452,0.8563957012384452,0.9701272113748254,0.9082144214494998
168,0.8789818428255949,0.9506282933124544,0.5956595586210914,0.9816665776805864,0.8341331125616998,0.9732615673663214,0.8896870457891524,0.9238707380325272,0.7233681817124372,0.9223079975851692,0.8458202327185534,0.7095658136666229,0.7848645392075595,0.790340852799592,0.8084416871360308,0.5347747885253062,0.8412765241706582,0.7907381143198301,0.7943982294472007,0.851350536601888,0.918073939277152,0.8784631774979584,0.8261939153050987,0.7275968695181146,0.8077006271349397,0.9975746652192108,0.7671667424484333,0.8547076307286564,0.9746254737799394,0.9070218861952982
169,0.8690293641648207,0.9570668269387516,0.5638073486697661,0.9972677474725532,0.8287951331921362,0.961981099534361,0.8895660407779818,0.9069999403693992,0.7272276405690894,0.9272689385048748,0.8493014918733565,0.7083245101234349,0.8135859112316098,0.8028341375704616,0.8059875383113212,0.5251605003586236,0.8504619383500348,0.8235901464677209,0.7990716869115572,0.8520372266542413,0.942491821481014,0.8820776182746413,0.829387540387182,0.7289964371123202,0.8161040673273111,1.0,0.7858677899833337,0.8550435072871521,0.9847537360879204,0.921445984449062
170,0.8774174297889656,0.974282014476684,0.5751046521322717,0.9893421490485949,0.8407539919851666,0.9560145643085114,0.8935691391691268,0.8899387222901415,0.7290710527372699,0.9427174649497704,0.8445809422957855,0.705920496213548,0.8101662931434616,0.7911936797627276,0.7665648062052121,0.356764636114338,0.8543040713399509,0.8145993405712006,0.799480083260712,0.85808977473797,0.9717325948663113,0.9018947745096256,0.8362196404001802,0.728263484940606,0.8183278025544483,1.0,0.7700927049997653,0.8635887407029451,0.983080384164078,0.9601792714955512
171,0.878350926629862,0.9881320639421118,0.559900782308888,0.9738568053237436,0.831737292638427,0.9516535059630934,0.892999589424397,0.8961389293159003,0.7396886123489951,0.9350295126858096,0.8192048670073985,0.7063446890735896,0.8252862567575843,0.8322615185464252,0.7697681331507445,0.3475889116280597,0.8524191319522029,0.8147232385726865,0.8043954343634689,0.8562701243418858,0.9853031442079884,0.8972986320982665,0.8359564417874216,0.7292663053452426,0.8103275239899036,1.0,0.7624244673582751,0.8640065382632152,0.9834664154525954,0.9629482416689152
172,0.8783304582397843,0.9698833392092056,0.5689900477242515,0.9644872446548453,0.8281554800635109,0.9502812517834252,0.893213655331577,0.8921806310517192,0.7472834648935299,0.9102200865372452,0.8226586775983816,0.705092807903223,0.7016499906509857,0.8146651628738351,0.8315889159511685,0.2797195282278404,0.8541032105530435,0.8071953434383453,0.814854978060187,0.8784101237119765,0.9816639474023215,0.901278045599934,0.8366143987095618,0.7330516144501261,0.8021013249216585,0.9890103963710828,0.7607742746354501,0.8607850747104845,0.9938464463128444,0.990557361587954
173,0.8842668252412144,0.9866259553149732,0.5562206933275184,0.9612162634965602,0.830313131201616,0.9548184020512366,0.8925571217557274,0.908975370376944,0.744166859295656,0.9199835535280342,0.8245914170519751,0.7036106626228477,0.7321364888616306,0.7901797045482194,0.8838972599231031,0.2982144825814173,0.8519874810790821,0.8083999437472935,0.8267666815206578,0.8775741486247308,0.9913710534624954,0.8687300742963933,0.8354805176388591,0.7318678919110888,0.8015663760680701,0.9869639080396512,0.789149031871674,0.8612810506019434,0.9923102573078252,0.9818839595935158
174,0.8811409447135654,0.9873308334264228,0.5632154613846124,0.9533625708591484,0.8304429592260454,0.948331846906972,0.8919521406190644,0.9018836490148416,0.7482832358208864,0.9073187148136532,0.8267433563060861,0.7032797935552364,0.7395357042704274,0.7941760949033005,0.9127026918865884,0.3113880917135131,0.8516010955408951,0.7933653399691228,0.8256147986532979,0.8789974451129727,0.9594153311956384,0.8600321425710342,0.8326467049481355,0.7286790264256772,0.7870575934977858,1.0,0.7765770368759294,0.8594473453607144,1.0,0.9807748738244324
175,0.8825363106805688,1.0,0.5782197445460346,0.9368338877285788,0.8307887397411329,0.9584504442099436,0.8912662837908807,0.922448596748774,0.7466826240524247,0.8877575457621547,0.8298447563173265,0.704337112366015,0.7516077912011212,0.7677884091428215,0.9325149439255188,0.3197205169508018,0.8492010323855834,0.8175766191580972,0.8191749239356668,0.8722264037575377,0.9791160291772032,0.8167654115714922,0.8292447183712456,0.7295667303203278,0.776648099987282,0.9975404836669118,0.7704040325874655,0.8546760353598654,1.0,0.9842743041110612
176,0.8996307749212026,0.9933993732162518,0.5778748880884131,0.9350563124276566,0.8576332127257382,0.948172903015282,0.890423179724509,0.9014324458415888,0.7357979057647581,0.8924943627130976,0.8339035628157456,0.7041254708084196,0.7177492687907281,0.7644476526902295,0.9157216927516696,0.3228022321382239,0.8483847951920636,0.7872936487222654,0.8138363648201238,0.8743406806946646,0.9751100478322612,0.842714373631119,0.8285922322681472,0.7293251526017611,0.7956842956347439,1.0,0.757107486991607,0.8531138863595276,1.0,0.9839416937225196
