n_policy,pack_PPO_BipedalWalker1,pack_PPO_BipedalWalker2,pack_PPO_BipedalWalker3,pack_PPO_BipedalWalker4,pack_PPO_BipedalWalker5,pack_PPO_BipedalWalker6,pack_PPO_BipedalWalker7,pack_PPO_BipedalWalker8,pack_PPO_BipedalWalker9,pack_PPO_BipedalWalker10,pack_PPO_BipedalWalker11,pack_PPO_BipedalWalker12,pack_PPO_BipedalWalker13,pack_PPO_BipedalWalker14,pack_PPO_BipedalWalker15,pack_PPO_BipedalWalker16,pack_PPO_BipedalWalker17,pack_PPO_BipedalWalker18,pack_PPO_BipedalWalker19,pack_PPO_BipedalWalker20,pack_PPO_BipedalWalker21,pack_PPO_BipedalWalker22,pack_PPO_BipedalWalker23,pack_PPO_BipedalWalker24,pack_PPO_BipedalWalker25,pack_PPO_BipedalWalker26,pack_PPO_BipedalWalker27,pack_PPO_BipedalWalker28,pack_PPO_BipedalWalker29,pack_PPO_BipedalWalker30
56,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
57,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
58,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
59,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
60,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
61,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
62,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
63,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
64,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-116.934619988,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
65,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
66,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
67,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
68,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
69,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
70,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
71,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
72,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
73,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
74,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
75,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
76,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
77,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
78,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
79,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
80,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
81,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
82,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
83,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
84,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
85,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
86,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
87,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
88,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
89,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
90,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
91,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
92,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
93,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
94,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
95,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
96,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
97,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
98,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
99,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
100,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
101,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
102,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
103,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
104,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
105,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
106,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
107,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
108,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
109,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
110,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
111,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
112,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
113,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
114,-118.185668456,-118.135802802,-92.000417254,-111.743697316,-124.59836781999998,-115.2627598,-100.236154534,-117.740979744,-106.432989058,-104.818214602,-111.633089038,-111.910594158,-114.779137018,-120.999841516,-117.80418353,-118.733319324,-92.872823116,-107.877654232,-97.99233501,-118.308478574,-119.454397414,-111.867697648,-104.96984287,-102.945411496,-91.944038756,-116.344863562,-109.233140522,-118.619523778,-113.373250062,-111.899899912
