n_policy,pack_PPO_BipedalWalker1_relative_perc_criteria_best,pack_PPO_BipedalWalker2_relative_perc_criteria_best,pack_PPO_BipedalWalker3_relative_perc_criteria_best,pack_PPO_BipedalWalker4_relative_perc_criteria_best,pack_PPO_BipedalWalker5_relative_perc_criteria_best,pack_PPO_BipedalWalker6_relative_perc_criteria_best,pack_PPO_BipedalWalker7_relative_perc_criteria_best,pack_PPO_BipedalWalker8_relative_perc_criteria_best,pack_PPO_BipedalWalker9_relative_perc_criteria_best,pack_PPO_BipedalWalker10_relative_perc_criteria_best,pack_PPO_BipedalWalker11_relative_perc_criteria_best,pack_PPO_BipedalWalker12_relative_perc_criteria_best,pack_PPO_BipedalWalker13_relative_perc_criteria_best,pack_PPO_BipedalWalker14_relative_perc_criteria_best,pack_PPO_BipedalWalker15_relative_perc_criteria_best,pack_PPO_BipedalWalker16_relative_perc_criteria_best,pack_PPO_BipedalWalker17_relative_perc_criteria_best,pack_PPO_BipedalWalker18_relative_perc_criteria_best,pack_PPO_BipedalWalker19_relative_perc_criteria_best,pack_PPO_BipedalWalker20_relative_perc_criteria_best,pack_PPO_BipedalWalker21_relative_perc_criteria_best,pack_PPO_BipedalWalker22_relative_perc_criteria_best,pack_PPO_BipedalWalker23_relative_perc_criteria_best,pack_PPO_BipedalWalker24_relative_perc_criteria_best,pack_PPO_BipedalWalker25_relative_perc_criteria_best,pack_PPO_BipedalWalker26_relative_perc_criteria_best,pack_PPO_BipedalWalker27_relative_perc_criteria_best,pack_PPO_BipedalWalker28_relative_perc_criteria_best,pack_PPO_BipedalWalker29_relative_perc_criteria_best,pack_PPO_BipedalWalker30_relative_perc_criteria_best
40,0.6629283143483009,0.6357800996910793,0.2668148970866137,0.6234830604381063,0.2719159793371057,0.825073591241421,0.983739741658198,0.0503621731209956,0.941469275653842,1.0,0.9819769270984208,0.9875997356183212,0.7644421562242762,0.718491723952684,0.9867351076925606,0.9983899771957516,0.7647773528039717,1.0,1.0,1.0,0.9108570617044832,0.5033072003020339,0.9998513207632976,0.9645614801120416,0.726453259497927,0.0256487343859406,1.0,0.8932493363597369,1.0,0.3094108480631676
41,0.821646584966543,0.3193378068907173,0.0917830483310353,0.6935839773045409,0.4382060965527954,0.8138137255701933,1.0,1.0,0.96496523042967,1.0,1.0,1.0,0.7587683945944809,1.0,1.0,0.8200512037807068,0.2123357020309295,1.0,1.0,1.0,0.8601239384638389,0.6887416833885625,1.0,1.0,0.6537728373023964,0.0271712674950452,1.0,0.7944938111667029,1.0,0.1435819807941585
42,0.9022031220308088,0.5856507208341353,1.0,0.788037548629735,0.8569295545334081,0.8544268307129703,1.0,0.9869180083928928,1.0,0.9986481360591504,1.0,1.0,0.7515500481696034,0.9835535180605328,0.9964103894782272,1.0,0.0294336300471362,1.0,0.9743631606379032,0.9814928557766756,1.0,0.5002178888630217,0.9937241771233768,0.9509675429080066,0.6053463523636424,0.8713360063976278,0.983232600885966,0.5879588306405111,0.9125548307722628,0.078989564475493
43,1.0,0.5335276660558917,0.0243125438538338,0.7491128895490624,0.3793586274985686,0.6897134147933605,1.0,1.0,1.0,1.0,0.9962719514185558,1.0,0.7553302364605952,0.8448330455292935,1.0,0.8931654786419536,0.0503077788495057,1.0,0.940334006075649,0.989683648060114,1.0,0.0271292914755188,0.997132977436579,1.0,0.7514920381246272,0.0154905063575904,0.9974529336794336,0.4819068729639762,0.915910279751283,0.6818414191037044
44,0.6874866577203004,0.3441469504333632,0.8334392253211965,0.6915948017971298,0.4145533967830201,0.712302374037348,0.9960024578082552,0.0097371348698714,1.0,1.0,1.0,0.9770595994058728,0.776068760072911,0.9687795343423128,0.9907650902721732,0.5893121366006366,0.0375443055514196,1.0,0.8420174103196096,0.9666927940360116,0.9405726052050376,0.6371515525768885,0.9967376166792384,1.0,0.6867163789825095,0.0179477902363064,0.9721828722412276,0.6703223529450548,1.0,1.0
45,0.7921086073583847,0.1613759438670592,1.0,0.689373928532174,0.2363125465684066,0.9588537923045306,1.0,1.0,1.0,0.9950668688651076,0.9719326231247802,0.9208232074585672,0.8951290234903614,1.0,1.0,0.8820842348754255,0.063095050032262,1.0,0.6409313652432153,0.9572016636288458,0.8297361533544831,0.8653725595328081,0.993780309285928,1.0,0.8640066966631157,0.0080162974489003,0.972892319280611,0.6175463023996527,0.9340135117676684,1.0
46,0.167549505289407,0.1315397594280291,1.0,0.7906725617111326,0.370101118250139,0.9758093282918996,1.0,0.97361138379811,1.0,0.954153500100845,0.9502824725655202,0.9683413766460746,1.0,0.983422302117739,0.9949941195057452,0.92694281058467,0.034654261409082,0.9916196569013026,0.9149352173800858,0.9459265467395254,1.0,1.0,1.0,1.0,0.923931391506442,0.8730210285315184,0.9075962160437714,0.7053951116615343,0.9554932345134426,1.0
47,1.0,0.2973795766251492,1.0,0.6900071859953861,1.0,0.7791681724507765,0.991981652722882,1.0,1.0,0.9843201099876028,0.9800385824590852,0.7422734341061545,0.9141891919370084,0.951735763724366,0.947608388921517,1.0,0.4219508974786113,1.0,0.8911961336132772,0.9736934713453282,1.0,0.9940437887304396,0.9919547855700732,1.0,0.64035913202882,0.7483023072654506,0.9238107977156604,0.5723505593620335,1.0,1.0
48,1.0,0.2194137073796164,0.8097741507988228,0.5529325764693446,0.7873405254015536,0.6993320210941294,0.9992375576645705,1.0,1.0,1.0,0.9345365434525142,0.9674142814705154,1.0,0.9514273570464148,0.9488690513481194,1.0,0.2627471549439348,0.995505488427574,0.9065804217571404,0.8983806322347357,1.0,1.0,1.0,1.0,0.5252335209635729,0.9097130617596316,0.8935644321156239,0.4945853944941387,1.0,0.978952830857632
49,0.7852901967685404,0.2230826255191442,0.9858243099574356,0.7263797033097501,0.7309540463339168,0.4992554935978635,0.999760872625748,1.0,1.0,0.9879821371280632,0.9850326451904764,0.9752306419950167,0.9873279992814644,0.8299499771509073,0.9654613598043432,1.0,0.2183339230798245,0.9913753907185272,0.9385068480362851,0.8348947098534786,0.9871447018959172,1.0,1.0,1.0,0.6327403340572929,0.8823140182936784,0.9212745290653672,0.4443504394920392,0.9996139828757712,1.0
50,0.8009679529599049,0.2666588218361971,0.8383578568309604,0.6476248057904102,0.6731053042939804,0.3809451402141678,1.0,0.9862548396531692,1.0,0.9653026906279776,0.9868213117739172,0.9631803445692672,1.0,0.9023732287016364,0.9856241065451268,0.9584989617207234,0.4067182999249394,0.9946655289982514,0.0593125563684642,0.8506240877591804,1.0,0.9239214997055396,1.0,0.996567861094918,0.6373319748298321,1.0,0.8234943145093464,0.5895348974619534,0.9166221434608852,1.0
51,0.9355941206817516,0.271411827712318,0.9642581004549312,0.6311876712656114,0.8221407468134673,0.4396333947846101,1.0,0.98685018133018,1.0,1.0,0.9923965394630344,0.9587746981981976,0.9196260247162784,0.9850797900321328,0.9279079242530216,1.0,0.299030406159873,0.9899073236380388,0.2627038551959734,0.7660515533119193,0.9966637753304428,0.9311757942572644,0.991799844352827,1.0,0.5967609117767245,1.0,0.8907799808169133,0.4335761739904016,0.9205744743622654,1.0
52,0.9759426020885396,0.2625801921969895,0.951337016308282,0.6324535958791856,0.5896502960630762,0.5625602571744388,1.0,1.0,1.0,1.0,0.9586095343913124,0.9337748564622516,1.0,0.9907858412036352,0.8791949131372637,0.9438685484519492,0.2597306802590762,1.0,0.9026458186497128,0.7085145849562967,1.0,0.9895489387937564,0.9925911911012428,0.9908225865010492,0.6426832737668515,1.0,0.6813861647986131,0.4265755052991556,0.9493526741231724,1.0
53,1.0,0.1878512458958842,0.7543339026342134,0.6487361797566483,0.8798094915525326,0.7616959845643966,0.9979102154492828,0.9981038426323736,0.9925567864991184,1.0,0.984476972715274,1.0,1.0,0.9851421339382532,0.8853766596170037,0.9490747535017708,0.3099923143833339,1.0,0.8947271464452525,0.7671476620744536,1.0,1.0,0.9886157817348562,0.9908340179346318,0.820910638329869,0.996673280653376,0.6733241746402701,0.7216348125335051,0.951757308189988,1.0
54,0.8444947468974081,0.377741909027761,0.9226905377549108,0.6003227138054582,0.4907759063296495,0.8711652338721092,0.9994437566622518,1.0,0.9972318534147004,1.0,0.9818907606862112,0.9859797922918804,0.9418574463224308,0.930452628731858,0.9216874081289146,0.9810087695596744,0.4071393887613568,0.996733970426348,0.1335358620098457,0.62396618608089,1.0,1.0,0.9942146234470834,1.0,0.8673728978834291,1.0,0.8170955920195895,0.7090112179576339,0.9611569020810612,1.0
55,0.996152596211569,0.4903527317295187,0.912224903353919,0.5853229304966686,0.8900265417594296,0.8077509730827814,1.0,0.9905516525461716,0.9944138154332008,1.0,0.9805884258550353,0.9675519511576964,0.9227565820761788,0.9942080496547738,0.9589303621171696,0.9628842944599082,0.4647804117600682,0.9779417389774192,0.9744221587041394,0.7747369718743993,0.9851074579876968,0.9929121717989338,0.9982486877128788,0.9952562706396528,0.8029160470402471,1.0,0.6841317577422766,0.547319794851422,0.9840494497953756,1.0
56,1.0,0.6030340424403731,0.938091371757222,0.5730033459843551,0.7933151592830231,0.7763721515200459,0.9978792145125276,0.9848164818921938,0.9934197510035356,1.0,0.9384973390917852,0.9891993034284724,0.9849302008451114,1.0,0.946430991252009,0.9806380444544296,0.675714900268425,1.0,0.7821338905209997,0.6326176539921466,0.9935156187643854,0.9814957181900008,1.0,0.9993914685055276,0.9283874669652784,0.923937278834206,0.7872048600077639,0.5479124097930453,1.0,0.9793477590891024
57,1.0,0.7066201888944624,0.9378390422377751,0.6044721443879639,0.9448185108117326,0.6434831815357682,0.9991598687244728,0.9856613949181536,1.0,0.99658628356719,0.9399761048160966,0.9753553409622542,0.9634744037538006,1.0,0.8309276026116958,0.9776584305496704,0.6608041878156125,0.9906205690138952,1.0,0.6810552051375652,0.0675852728124086,0.9267923319611908,0.9759293623820422,1.0,1.0,0.9606464116743254,0.3997708768452528,0.6166437308410574,1.0,0.8879274491955733
58,0.862930057429919,0.6286839255443015,0.971668882558278,0.5499709668204117,0.7833842842119312,0.8238388103997922,0.9990285234661622,0.3207717604148538,0.994097599826703,0.9961943232828202,0.9310989927737424,0.9983101023715396,0.9673791161234968,1.0,0.9364016481406964,0.9965114823058484,0.6823130420173005,0.830476120170963,0.9651436249415528,0.7218057473933891,0.9910795315399143,0.8676336710737637,0.9998837408810002,1.0,1.0,0.8523134640583176,0.5114062853334762,0.5330124067871137,1.0,1.0
59,0.6411439802244223,0.573639441642925,1.0,0.6088838376021118,0.8334364228907781,0.8678760879730975,0.9914111630649588,0.9881361027808028,1.0,1.0,0.9823798594398284,0.9156097227773592,0.8741966036583523,0.9819164328592708,0.9757057037043276,1.0,0.8271312297444494,1.0,0.9843257156934556,0.7967630604946933,0.9825881796718524,0.8730859279329278,0.9946533444554628,0.9943626136659972,0.9670837280518054,0.9101157585337916,0.6206794880105336,0.3248672883134124,1.0,1.0
60,0.96997129461946,0.6745417113593112,1.0,0.4211915097721902,0.3606078036082984,0.9693909165841824,0.9904434306572142,0.9803156607377056,0.9823910200967704,0.9968126975809268,0.9494223709778292,0.9257944281855744,0.8591114404391555,0.9338050088384772,0.9352159445204687,1.0,1.0,1.0,1.0,0.7749202400773431,0.981879271358322,0.6963124329308895,0.9962272549513124,0.9981114905352104,0.9138315517556695,0.8795224562891393,0.6692194517415497,0.3960794738576674,1.0,0.9929790628273346
61,0.9220332164161248,0.8243262348163765,0.9933617322392154,0.5977706821681362,0.3066206806705131,0.9675406992533953,0.9902274711129392,0.9358823622581204,0.9925645814077728,0.9988723243538392,0.9016139657635605,0.9168174691339758,0.834069012426991,0.9350908497003232,0.9776692044451968,0.9872191368499516,1.0,1.0,1.0,0.9934669053851056,0.9944205590315792,0.8352454850567776,0.9908725263915068,1.0,0.9092375642702502,0.9335187080287258,0.7972147174933601,0.6328247237817821,1.0,1.0
62,0.974139383549152,0.9217740883301002,0.985680017103432,0.6784119000860238,0.3233864036715438,0.9209534801066732,0.9891605942542236,0.8050341770731171,0.9864367497469644,1.0,0.8130823561555656,0.9934107677035722,1.0,0.953846195524099,0.9230598450664892,0.985811686862302,1.0,1.0,1.0,0.902916529669113,1.0,0.86399757222676,0.976834035845756,0.9971161852887844,0.8426123517424459,0.944013731317524,0.7807386162946939,0.477985614621081,0.9931752182089162,0.9859358060861748
63,0.9865679680348836,0.8473260393994647,0.9850623355689392,0.747276196299198,0.3714936025847453,0.9888560394981404,0.9893764261361864,0.0262397147402995,0.9918455208873488,0.9883319610955812,0.948285816230924,0.9517579697458468,1.0,0.8363664342749992,0.9678334955434158,0.975638410961614,1.0,0.987917135819612,0.9829681645331024,0.9301220057433696,0.9901308661563925,0.6522841232152259,0.9636102556992708,1.0,0.8410909198286634,0.866489244254823,0.6574729979154084,0.3617373941285585,0.9956214730060452,0.9900006883513144
64,0.9979985584904392,0.9342809666291736,0.987710807795736,0.7587308452779998,0.5477386002407137,0.9772891770445264,0.9893677201905448,0.7573964304567014,0.9723383119269564,0.9894175883559784,1.0,0.9569883071680492,0.9943219721066884,0.7194671840577759,0.90643734003942,0.967896796199582,0.9797336442419888,0.9887574057947026,0.983160632935094,1.0,0.9942590763965672,0.4082947201606531,0.9697962488609791,1.0,0.8974955382500677,0.9494487397569236,0.8763632066755811,0.6191450839583066,0.9971749696682785,1.0
65,1.0,0.9511725535708409,1.0,0.7279844589620419,0.4077569980705623,0.9451561216178368,0.9849676442049898,1.0,0.9790511734773736,0.9681012366278589,0.9990537858999649,0.93399714675354,0.9862695831619815,0.7272953644922925,0.7115465326591941,0.9731276028518054,0.9529151924148836,0.9722960955721268,1.0,1.0,0.9949886105613188,0.7478875572886896,0.9634839489592024,1.0,0.8819725561058985,0.952694807822242,0.8620967864086163,0.5674543965304853,1.0,0.9999627006939216
66,0.9667056465735612,0.8942515792153596,0.987743110329492,0.683696859500246,0.6682067659321957,1.0,0.982799550219864,0.0538899593093168,0.9795093693969148,0.998859879252317,0.9963977646512424,0.9480853199705572,1.0,0.9222904227218937,0.8024722178401175,0.9473917719634088,0.9046767803582988,0.9884144052287522,1.0,0.5639684968350724,1.0,0.7786892824540118,0.9792943615499254,1.0,0.6136233345107895,0.9565267093666572,0.9732317664480704,0.418964826806418,1.0,1.0
67,0.9753286352779832,0.9745696217189976,0.9866464580718072,0.7521665003400617,0.901571022995488,1.0,0.9843243721515372,0.9914845545920936,0.9792031157254169,0.99538403697375,0.9960565232975512,0.9366162134021998,0.9230639680557085,0.8468127598461099,0.9007698801612752,0.9801901461806874,0.8532973236061169,0.9705680197339864,0.9862840508604054,0.9642982770129992,0.9858295230688028,0.642384751333284,0.9619236289930688,1.0,0.7967528927173371,0.9311645851290048,0.9520275643109531,0.5660022991946091,0.9989719687034564,1.0
68,0.9851012439205488,1.0,0.9513939297258552,0.6680012538651517,1.0,0.8350921400488548,0.9842785153600804,0.031182344726594,0.9839209632702148,0.989160385287964,0.9009310963170826,0.9422713311447536,0.9442083876208968,0.8884269464269626,0.9196781578333192,0.998033510198754,0.8598793908439227,0.9594767523429852,0.9903663810372578,1.0,0.9954440180242606,0.6895578508307663,0.8777343959078425,1.0,0.9066366521236116,0.8961897519869351,1.0,0.4280464070062397,0.9993426900021564,0.9982771672551252
69,0.9705599106305984,1.0,0.9677557271267088,0.5804192260579208,1.0,0.7229976362000949,0.981736086227186,0.4013227718633951,0.9857755286620816,0.9957393846136332,0.9033514065435412,0.9682951486683496,1.0,0.7500188117454768,0.947484678790112,0.9924533194078904,0.9075321654624664,1.0,0.9936817890495284,0.9524086210174582,1.0,0.5874141257125632,0.8832765841308604,0.99947474134502,0.9092623852556913,0.8958822416919981,0.9344385560028432,0.3646739931621456,1.0,1.0
70,0.9650371213490242,0.9545651663107888,0.9963657668298534,0.5927800761650828,1.0,0.7122416415683861,0.9838484738168588,0.3678889767516788,0.9778780493436784,1.0,0.9456911580315668,0.9423131657852244,1.0,0.7260791450427752,0.96942169860168,1.0,0.8202051933103242,0.9825072763298548,0.9920401790332728,0.95078504087828,0.992834141513496,0.7067493944505933,0.8117642207279465,0.9994122368056256,0.8314670234538178,0.8624960064273791,0.9598993934965616,0.4338487174995878,1.0,0.9970870442688874
71,0.9810411435993194,0.8560238594956493,0.9943067049347952,0.5971855141391528,0.966764301901252,0.7880054745940944,0.9823881968799952,0.9895282928440696,0.969025438799245,0.9985864787444378,1.0,0.940927925811336,0.9830347586729185,0.750687541943146,1.0,0.9970805473997482,0.8047534306947189,1.0,0.9884315600675866,0.925470618770498,0.9823093866993686,0.6581070671211944,0.7382227851293245,1.0,0.8972856369670394,0.9299752934642114,0.2688122134274472,0.2359535614459535,1.0,1.0
72,0.9902496536176112,0.9229979670257832,0.9879764947440292,0.5814720748386798,0.9904390681317228,0.8742693222129313,0.9816087394961582,0.9714524250098032,0.9679895411761428,0.999369633858309,0.9850032960891772,0.9085470632240688,1.0,0.6768239986919542,0.9920362070871448,0.9991947682305864,0.6222659646384666,1.0,0.9859391350293684,0.8493517084633747,0.9891523473337076,0.6597134611714426,0.619315111595628,1.0,0.74806316163397,0.9340480897086768,0.8811043284738723,0.424242420562036,1.0,0.9939687801601578
73,0.9878798857998572,0.933463147816006,0.985158394739444,0.6744034829332614,1.0,0.9361320053144984,0.9824202443000978,0.9489859171460694,0.9956557317385144,0.9729128799657676,0.9853552669458144,0.8757634970254401,1.0,0.668132985049459,0.9879861114345811,1.0,0.237784197555374,1.0,0.9601193462803196,0.4991724299549484,0.9925672091077236,0.6317524240036666,0.501574516412074,0.9979789236558604,0.8225425386529616,0.9605025662303373,0.9691701092780164,0.6297390132579955,0.994522213807074,1.0
74,0.9871673500055692,0.911778648870393,1.0,0.6553240173190127,1.0,0.926196249743754,0.9819683324390468,0.7818635076601126,0.995166647879762,0.9961082108408706,0.9959886588210854,0.8717962249014777,0.5790978020323942,0.7332925362225051,0.999994130534988,1.0,0.244854440363457,1.0,0.9028909749296404,0.9301066261827138,1.0,0.7632241817610702,0.6487012727887533,1.0,0.8276538657436127,0.9825676186278554,1.0,0.4879493082522428,0.996084651763456,0.998512488407836
75,0.962775722484772,0.944990801502757,0.99111558375822,0.7429127269362138,0.9506642071333952,0.9166994245766202,0.978525034820528,0.8260362662927069,0.99493728115435,0.9932803479993056,0.97054204742896,0.8451317688243883,0.8689848463860771,0.6519068344256226,1.0,0.9908818213170134,0.6446543589114843,1.0,0.8995152834615187,0.98454727189489,0.9977958005263268,0.9123344821077678,0.7485208835104099,1.0,0.9050660856746534,0.9892880580381532,0.997101610221161,0.6342617754967805,0.9939023398109724,0.9814233741687444
76,0.94982197587248,0.8040939703347091,0.980471752551588,0.6301778067994385,0.9130433178510836,0.8261200840292835,0.977932305407418,0.9450216215845956,0.9881524551873287,0.9906020704654572,0.9845684433390188,0.8670324231771522,0.4855427385020385,0.6802958857369633,0.997838560685658,0.9919593331661256,0.5684953649495827,0.9954634307869692,0.9134000635882148,1.0,1.0,0.8744067803981357,0.8850416306693869,0.9995009390849204,0.7965131884418101,0.9696734002252732,1.0,0.6258665485616759,0.992317493886158,0.9915981777243296
77,0.9761538244764596,0.6920734124215616,0.9819253995493984,0.6335677701013475,0.8649133294398924,0.8382844071469925,0.9828826226967796,0.9597675648553056,0.9882942176847616,0.999418755452774,0.9729552291252884,0.9007620475292788,0.7980400152938116,0.6399956031008015,0.9937881805077808,0.979891388526283,0.6078485491228285,0.9835702182058038,0.8954801273879543,0.9968408133770372,0.9895756756287204,0.5639900830624921,0.8156306093736668,1.0,0.7564520980848533,0.9412572905081724,1.0,0.5995525069195007,0.9954406304590622,0.9990882138626608
78,0.9682538576473604,0.5435253077722252,0.9843055845678792,0.7110857328850045,0.9838397267855256,0.8493933992317425,0.9772480124839896,0.975121747138284,0.966849825957684,1.0,0.9582438393834992,0.9473602790709276,0.841374543037982,0.7127889414647438,0.99563979569357,0.9956245823648354,0.4933119492686811,0.9927877127434668,0.9372318173545156,0.9362904601341432,0.9962280613952196,0.787245097593271,0.7672967040213078,0.9996136446461108,0.699663257853216,0.949883837315426,0.994196968336928,0.5055547172343903,0.9918801852049453,1.0
79,0.8927752473314686,0.6796169937807958,0.9829676074878012,0.7079952962386398,1.0,0.7698339827837648,0.9779428762084608,0.9846073843894648,0.9740761747364938,0.9882141516288276,0.8527318527629546,0.9733603934895396,0.9760891036620452,0.553236908931952,0.9975882195088605,0.984994559413106,0.6397225240057998,0.9990576487032252,0.948199573169662,0.9315914168006676,0.9977388539994332,0.5749221052973668,0.734535375364511,1.0,0.7234674081366984,0.9297741048493424,1.0,0.6974821424833243,0.9885247687530808,1.0
80,0.9271786063401866,0.6878724445419594,0.9844720852484976,0.6321516939265339,1.0,0.821392244858209,0.9740661321465156,0.9840170490343506,0.9893804300837862,1.0,0.8571890545511068,0.9602987804763732,1.0,0.8189426086222686,0.9974329663245776,0.9910484809836996,0.6803656841011527,0.9938016250884074,0.9616991614019478,0.9039566639177908,0.9957050041232884,0.5926886805978606,0.9484891320166392,0.9964563620926652,0.5591625321394764,0.9172785307845018,0.976261379377838,0.4685148958939989,0.993800814400254,1.0
81,0.9106965232645384,0.6774056022018723,0.9814182520270506,0.6632192896634032,0.9978582670050165,0.7983713530693182,0.972815082823299,0.986417072836577,0.9962898441309116,0.996382029622117,0.7645320860619246,0.961591267048334,1.0,0.8848354797296046,0.993900465189096,0.996906118887136,0.8085832107465144,0.995682916355744,0.9691921746025493,0.9110456760792608,0.9878106741960452,0.6160260342209842,0.889452569616604,0.999804996098786,0.7161944415385849,0.926496645193111,0.9959417542839264,0.4907117445639342,0.991481242697486,0.9979107645438344
82,0.9175903975233828,0.7430663534711553,0.9913151418688813,0.6934267990965096,1.0,0.8196848299461912,0.9732663077661428,0.9707480158641004,0.99149466492837,0.9961234882337447,0.756933737277467,0.9884154959423398,1.0,0.799021993696015,0.9934439404862004,0.997396295458996,0.890630637724969,0.9860951934794228,0.9492740130954948,0.947409164876134,0.985731194249018,0.7725209091433752,0.8658671986321633,0.9966052527291648,0.7677857564821644,0.8641337574473964,0.9825077320605774,0.5381231263753639,0.994308386638926,0.963140686939522
83,0.9322925527119528,0.8508323507282005,0.9946844877755676,0.7545683347966567,0.9968736139936232,0.7758789413216353,0.9756347737889546,0.9936129649239156,0.9632584545662572,0.9956306004289918,0.782610216054705,0.993758823587485,0.9987596325420453,0.8706812660214498,1.0,1.0,0.9350979197431708,0.9788909909156838,0.9053822895320272,0.9616575077609172,0.982353889029052,0.9768802284364726,0.8636758224085035,0.9981237236918012,0.5615398096071637,0.9232168866146524,0.9620315926066946,0.6305265303481938,0.997128037123822,0.9840724141444812
84,0.967453555316386,0.8382978783715447,0.9947211682492778,0.7769238007181987,0.9975039677082485,0.8024316763703682,0.9768153923146724,0.9900717935927468,0.9591931183305128,0.9994057570560596,0.7281335131546224,0.9886536689246544,1.0,0.9216819310419082,0.9950693581727216,0.9971068203675676,0.9365647694443684,0.980741464376254,0.9590225857988608,0.9190595926187416,0.9974352099670006,0.9946412114726876,0.9310030634216188,0.9974715749242488,0.611761403267032,0.8999589284537419,0.9409917647797456,0.617012035011872,0.997924225934684,0.9946670122664424
85,0.9571757290034152,0.8007029484850092,0.9996124546239108,0.7654255439935417,0.997873445194972,0.8228213882879211,0.979374998213128,0.9839167673147824,0.9516370868211484,1.0,0.8026373175834016,0.9730226699245622,0.8463200904378938,0.895752296933605,0.9955163565096524,1.0,0.9562041544279618,0.9698643052857844,0.912866637559792,1.0,0.9844900542364208,0.9965838583761938,0.956008929852765,0.999205966528719,0.6179991898192885,0.8703151934438962,0.957556698900625,0.7028917384341,0.9942213769763512,1.0
86,1.0,0.9275270918459456,0.9944251360465683,0.7080342851663773,1.0,0.9569450524611922,0.9761015097877772,0.9937646850954152,0.8939723247454109,0.9998470458653884,0.7581698222535492,0.975864211253982,0.9945416172795086,0.8742684904748488,0.9886490234516772,0.995916121986363,0.9663235793233576,0.9935668340260853,0.9216034168564792,1.0,0.9750135150703232,0.9982846314761016,0.9527490533627382,0.9987600514409228,0.6535338262380648,0.8734122060776666,0.946312563306151,0.7869909083698241,0.9997404743500548,0.9940653968063442
87,0.9948374941810648,0.9463811863371828,0.9936736044937382,0.6655015987368113,1.0,1.0,0.977686313200932,0.9632488215207072,0.9227306949435364,0.998451187245444,0.6916482409070627,0.9237391992396208,0.9773747201439816,0.8736903430005908,0.9933297449391736,0.9954347911513112,0.9365527735736324,0.9812966929838708,0.9690088216774972,1.0,0.9822177665762432,0.9995106748847437,0.95736090113089,1.0,0.4550271351519511,0.8999786872672613,0.9700675417888592,0.9412939720747692,0.9953239040367636,1.0
88,0.9912853974682014,0.8785582437392618,0.995370688182708,0.6422004155994163,0.9978111364965228,0.950826910233371,0.9809688964056552,0.9781783533445464,0.9502087472170536,0.996891106981327,0.7813418500329237,0.8648986045848294,0.9903428006068092,0.7849528299706426,0.9958560531914904,0.9950179450721268,0.9023588481636904,0.98802447372555,0.8903750548946352,1.0,0.9917482782855456,0.9988294857382326,0.9416280197903654,1.0,0.5812684052646565,0.9201209805364016,0.98123974399492,0.9096945947851188,0.997949498564344,0.994591710371322
89,0.992657843208662,0.5160907183215213,0.9953557416792348,0.6292862200843621,1.0,0.946356327747457,0.9826825761063752,0.9776872468867788,0.9784304240312806,0.9948641355379236,0.8211608365447198,0.8943896685183115,0.9873703073667544,0.9557788165366088,0.989166158615126,0.9887410659656628,0.8892322414459234,0.999068982056827,0.7265078526337841,0.9980255596581412,0.9923331139194468,0.9905848790675836,0.9723054536243516,1.0,0.6548287911233978,0.9166642999055236,0.9845163645203532,0.9081639563420206,0.9965181656828236,0.9948530719538374
90,0.9887895091312864,0.8783048282076626,0.9971598591121617,0.6422418156665631,1.0,0.9094835697768436,0.9855957402631784,0.9828322328501752,0.9317441296886676,0.9925985140572086,0.8336359708753837,0.8901369771128284,0.989086223749526,0.8821139472549192,0.992520568154638,0.9490072494085504,0.858007272179842,0.9698858037024926,0.9093484550667118,0.9943490656765454,0.994039036620308,0.9824047736581596,1.0,1.0,0.8149806964857341,0.8718510388575518,0.9870955856171908,0.8777512326701346,0.9976421288972552,0.9927031503898968
91,0.9941504404688516,0.8949049644179865,0.9955482261393096,0.5946799047264815,0.9946327922428,0.9386295529478442,0.9859267825484054,0.984648704496751,0.8944840864339558,0.9951519947904486,0.9343318911594696,0.8489641352676958,0.992335740652376,0.9410329743585338,0.9868995958049772,0.9197278344294626,0.915001696809678,0.9837376697652556,0.935615090767664,0.9791907826048184,0.9883776446599286,0.9720871081197762,0.9938136933136262,1.0,0.914631148268419,0.8068564039348561,0.9669989780544204,0.9375600489062902,1.0,0.9920017761255132
92,0.9831403985378812,0.7741663988655442,0.9952608662555852,0.6678080639878117,0.9991440532003232,1.0,0.9863251629779628,0.9765938374067554,0.8954416716650109,0.988597113468789,0.9321423727837004,0.8692907366124326,0.9972202949800408,0.9632786787027476,0.9829559795618658,0.9360806501291412,0.8967928375689127,0.9700588956332472,0.8377140605794772,0.9922757245048988,0.9887160749549702,0.9871620219437272,0.9870751592329988,0.9989373451923684,0.6954218589200192,0.8778224821529764,0.9824422327999178,1.0,0.9915082973567872,0.9948552088048388
93,1.0,0.9525817561444402,0.9989138007080436,0.3738136527315914,0.997437830529758,1.0,0.98632969406418,0.9862385976951226,0.835078107324456,0.979442750763533,0.971020734799786,0.9113630784599044,0.9857706888806036,0.8902575095370713,0.9842810904799996,0.93822119761452,0.9513743988173808,0.9606031493939828,0.9437851780050212,0.9772261296594076,0.9901356630892516,0.9918323478111656,0.9710532623246428,1.0,0.755490466710709,0.8896464971128721,0.9702898006230348,1.0,0.9975237969560256,0.9933890512442598
