n_policy,PPO_Ant_seed1,PPO_Ant_seed2,PPO_Ant_seed3,PPO_Ant_seed4,PPO_Humanoid_seed1,PPO_Humanoid_seed2,PPO_Humanoid_seed3,PPO_Humanoid_seed4,PPO_HumanoidStandup_seed1
93,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.044488
94,0.1142639999999999,-0.0,-0.0,-0.0,0.337704,0.0733919999999999,0.093944,0.020472,0.0405759999999999
95,-0.0,-0.0,-0.0,-0.0,0.058648,0.035824,-0.0,-0.0,0.0190159999999999
96,-0.0,0.010696,0.011808,0.09196,-0.0,0.173464,-0.0,-0.0,-0.0
97,-0.0,0.0274319999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
98,-0.0,-0.0,-0.0,-0.0,-0.0,0.2783519999999999,0.2387760000000001,0.130848,-0.0
99,-0.0,-0.0,-0.0,-0.0,0.0432079999999999,-0.0,-0.0,0.008072,0.0434879999999999
100,0.030896,-0.0,-0.0,-0.0,-0.0,0.133512,-0.0,-0.0,-0.0
101,-0.0,-0.0,-0.0,0.0840799999999999,-0.0,-0.0,0.2123919999999999,-0.0,-0.0
102,-0.0,-0.0,-0.0,0.0986800000000001,0.1429279999999999,0.2773920000000001,-0.0,0.038248,-0.0
103,-0.0,-0.0,0.038248,-0.0,-0.0,0.326144,0.23564,-0.0,-0.0
104,-0.0,-0.0,0.274184,-0.0,0.0825439999999999,-0.0,-0.0,0.0285280000000001,-0.0
105,-0.0,-0.0,-0.0,0.025112,-0.0,-0.0,0.1368800000000001,-0.0,-0.0
106,-0.0,-0.0,-0.0,-0.0,0.052216,0.0172319999999999,0.1804000000000001,-0.0,0.0016799999999999
107,0.0474319999999999,0.2086319999999999,-0.0,0.0906,0.0105360000000001,0.3058959999999999,-0.0,0.139224,-0.0
108,-0.0,-0.0,0.081768,-0.0,0.2898879999999999,-0.0,0.0189919999999998,-0.0,0.026736
109,-0.0,0.045608,0.2936719999999999,-0.0,-0.0,-0.0,0.002904,0.0281359999999999,-0.0
110,-0.0,-0.0,-0.0,0.0738879999999999,0.0421039999999999,0.1924399999999999,0.2121599999999999,0.1402399999999999,0.0037599999999999
111,0.04516,-0.0,-0.0,0.1897839999999999,-0.0,-0.0,0.38432,-0.0,0.0107999999999999
112,-0.0,0.0185919999999999,-0.0,-0.0,-0.0,0.0760399999999998,-0.0,-0.0,-0.0
113,0.006728,0.0805199999999999,0.098408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
114,-0.0,-0.0,-0.0,0.0816639999999999,0.2716560000000001,0.2526319999999999,-0.0,0.0360800000000001,-0.0
115,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1124719999999999,0.034504,0.0019119999999999
116,-0.0,-0.0,-0.0,-0.0,-0.0,0.0201199999999999,0.066664,-0.0,0.021168
117,-0.0,0.0358799999999999,-0.0,-0.0,0.281104,-0.0,0.1732720000000001,-0.0,-0.0
118,9.6000000000096e-05,-0.0,0.2747440000000001,-0.0,-0.0,-0.0,-0.0,-0.0,0.0372319999999999
119,-0.0,-0.0,-0.0,-0.0,0.025824,0.013584,-0.0,0.1671279999999999,-0.0
120,0.0577119999999999,0.028064,-0.0,0.0855920000000001,-0.0,0.104632,0.247608,-0.0,0.0770239999999999
121,0.127696,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.187376,-0.0
122,-0.0,0.0119519999999999,-0.0,-0.0,-0.0,0.0836159999999999,-0.0,-0.0,-0.0
123,-0.0,-0.0,-0.0,0.093912,0.033568,-0.0,-0.0,0.010744,-0.0
124,0.0782959999999999,0.0234479999999999,-0.0,-0.0,0.0805439999999999,0.0631520000000001,0.10776,-0.0,-0.0
125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0267599999999998,-0.0
126,-0.0,-0.0,0.17948,-0.0,0.208696,-0.0,0.054256,-0.0,0.04912
127,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0538799999999999,0.082632,-0.0
128,0.011624,-0.0,-0.0,0.09312,0.0372639999999999,-0.0,0.3173759999999999,-0.0,-0.0
129,-0.0,-0.0,-0.0,0.0130319999999999,0.0705439999999999,0.0949439999999999,-0.0,0.4111359999999999,-0.0
130,0.0523919999999999,-0.0,-0.0,-0.0,-0.0,0.0470399999999999,0.000496,-0.0,0.0026479999999999
131,0.0249680000000001,0.01868,-0.0,-0.0,-0.0,0.0157439999999999,-0.0,-0.0,-0.0
132,-0.0,-0.0,0.081088,0.011616,-0.0,0.052928,-0.0,-0.0,-0.0
