process_id,degradation_level,rank_last,rank_best_train,rank_best_test,not_first_prob
PPO_Ant_seed2,0.012580363636363622,1,2,3,0.9259361757442461
PPO_Ant_seed2,0.01275623529411763,1,2,3,0.9552893039675142
PPO_Ant_seed2,0.01359657142857141,1,2,3,0.0
PPO_Ant_seed2,0.01321888888888887,1,2,3,0.0
PPO_Ant_seed2,0.012861621621621603,1,2,3,0.0
PPO_Ant_seed2,0.012523157894736825,1,2,3,0.5
PPO_Ant_seed2,0.012202051282051265,2,1,3,0.0
PPO_Ant_seed2,0.01241119999999998,1,2,3,0.5
PPO_Ant_seed2,0.01210848780487803,1,2,3,0.5128547890969086
PPO_Ant_seed2,0.012120952380952359,1,2,3,0.0
PPO_Ant_seed2,0.01183906976744184,1,2,3,0.1665287812498748
PPO_Ant_seed2,0.01325090909090907,2,3,1,0.3768720902406202
PPO_Ant_seed2,0.012956444444444425,1,3,2,0.0
PPO_Ant_seed2,0.012674782608695633,1,2,3,0.5
PPO_Ant_seed2,0.012405106382978705,2,1,3,0.0
PPO_Ant_seed2,0.013662666666666648,1,2,3,0.5
PPO_Ant_seed2,0.013383836734693857,1,2,3,0.6521299545519774
PPO_Ant_seed2,0.013125119999999981,1,2,3,0.0
PPO_Ant_seed2,0.012867764705882334,1,2,3,0.0
PPO_Ant_seed2,0.012620307692307674,1,2,3,0.5251264125459635
PPO_Ant_seed2,0.012382188679245265,1,2,3,0.5
PPO_Ant_seed2,0.012152888888888871,1,2,3,0.5
PPO_Ant_seed2,0.011931927272727256,2,1,3,0.0
PPO_Ant_seed2,0.01235199999999998,1,2,3,0.0
PPO_Ant_seed2,0.012135298245614016,1,2,3,0.0
PPO_Ant_seed2,0.011926068965517221,1,2,3,0.19577684071986
PPO_Ant_seed2,0.012248271186440658,1,2,3,0.3610431310008785
PPO_Ant_seed2,0.012238799999999979,1,2,3,0.0
PPO_Ant_seed2,0.01203816393442621,1,2,3,0.0
PPO_Ant_seed2,0.01184399999999998,1,2,3,0.5
PPO_Ant_seed2,0.01165599999999998,1,2,3,0.0
PPO_Ant_seed2,0.01147387499999998,1,2,3,0.5
PPO_Ant_seed2,0.011297353846153827,1,2,3,0.0
PPO_Ant_seed2,0.011126181818181799,1,2,3,0.5
PPO_Ant_seed2,0.010960119402985056,2,1,3,0.0
PPO_Ant_seed2,0.01095623529411763,1,2,3,0.6180099765114154
PPO_Ant_seed2,0.011195014492753605,1,2,3,0.5
PPO_Ant_seed2,0.011035085714285695,1,2,3,0.0
PPO_Ant_seed2,0.010879661971830967,1,2,3,0.5
PPO_Ant_seed2,0.010728555555555538,1,2,3,0.5
PPO_Ant_seed2,0.010581589041095872,1,2,3,0.0
PPO_Ant_seed2,0.010438594594594577,1,2,3,0.5
PPO_Ant_seed2,0.010299413333333316,1,2,3,0.5
PPO_Ant_seed2,0.010163894736842089,1,2,3,0.5
PPO_Ant_seed2,0.010031896103896086,1,2,3,0.5
PPO_Ant_seed2,0.009903282051282035,3,1,2,0.0
PPO_Ant_seed2,0.012418835443037957,1,2,3,0.6926197379055754
PPO_Ant_seed2,0.012263599999999982,1,2,3,0.8019596925926447
PPO_Ant_seed2,0.01267525925925924,1,2,3,0.5
PPO_Ant_seed2,0.01252068292682925,1,2,3,0.5
PPO_Ant_seed2,0.012369831325301187,2,1,3,0.0
PPO_Ant_seed2,0.012443904761904743,2,3,1,0.4081885407981693
PPO_Ant_seed2,0.01324479999999998,1,2,3,0.5638686176986828
PPO_Ant_seed2,0.013090790697674399,1,2,3,0.5
PPO_Ant_seed2,0.012940321839080442,1,2,3,0.0
PPO_Ant_seed2,0.012793272727272709,1,2,3,0.6110351400180271
PPO_Ant_seed2,0.013052674157303351,1,2,3,0.0
PPO_Ant_seed2,0.012907644444444425,1,2,3,0.0
PPO_Ant_seed2,0.012765802197802179,1,2,3,0.5424859183346052
PPO_Ant_seed2,0.012932086956521722,1,2,3,0.5
PPO_Ant_seed2,0.012793032258064498,2,1,3,0.0
PPO_Ant_seed2,0.01278408510638296,1,2,3,0.5
PPO_Ant_seed2,0.012649515789473667,2,1,3,0.0
PPO_Ant_seed2,0.01276199999999998,1,2,3,0.5275030477973853
PPO_Ant_seed2,0.012630432989690701,1,2,3,0.0
PPO_Ant_seed2,0.012501551020408144,1,2,3,0.5
PPO_Ant_seed2,0.012375272727272707,1,2,3,0.0
PPO_Ant_seed2,0.012251519999999981,1,2,3,0.5
PPO_Ant_seed2,0.012130217821782158,1,2,3,0.6313928749944965
PPO_Ant_seed2,0.01201129411764704,1,2,3,0.1760488592154833
PPO_Ant_seed2,0.012076038834951437,1,2,3,0.5
PPO_Ant_seed2,0.011959923076923059,2,3,1,0.0
PPO_Ant_seed2,0.01184601904761903,3,2,1,0.0
PPO_Ant_seed2,0.012785962264150925,3,2,1,0.0
PPO_Ant_seed2,0.012666467289719608,3,2,1,0.0
PPO_Ant_seed2,0.012549185185185167,3,1,2,0.26530658615944513
PPO_Ant_seed2,0.012437944954128423,2,1,3,0.31291079524387766
PPO_Ant_seed2,0.01232487272727271,2,1,3,0.4303432354957957
PPO_Ant_seed2,0.01221383783783782,1,2,3,0.3683407418462116
PPO_Ant_seed2,0.012104785714285696,2,1,3,0.5315868103557995
PPO_Ant_seed2,0.011997663716814141,1,2,3,0.0
PPO_Ant_seed2,0.011892421052631563,1,3,2,0.0
PPO_Ant_seed2,0.011789008695652158,1,3,2,0.0
PPO_Ant_seed2,0.01168737931034481,1,3,2,0.0
PPO_Ant_seed2,0.011587487179487163,1,2,3,0.6573417308326445
PPO_Ant_seed2,0.012372203389830493,1,2,3,0.2708960843642112
PPO_Ant_seed2,0.012268235294117632,1,2,3,0.0
PPO_Ant_seed2,0.012165999999999982,1,2,3,0.5
PPO_Ant_seed2,0.012065454545454529,1,2,3,0.0
PPO_Ant_seed2,0.011966557377049164,2,1,3,0.04303481169492414
PPO_Ant_seed2,0.012698341463414618,2,1,3,0.08481566646043952
PPO_Ant_seed2,0.013037999999999984,1,2,3,0.0
PPO_Ant_seed2,0.012933695999999984,1,2,3,0.5
PPO_Ant_seed2,0.012831047619047603,1,2,3,0.5
PPO_Ant_seed2,0.013751244094488174,1,2,3,0.5
PPO_Ant_seed2,0.013643812499999984,1,2,3,0.0
PPO_Ant_seed2,0.01353804651162789,2,1,3,0.14759719791522907
PPO_Ant_seed2,0.014268307692307676,1,2,3,0.007657627902721264
PPO_Ant_seed2,0.014159389312977083,1,3,2,0.0
PPO_Ant_seed2,0.014052121212121196,3,2,1,0.6006665874929782
PPO_Ant_seed2,0.013946466165413517,1,3,2,0.5622585570022606
PPO_Ant_seed2,0.013842388059701477,3,2,1,0.720829916912882
PPO_Ant_seed2,0.013739851851851836,1,2,3,0.5863057308458712
PPO_Ant_seed2,0.013638823529411748,1,2,3,0.0
PPO_Ant_seed2,0.013994627737226262,2,1,3,0.5545875517396618
