process_id,degradation_level,rank_100,rank_50,rank_500,rank_25,rank_250,not_first_prob
PPO_Ant_seed2,0.01276199999999998,1,2,3,5,4,0.7689104054192317
PPO_Ant_seed2,0.012630432989690701,2,3,1,5,4,0.0
PPO_Ant_seed2,0.012501551020408144,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012375272727272707,1,3,2,4,5,0.25
PPO_Ant_seed2,0.012251519999999981,1,2,3,5,4,0.75
PPO_Ant_seed2,0.012130217821782158,1,2,3,5,4,0.8010367746352473
PPO_Ant_seed2,0.01201129411764704,4,5,1,2,3,0.6339433891075961
PPO_Ant_seed2,0.012076038834951437,1,2,3,5,4,0.75
PPO_Ant_seed2,0.011959923076923059,1,2,3,4,5,1.0
PPO_Ant_seed2,0.01184601904761903,1,2,5,3,4,0.815828454694462
PPO_Ant_seed2,0.012785962264150925,1,2,5,3,4,0.8228761540040772
PPO_Ant_seed2,0.012666467289719608,1,2,5,3,4,0.8208250325579233
PPO_Ant_seed2,0.012549185185185167,1,2,5,3,4,0.8118282605217992
PPO_Ant_seed2,0.012437944954128423,1,2,5,3,4,0.8356303650640156
PPO_Ant_seed2,0.01232487272727271,1,2,5,3,4,0.8356303650640156
PPO_Ant_seed2,0.01221383783783782,2,3,1,4,5,0.6110669664842242
PPO_Ant_seed2,0.012104785714285696,1,2,4,3,5,0.9475053005569927
PPO_Ant_seed2,0.011997663716814141,1,2,4,3,5,0.9760806688898651
PPO_Ant_seed2,0.011892421052631563,1,2,4,3,5,0.9834037633929136
PPO_Ant_seed2,0.011789008695652158,2,3,1,4,5,0.0
PPO_Ant_seed2,0.01168737931034481,2,3,1,4,5,0.0
PPO_Ant_seed2,0.011587487179487163,1,2,3,5,4,0.7679756828462554
PPO_Ant_seed2,0.012372203389830493,1,4,2,5,3,0.6207106914938636
PPO_Ant_seed2,0.012268235294117632,2,4,3,5,1,0.0
PPO_Ant_seed2,0.012165999999999982,4,1,2,5,3,0.5
PPO_Ant_seed2,0.012065454545454529,1,5,2,3,4,0.75
PPO_Ant_seed2,0.011966557377049164,1,3,4,5,2,0.25
PPO_Ant_seed2,0.012698341463414618,1,3,4,5,2,0.25
PPO_Ant_seed2,0.013037999999999984,3,4,1,5,2,0.25
PPO_Ant_seed2,0.012933695999999984,1,2,3,5,4,0.75
PPO_Ant_seed2,0.012831047619047603,1,2,3,4,5,1.0
PPO_Ant_seed2,0.013751244094488174,1,2,3,5,4,0.75
PPO_Ant_seed2,0.013643812499999984,3,4,1,5,2,0.25
PPO_Ant_seed2,0.01353804651162789,1,2,3,5,4,0.4200590579794114
PPO_Ant_seed2,0.014268307692307676,3,4,1,5,2,0.2579868710397007
PPO_Ant_seed2,0.014159389312977083,4,5,1,2,3,0.5
PPO_Ant_seed2,0.014052121212121196,3,4,5,1,2,0.25
PPO_Ant_seed2,0.013946466165413517,4,5,3,1,2,0.25
PPO_Ant_seed2,0.013842388059701477,4,5,3,1,2,0.25
PPO_Ant_seed2,0.013739851851851836,4,5,3,1,2,0.25
PPO_Ant_seed2,0.013638823529411748,4,5,3,1,2,0.2590866657376392
PPO_Ant_seed2,0.013994627737226262,4,5,3,1,2,0.2590866657376392
PPO_Ant_seed2,0.013893217391304332,5,1,4,2,3,0.0
PPO_Ant_seed2,0.01498077697841725,1,2,5,3,4,0.5
PPO_Ant_seed2,0.014873771428571412,3,1,5,2,4,0.25
PPO_Ant_seed2,0.014768283687943246,3,1,5,2,4,0.25
PPO_Ant_seed2,0.01466428169014083,4,2,5,3,1,0.0
PPO_Ant_seed2,0.01456173426573425,2,1,3,4,5,0.18206814574445776
PPO_Ant_seed2,0.01498505555555554,3,1,2,4,5,0.1888808552098451
PPO_Ant_seed2,0.015529765517241365,3,1,2,4,5,0.1840165612274314
PPO_Ant_seed2,0.015912547945205465,3,1,2,4,5,0.1998310690995597
PPO_Ant_seed2,0.015804299319727877,2,1,5,3,4,0.16817656236478215
PPO_Ant_seed2,0.01665686486486485,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.01717632214765099,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.017061813333333314,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.016948821192052963,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.017530999999999984,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.017416418300653578,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.01730332467532466,2,1,5,3,4,0.1750984403754666
PPO_Ant_seed2,0.017191690322580628,3,1,5,2,4,0.3576797070945271
PPO_Ant_seed2,0.017081487179487164,3,1,5,2,4,0.3576797070945271
PPO_Ant_seed2,0.016972687898089155,3,1,5,2,4,0.4412848484605429
PPO_Ant_seed2,0.016865265822784796,3,1,5,2,4,0.4412848484605429
PPO_Ant_seed2,0.016759194968553444,5,3,1,4,2,0.25
PPO_Ant_seed2,0.016654449999999984,5,3,1,4,2,0.25
PPO_Ant_seed2,0.016551006211180108,1,4,2,5,3,0.25
PPO_Ant_seed2,0.01710187654320986,4,1,2,5,3,0.5
PPO_Ant_seed2,0.016996957055214708,1,2,3,5,4,0.7648599257407842
PPO_Ant_seed2,0.016893317073170717,1,2,3,4,5,1.0
PPO_Ant_seed2,0.01679093333333332,1,2,3,4,5,1.0
PPO_Ant_seed2,0.016689783132530105,1,2,3,4,5,1.0
PPO_Ant_seed2,0.016589844311377232,1,2,5,3,4,0.75
PPO_Ant_seed2,0.016491095238095225,2,3,1,4,5,0.0
PPO_Ant_seed2,0.016627502958579867,2,3,1,4,5,0.0
PPO_Ant_seed2,0.016529694117647042,3,4,1,2,5,0.25
PPO_Ant_seed2,0.016433029239766066,3,4,1,2,5,0.0
PPO_Ant_seed2,0.01633748837209301,1,2,3,4,5,0.8485753933866762
PPO_Ant_seed2,0.016243052023121374,2,3,1,4,5,0.0
PPO_Ant_seed2,0.016149701149425273,1,4,2,5,3,0.5821512662412127
PPO_Ant_seed2,0.017218514285714272,3,4,1,5,2,0.5479698506949702
PPO_Ant_seed2,0.018694363636363624,1,2,3,5,4,0.9316435312653769
PPO_Ant_seed2,0.01977007909604518,5,1,2,4,3,0.8376966774241844
PPO_Ant_seed2,0.019819235955056164,1,2,3,4,5,1.0
PPO_Ant_seed2,0.01970851396648043,2,3,1,4,5,0.6578776559371918
PPO_Ant_seed2,0.019599022222222207,1,2,5,3,4,0.9684739013192196
PPO_Ant_seed2,0.019901569060773464,3,4,1,5,2,0.7801427592404471
PPO_Ant_seed2,0.019792219780219764,3,4,2,5,1,0.7278165352893908
PPO_Ant_seed2,0.019712612021857905,3,4,2,5,1,0.7278165352893908
PPO_Ant_seed2,0.01960547826086955,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.01949950270270269,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.019461462365591382,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.019357390374331537,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.01925442553191488,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.01915255026455025,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.019299747368421036,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.01979484816753925,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.01981045833333332,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.02028256994818651,2,3,5,4,1,0.6107182910363952
PPO_Ant_seed2,0.021331134020618536,2,3,5,4,1,0.6865471558325935
PPO_Ant_seed2,0.02122174358974357,1,2,5,3,4,0.54010866668299
PPO_Ant_seed2,0.02111346938775508,1,2,5,3,4,0.5248754449461976
PPO_Ant_seed2,0.021006294416243635,1,2,5,3,4,0.5340545258270546
PPO_Ant_seed2,0.020900202020202,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.020795175879396964,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021175999999999983,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021070646766169137,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.02096633663366335,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021618876847290625,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021512901960784297,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.02140796097560974,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021304038834951442,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021329120772946842,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.02145865384615383,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021601722488038263,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.02149885714285713,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.02142335545023695,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021322301886792436,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021392751173708906,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021292785046728956,1,2,5,3,4,0.534846844566032
PPO_Ant_seed2,0.021193748837209286,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.021305037037037025,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.02135992626728109,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.02133460550458714,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.021237187214611857,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.021236145454545434,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.021424180995475092,1,2,5,3,4,0.6652299038197232
PPO_Ant_seed2,0.021327675675675655,2,3,5,1,4,0.0
PPO_Ant_seed2,0.02123203587443944,2,4,5,1,3,0.0
PPO_Ant_seed2,0.02113724999999998,4,3,5,1,2,0.0
PPO_Ant_seed2,0.021118257777777757,4,3,5,1,2,0.0
PPO_Ant_seed2,0.021024814159292016,5,4,2,1,3,0.0
PPO_Ant_seed2,0.0209321938325991,5,4,2,1,3,0.0
PPO_Ant_seed2,0.02084038596491226,5,4,1,2,3,0.0
PPO_Ant_seed2,0.020749379912663735,5,4,1,2,3,0.0
PPO_Ant_seed2,0.020659165217391286,5,4,3,1,2,0.456786868935429
PPO_Ant_seed2,0.021149818181818165,2,3,4,1,5,0.5597064044842571
PPO_Ant_seed2,0.021058655172413777,2,3,4,1,5,0.5597064044842571
PPO_Ant_seed2,0.02096827467811157,3,4,1,2,5,0.12016823079496612
PPO_Ant_seed2,0.02087866666666665,4,5,1,3,2,0.25
PPO_Ant_seed2,0.02078982127659573,1,2,3,4,5,1.0
PPO_Ant_seed2,0.020701728813559306,4,1,2,5,3,0.5
PPO_Ant_seed2,0.020614379746835425,2,1,3,5,4,0.0
PPO_Ant_seed2,0.020586352941176455,2,1,4,3,5,0.0
PPO_Ant_seed2,0.020500217573221742,2,1,4,3,5,0.0
PPO_Ant_seed2,0.020876166666666647,2,1,4,3,5,0.0
PPO_Ant_seed2,0.02078954356846471,2,1,5,3,4,0.0
PPO_Ant_seed2,0.021581586776859483,2,1,5,3,4,0.0
PPO_Ant_seed2,0.021971884773662534,2,1,5,3,4,0.0
PPO_Ant_seed2,0.021881836065573753,2,1,5,3,4,0.0
PPO_Ant_seed2,0.022503248979591817,2,1,5,3,4,0.0
PPO_Ant_seed2,0.022588260162601605,2,1,5,3,4,0.0
PPO_Ant_seed2,0.02264592712550605,2,1,5,3,4,0.0
PPO_Ant_seed2,0.022554612903225787,2,1,5,3,4,0.0
PPO_Ant_seed2,0.022464032128514038,2,1,5,3,4,0.0
PPO_Ant_seed2,0.02268572799999998,2,1,5,3,4,0.0
PPO_Ant_seed2,0.022595346613545796,2,1,5,3,4,0.0
PPO_Ant_seed2,0.02273825396825395,4,1,5,2,3,0.0
PPO_Ant_seed2,0.022648379446640297,4,1,5,2,3,0.0
PPO_Ant_seed2,0.022850645669291323,4,1,5,2,3,0.0
PPO_Ant_seed2,0.023389458823529392,4,1,5,2,3,0.0
PPO_Ant_seed2,0.02329809374999998,4,1,5,2,3,0.0
PPO_Ant_seed2,0.023207439688715935,4,1,5,2,3,0.0
PPO_Ant_seed2,0.023117488372093004,4,1,5,2,3,0.0
PPO_Ant_seed2,0.02302823166023164,4,1,5,2,3,0.0
PPO_Ant_seed2,0.02293966153846152,4,1,5,2,3,0.0
PPO_Ant_seed2,0.02355696551724136,4,1,5,2,3,0.0
PPO_Ant_seed2,0.023467053435114484,3,1,5,4,2,0.0
PPO_Ant_seed2,0.023377825095057016,3,1,5,4,2,0.0
PPO_Ant_seed2,0.023352545454545435,3,1,5,4,2,0.0
PPO_Ant_seed2,0.023702188679245263,3,1,5,4,2,0.0
PPO_Ant_seed2,0.0236130827067669,3,1,5,4,2,0.0
PPO_Ant_seed2,0.023524644194756535,3,1,4,5,2,0.0
PPO_Ant_seed2,0.02343686567164177,3,1,4,5,2,0.0
PPO_Ant_seed2,0.023394855018587343,2,1,3,5,4,0.0
PPO_Ant_seed2,0.023308207407407387,3,1,4,5,2,0.0
PPO_Ant_seed2,0.0232221992619926,4,1,2,5,3,0.5022929711332699
PPO_Ant_seed2,0.023136823529411748,4,2,1,5,3,0.0
PPO_Ant_seed2,0.023052073260073244,1,2,3,4,5,1.0
PPO_Ant_seed2,0.02368484671532845,5,1,2,3,4,0.8757875121092513
PPO_Ant_seed2,0.023785076363636345,5,1,4,2,3,0.7871235781512562
PPO_Ant_seed2,0.023698898550724618,5,2,1,3,4,0.40398288845560615
PPO_Ant_seed3,,1,2,3,4,5,1.0
PPO_Ant_seed3,0.0,4,1,2,5,3,0.5
PPO_Ant_seed3,0.0,2,3,4,1,5,0.003730183821700429
PPO_Ant_seed3,0.025269333333333366,2,3,4,1,5,0.003730183821700429
PPO_Ant_seed3,0.019960000000000023,2,3,4,1,5,0.005311271085730117
PPO_Ant_seed3,0.02000560000000002,2,3,4,1,5,0.005311271085730117
PPO_Ant_seed3,0.016671333333333347,1,2,3,5,4,0.9542981366045059
PPO_Ant_seed3,0.017594857142857155,1,2,3,5,4,0.9542981366045059
PPO_Ant_seed3,0.021017499999999998,1,2,3,5,4,0.9542981366045059
PPO_Ant_seed3,0.01868222222222222,1,2,3,5,4,0.9329525994246236
PPO_Ant_seed3,0.02219879999999998,2,3,1,5,4,0.7665516007030787
PPO_Ant_seed3,0.02068836363636362,1,2,3,4,5,0.9699592008655368
PPO_Ant_seed3,0.018964333333333316,3,4,1,5,2,0.25
PPO_Ant_seed3,0.017505538461538447,3,4,1,5,2,0.25
PPO_Ant_seed3,0.016255142857142843,4,2,3,5,1,0.0
PPO_Ant_seed3,0.015171466666666654,2,3,4,5,1,0.0
PPO_Ant_seed3,0.016004249999999987,2,3,4,5,1,0.0
PPO_Ant_seed3,0.019321176470588224,2,3,4,5,1,0.0
PPO_Ant_seed3,0.022883777777777763,2,3,4,5,1,0.0
PPO_Ant_seed3,0.021679368421052617,2,3,5,4,1,0.0
PPO_Ant_seed3,0.02309299999999998,1,2,5,3,4,0.6292470179965803
PPO_Ant_seed3,0.021993333333333316,1,2,4,5,3,0.5507855029986695
PPO_Ant_seed3,0.02531581818181816,1,2,3,4,5,1.0
PPO_Ant_seed3,0.025227999999999976,2,3,4,1,5,0.842302522809303
PPO_Ant_seed3,0.024176833333333314,1,2,3,4,5,1.0
PPO_Ant_seed3,0.023459679999999983,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02382599999999998,4,1,5,2,3,0.9924684683209837
PPO_Ant_seed3,0.022943555555555536,5,3,1,2,4,0.8927549212105831
PPO_Ant_seed3,0.02212414285714284,5,3,1,2,4,0.8927549212105831
PPO_Ant_seed3,0.021361241379310326,5,3,1,2,4,0.8927549212105831
PPO_Ant_seed3,0.022704666666666647,1,2,3,5,4,0.9552704330348781
PPO_Ant_seed3,0.02197225806451611,3,4,1,5,2,0.8164702330447979
PPO_Ant_seed3,0.021285624999999978,4,1,3,5,2,0.25
PPO_Ant_seed3,0.02064060606060604,2,3,5,4,1,0.0
PPO_Ant_seed3,0.020033529411764686,1,2,3,5,4,0.75
PPO_Ant_seed3,0.019461142857142837,1,2,3,4,5,1.0
PPO_Ant_seed3,0.018920555555555538,5,1,2,3,4,0.9256255872606007
PPO_Ant_seed3,0.01840918918918917,5,1,2,3,4,0.9256255872606007
PPO_Ant_seed3,0.017924736842105243,5,2,3,4,1,0.0
PPO_Ant_seed3,0.01746512820512819,1,2,3,5,4,0.8490741671112458
PPO_Ant_seed3,0.01824809999999998,1,2,3,4,5,1.0
PPO_Ant_seed3,0.01780302439024388,3,1,4,2,5,0.25
PPO_Ant_seed3,0.018304095238095213,2,3,4,1,5,0.0
PPO_Ant_seed3,0.01787841860465114,1,5,2,4,3,0.5
PPO_Ant_seed3,0.017472090909090885,1,2,3,4,5,1.0
PPO_Ant_seed3,0.0170838222222222,4,1,2,3,5,0.5
PPO_Ant_seed3,0.016712434782608674,1,2,3,4,5,1.0
PPO_Ant_seed3,0.016356851063829767,1,2,3,4,5,1.0
PPO_Ant_seed3,0.016016083333333316,4,5,1,2,3,0.5
PPO_Ant_seed3,0.0156892244897959,4,5,1,2,3,0.0
PPO_Ant_seed3,0.015375439999999983,1,5,2,4,3,0.5
PPO_Ant_seed3,0.015073960784313709,4,1,2,5,3,0.5
PPO_Ant_seed3,0.014784076923076907,1,2,3,4,5,1.0
PPO_Ant_seed3,0.014505132075471681,1,2,5,3,4,0.75
PPO_Ant_seed3,0.014717703703703688,1,2,3,4,5,1.0
PPO_Ant_seed3,0.014450109090909075,3,4,1,5,2,0.25
PPO_Ant_seed3,0.014192071428571413,1,4,2,5,3,0.5
PPO_Ant_seed3,0.01394308771929823,1,4,2,5,3,0.0
PPO_Ant_seed3,0.013944758620689642,1,2,3,4,5,1.0
PPO_Ant_seed3,0.014110576271186424,1,4,2,5,3,0.5
PPO_Ant_seed3,0.013875399999999984,1,2,3,5,4,0.75
PPO_Ant_seed3,0.013647934426229493,5,1,2,3,4,0.75
PPO_Ant_seed3,0.013427806451612888,1,2,3,5,4,0.75
PPO_Ant_seed3,0.01321466666666665,3,4,1,5,2,0.25
PPO_Ant_seed3,0.013008187499999985,1,4,2,5,3,0.5
PPO_Ant_seed3,0.012808061538461524,1,5,2,3,4,0.75
PPO_Ant_seed3,0.012613999999999986,1,2,3,5,4,0.75
PPO_Ant_seed3,0.012425731343283567,1,2,4,5,3,0.5
PPO_Ant_seed3,0.012416647058823517,5,1,2,3,4,0.75
PPO_Ant_seed3,0.0122366956521739,1,2,3,4,5,1.0
PPO_Ant_seed3,0.012061885714285701,3,4,1,5,2,0.25
PPO_Ant_seed3,0.011891999999999988,3,4,1,5,2,0.879589672782429
PPO_Ant_seed3,0.011726833333333318,3,4,1,5,2,0.0
PPO_Ant_seed3,0.011566191780821904,3,4,1,5,2,0.0
PPO_Ant_seed3,0.011409891891891878,1,2,3,5,4,0.7597204248515597
PPO_Ant_seed3,0.011767733333333318,1,2,3,5,4,0.288207694236471
PPO_Ant_seed3,0.015220578947368408,2,1,3,5,4,0.07214404168019439
PPO_Ant_seed3,0.015022909090909078,1,2,3,4,5,1.0
PPO_Ant_seed3,0.014830307692307679,1,2,3,5,4,0.889803238529936
PPO_Ant_seed3,0.014642582278481,2,1,3,5,4,0.6090701275328558
PPO_Ant_seed3,0.015481649999999986,1,2,3,4,5,1.0
PPO_Ant_seed3,0.018916098765432085,3,4,1,5,2,0.8307423730210088
PPO_Ant_seed3,0.018685414634146327,3,4,1,5,2,0.43679681985885865
PPO_Ant_seed3,0.01846028915662649,3,4,1,5,2,0.0
PPO_Ant_seed3,0.018240523809523797,1,5,2,3,4,0.6224343530872029
PPO_Ant_seed3,0.01918367058823528,1,5,2,4,3,0.5837426210691979
PPO_Ant_seed3,0.01896060465116278,1,5,2,4,3,0.5
PPO_Ant_seed3,0.018742666666666654,1,5,2,3,4,0.75
PPO_Ant_seed3,0.018529681818181803,3,5,1,4,2,0.25
PPO_Ant_seed3,0.0183214831460674,1,5,3,2,4,0.4458717061747436
PPO_Ant_seed3,0.02117062222222221,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02093797802197801,1,2,3,4,5,1.0
PPO_Ant_seed3,0.020710391304347812,1,2,3,5,4,0.75
PPO_Ant_seed3,0.02048769892473117,3,4,1,5,2,0.25
PPO_Ant_seed3,0.020269744680851052,3,4,2,5,1,0.0
PPO_Ant_seed3,0.02005637894736841,3,4,2,5,1,0.0
PPO_Ant_seed3,0.01984745833333332,3,4,1,5,2,0.0
PPO_Ant_seed3,0.01964284536082473,2,3,5,4,1,0.46366470576509405
PPO_Ant_seed3,0.021273836734693866,3,4,2,5,1,0.6014650064042949
PPO_Ant_seed3,0.02105894949494948,3,4,2,5,1,0.688742444957298
PPO_Ant_seed3,0.02084835999999999,1,2,3,4,5,1.0
PPO_Ant_seed3,0.020641940594059393,1,2,3,4,5,1.0
PPO_Ant_seed3,0.020439568627450968,1,5,2,3,4,0.75
PPO_Ant_seed3,0.020241126213592222,1,3,4,2,5,0.25
PPO_Ant_seed3,0.020826192307692296,1,3,4,2,5,0.25
PPO_Ant_seed3,0.020627847619047606,2,4,1,3,5,0.0
PPO_Ant_seed3,0.020433245283018854,3,1,2,4,5,0.25
PPO_Ant_seed3,0.021827401869158863,1,2,3,5,4,0.8526481732285071
PPO_Ant_seed3,0.021768185185185168,1,2,3,4,5,1.0
PPO_Ant_seed3,0.021568477064220166,1,2,3,5,4,0.9457037463646798
PPO_Ant_seed3,0.021372399999999982,1,4,2,5,3,0.7423193154046936
PPO_Ant_seed3,0.02169372972972971,1,2,3,4,5,1.0
PPO_Ant_seed3,0.021500035714285697,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02130976991150441,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02112284210526314,3,4,1,5,2,0.25
PPO_Ant_seed3,0.020939165217391288,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02075865517241378,1,2,3,5,4,0.75
PPO_Ant_seed3,0.020581230769230754,1,2,3,5,4,0.25
PPO_Ant_seed3,0.020738203389830494,1,2,3,5,4,0.25
PPO_Ant_seed3,0.02056393277310923,1,2,3,5,4,0.25
PPO_Ant_seed3,0.020392566666666653,2,3,1,5,4,0.0
PPO_Ant_seed3,0.020224033057851226,2,3,1,5,4,0.0
PPO_Ant_seed3,0.020058262295081952,1,3,2,5,4,0.25
PPO_Ant_seed3,0.019895186991869904,2,3,1,5,4,0.0
PPO_Ant_seed3,0.019734741935483857,3,4,1,5,2,0.5413187975305547
PPO_Ant_seed3,0.019576863999999985,1,4,2,5,3,0.5
PPO_Ant_seed3,0.01942149206349205,1,4,2,5,3,0.5
PPO_Ant_seed3,0.019268566929133844,3,5,1,2,4,0.25
PPO_Ant_seed3,0.019118031249999987,1,2,3,4,5,1.0
PPO_Ant_seed3,0.018969829457364328,3,1,4,2,5,0.25
PPO_Ant_seed3,0.021917569230769218,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02175025954198472,3,4,1,5,2,0.25
PPO_Ant_seed3,0.021585484848484833,3,4,1,5,2,0.25
PPO_Ant_seed3,0.021423187969924797,3,4,1,5,2,0.25
PPO_Ant_seed3,0.021263313432835808,3,4,2,5,1,0.0
PPO_Ant_seed3,0.021105807407407393,3,4,1,5,2,0.0
PPO_Ant_seed3,0.02095061764705881,3,4,2,5,1,0.31991528314856266
PPO_Ant_seed3,0.020840554744525536,3,4,2,5,1,0.2288012793000151
PPO_Ant_seed3,0.023314985507246363,3,4,1,5,2,0.0
PPO_Ant_seed3,0.023147251798561138,1,2,3,4,5,1.0
PPO_Ant_seed3,0.023707571428571415,1,2,3,4,5,1.0
PPO_Ant_seed3,0.02353943262411346,1,2,5,3,4,0.75
PPO_Ant_seed3,0.023373661971830974,1,2,4,3,5,0.5
PPO_Ant_seed3,0.023999860139860125,1,2,4,3,5,0.5
PPO_Ant_seed3,0.02415152777777777,1,2,4,3,5,0.5
PPO_Ant_seed3,0.023984965517241368,2,3,1,4,5,0.0
PPO_Ant_seed3,0.02382068493150684,2,3,1,4,5,0.0
PPO_Ant_seed3,0.02372982312925169,1,2,4,3,5,0.6050585621349688
PPO_Ant_seed3,0.02455440540540539,1,2,3,4,5,0.5
PPO_Ant_seed3,0.02438961073825502,1,2,3,4,5,1.0
PPO_Ant_seed3,0.024227013333333318,1,4,2,5,3,0.5
PPO_Ant_seed3,0.02406656953642383,1,4,2,5,3,0.25
PPO_Ant_seed3,0.02390823684210525,1,4,2,5,3,0.25
PPO_Ant_seed3,0.023751973856209137,1,4,2,5,3,0.7191108466666942
PPO_Ant_seed3,0.023597740259740246,3,1,2,5,4,0.25
PPO_Ant_seed3,0.023527096774193536,3,2,1,5,4,0.0
PPO_Ant_seed3,0.02337628205128204,3,2,1,5,4,0.0
PPO_Ant_seed3,0.023227388535031836,4,3,1,2,5,0.25
PPO_Ant_seed3,0.023228278481012644,5,4,2,1,3,0.0
PPO_Ant_seed3,0.02308218867924527,5,4,2,1,3,0.0
PPO_Ant_seed3,0.023071474999999987,5,4,2,1,3,0.0
PPO_Ant_seed3,0.022928173913043463,5,3,2,1,4,0.0
PPO_Ant_seed3,0.023067580246913567,5,3,2,1,4,0.0
PPO_Ant_seed3,0.023285128834355812,5,3,2,1,4,0.0
PPO_Ant_seed3,0.0231431463414634,5,2,4,1,3,0.0
PPO_Ant_seed3,0.023002884848484836,5,2,4,1,3,0.0
PPO_Ant_seed3,0.022919879518072273,5,2,4,1,3,0.0
PPO_Ant_seed3,0.022782634730538907,5,3,2,1,4,0.0
PPO_Ant_seed3,0.02322269047619046,5,3,2,1,4,0.0
PPO_Ant_seed3,0.02308527810650886,5,3,2,1,4,0.0
PPO_Ant_seed3,0.022988541176470572,5,1,3,2,4,0.25
PPO_Ant_seed3,0.02285410526315788,1,2,5,4,3,0.5
PPO_Ant_seed3,0.022721232558139518,1,2,3,4,5,1.0
PPO_Ant_seed3,0.022743514450867038,3,4,1,5,2,0.25
PPO_Ant_seed3,0.022612804597701135,3,4,1,5,2,0.31742080291326613
PPO_Ant_seed3,0.022483588571428556,1,2,4,3,5,0.8458139952449135
PPO_Ant_seed3,0.022355840909090895,3,4,1,5,2,0.7527597166056844
PPO_Ant_seed3,0.02222953672316383,2,3,5,4,1,0.5840209372888544
PPO_Ant_seed3,0.022104651685393245,2,3,5,4,1,0.5840209372888544
PPO_Ant_seed3,0.02198116201117317,3,4,1,5,2,0.0
PPO_Ant_seed3,0.02185904444444443,3,4,1,5,2,0.0
PPO_Ant_seed3,0.021738276243093907,3,4,1,5,2,0.0
PPO_Ant_seed3,0.021618835164835152,3,4,1,5,2,0.0
PPO_Ant_seed3,0.022168546448087415,1,2,3,4,5,1.0
PPO_Ant_seed3,0.023325543478260855,1,2,3,4,5,1.0
PPO_Ant_seed3,0.023199459459459445,1,4,2,5,3,0.5
PPO_Ant_seed3,0.023074731182795686,3,4,1,5,2,0.25
PPO_Ant_seed3,0.022951336898395708,3,4,1,5,2,0.25
PPO_Ant_seed3,0.022829255319148922,3,4,1,5,2,0.25
PPO_Ant_seed3,0.022708465608465594,3,4,1,5,2,0.0
PPO_Ant_seed3,0.02258894736842104,3,4,1,5,2,0.25
PPO_Ant_seed3,0.022470680628272236,3,4,2,5,1,0.0
PPO_Ant_seed3,0.022353645833333314,3,4,2,5,1,0.0
PPO_Ant_seed3,0.022942404145077706,3,4,1,5,2,0.7564589839568214
PPO_Ant_seed3,0.022824144329896892,3,4,1,5,2,0.7564589839568214
PPO_Ant_seed3,0.02270709743589742,3,4,1,5,2,0.7943667968672306
PPO_Ant_seed3,0.02259124489795917,3,4,1,5,2,0.7943667968672306
PPO_Ant_seed3,0.022476568527918767,3,4,1,5,2,0.7943667968672306
