process_id,degradation_level,rank_100,rank_50,rank_500,rank_25,rank_250,not_first_prob
PPO_Ant_seed1,0.01811311538461537,1,2,3,4,5,1.0
PPO_Ant_seed1,0.019074832535885152,1,2,4,3,5,0.617392807576205
PPO_Ant_seed1,0.018983999999999984,1,2,3,4,5,1.0
PPO_Ant_seed1,0.0201383886255924,2,3,1,4,5,0.70809873384913
PPO_Ant_seed1,0.02004339622641508,3,4,1,5,2,0.8436302090657257
PPO_Ant_seed1,0.019949295774647872,3,1,4,2,5,0.9679414544013308
PPO_Ant_seed1,0.019856074766355123,3,1,4,2,5,0.9679414544013308
PPO_Ant_seed1,0.019763720930232542,3,1,4,2,5,0.9679414544013308
PPO_Ant_seed1,0.019672222222222206,3,1,4,2,5,0.9807732390562229
PPO_Ant_seed1,0.01958156682027648,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.01949174311926604,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.01994407305936071,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.020789527272727256,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.02199619909502261,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.0218971171171171,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.021798923766816126,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.021701607142857127,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.02160515555555554,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.021509557522123877,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.02221698678414095,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022119543859649104,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022022951965065485,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022548208695652158,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022838718614718596,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022740275862068948,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.02285088412017166,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022753230769230755,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.0228527319148936,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.02275589830508473,3,1,4,2,5,0.9822498725116804
PPO_Ant_seed1,0.022659881856540068,3,1,4,2,5,0.9845825106702792
PPO_Ant_seed1,0.022564672268907546,3,1,4,2,5,0.9857251643947472
PPO_Ant_seed1,0.022470259414225927,1,2,4,3,5,0.0
PPO_Ant_seed1,0.022741099999999983,1,2,4,3,5,0.029616979825501474
PPO_Ant_seed1,0.022950838174273843,1,2,4,3,5,0.0818744626076009
PPO_Ant_seed1,0.022855999999999984,1,2,4,3,5,0.2800550737203014
PPO_Ant_seed1,0.02276194238683126,1,2,3,5,4,0.75
PPO_Ant_seed1,0.02304062295081966,1,5,2,3,4,0.75
PPO_Ant_seed1,0.02294657959183672,1,2,3,5,4,0.75
PPO_Ant_seed1,0.022853300813008116,1,2,3,4,5,1.0
PPO_Ant_seed1,0.02276077732793521,1,2,4,3,5,0.5
PPO_Ant_seed1,0.022668999999999984,3,4,1,5,2,0.25
PPO_Ant_seed1,0.022577959839357415,3,4,1,5,2,0.25
PPO_Ant_seed1,0.022487647999999985,3,4,1,5,2,0.25
PPO_Ant_seed1,0.022398055776892415,3,4,1,5,2,0.31899105322960214
PPO_Ant_seed1,0.022309174603174588,3,4,2,5,1,0.11775527015192168
PPO_Ant_seed1,0.022220996047430816,4,5,2,3,1,0.14487083957653218
PPO_Ant_seed1,0.022133511811023607,4,5,2,1,3,0.5008372969600758
